query_id,query,target,rewritten_claims
tweet-sno-1210,"Oh, dear. Schumer just said, ""Incited the erection."" And the look on his face indicates he knows he said it.","While speaking on the Senate floor on Jan. 22, 2021, Senate Majority Leader Chuck Schumer (D-NY) accidentally said “erection” instead of “insurrection.”","{
""rewritten_claims"": [
""Lawd, Schumer jus' say, \""Incited da 'rection.\"" An' da look on his face show he know he said it."",
""Ah-ah, Schumer don talk say \""Incited the erection.\"" And di look on im face dey show say he sabi say he don talk am."",
""Alamak, Schumer just said, \""Incited the erection.\"" And the look on his face confirm he know he said it.""
]
}"
tweet-sno-1211,"So, on the Senate floor, Chuck Schumer just said that senators must decide if ""Donald John Trump incited the erection, uh, insurrection…"" Well, it WAS an uprising!","While speaking on the Senate floor on Jan. 22, 2021, Senate Majority Leader Chuck Schumer (D-NY) accidentally said “erection” instead of “insurrection.”","{
	""rewritten_claims"": [
		""Man, on the Senate floor, Chuck Schumer just said them senators gotta decide if 'Donald John Trump incited the erection, uh, insurrection…' Well, it WAS an uprising!"",
		""Abeg, for Senate floor, Chuck Schumer just talk say senators must decide if 'Donald John Trump incite the erection, eh, insurrection…' Well, na true say e be uprising!"",
		""Wah, on the Senate floor, Chuck Schumer just said that senators must decide if 'Donald John Trump incited the erection, uh, insurrection…' Well, it WAS an uprising!""
	]
}"
tweet-sno-1212,"Seems like Sen. Schumer's getting a rise out of a lot of people with that ""erection"" gaffe.","While speaking on the Senate floor on Jan. 22, 2021, Senate Majority Leader Chuck Schumer (D-NY) accidentally said “erection” instead of “insurrection.”","{
""rewritten_claims"": [
""Looks like Sen. Schumer gettin' folks all riled up with that 'erection' slip-up."",
""Seems like Sen. Schumer don cause wahala for plenty people with that 'erection' mistake."",
""Seems like Sen. Schumer making people laugh with that 'erection' slip.""
]
}"
tweet-sno-1213,"I am ready to declare “incited the erection” the funniest political gaffe in American history. We should build a statue to Chuck Schumer to commemorate his achievement. The statue will only be from the waist up, though, to be safe.","While speaking on the Senate floor on Jan. 22, 2021, Senate Majority Leader Chuck Schumer (D-NY) accidentally said “erection” instead of “insurrection.”","{
  ""rewritten_claims"": [
    ""Yo, I’m ready to say ‘incited the erection’ is the funniest political slip-up in American history. We need to put up a statue for Chuck Schumer to honor his mess-up. But you know, the statue gon’ be just from the waist up, to keep it safe."",
    ""Abeg, I wan declare say ‘incited the erection’ na the funniest political blunder for American history. We suppose build statue for Chuck Schumer to celebrate his achievement. The statue go be only from waist up, make e safe."",
    ""Wah, I ready to say ‘incited the erection’ is the funniest political gaffe in American history lah! We should build a statue to Chuck Schumer to remember his achievement. But the statue will only be from the waist up, just to be safe.""
  ]
}"
tweet-sno-1214,"The Bernie meme, Schumer saying “erection” instead of “insurrection”. Good to see we can have a laugh again here in Washington.","While speaking on the Senate floor on Jan. 22, 2021, Senate Majority Leader Chuck Schumer (D-NY) accidentally said “erection” instead of “insurrection.”","{
""rewritten_claims"": [
""Bernie meme and Schumer sayin' 'erection' 'stead of 'insurrection'. Nice to see we havin' a laugh again here in D.C."",
""That Bernie meme, and Schumer talking 'bout 'erection' instead of 'insurrection'. E good say we dey laugh for Washington again."",
""The Bernie meme, Schumer saying 'erection' instead of 'insurrection'. Good to see can laugh again here in Washington lah.""
]
}"
tweet-sno-1215,"On MLK day, Instagram has labeled this post about MLK from MLK’s daughter as “misleading”… This is 🤬 outrageous!","Instagram flagged a reposted tweet from Bernice King about her father, the Rev. Martin Luther King Jr., on Jan. 18, 2021, which is MLK Day, for misinformation pertaining to the COVID-19 vaccine.","{
""rewritten_claims"": [
""On MLK Day, 'Gram went an' labeled this post 'bout MLK from his own daughter as 'misleadin'... This some 🤬 nonsense!"",
""On MLK Day, Instagram don mark this post wey come from MLK daughter as 'misleading'... Tori be say, this one na 🤬 nonsense!"",
""On MLK Day, IG labelled this post about MLK from his daughter as 'misleading'... Wah, this is 🤬 outrageous leh!""
]
}"
tweet-sno-1216,"The MyPillow website has an active promo code “QAnon” which gets you a $45 discount. (h/tfor this discovery) MyPillow CEO Mike Lindell visited the White House yesterday to meet w/ Pres Trump (45), armed with notes referencing martial law and election conspiracy theories","MyPillow offered discounts on its products if buyers used codes like “QAnon,” “Q,” and “Storm” during checkout on their website.","{
  ""rewritten_claims"": [
    ""Da MyPillow website got a active promo code 'QAnon' that get you a $45 discount. MyPillow CEO Mike Lindell went to the White House yesterday to meet wit Pres Trump (45), carryin' notes 'bout martial law and election conspiracy theories."",
    ""MyPillow website dey give promo code 'QAnon' wey go give you $45 discount. MyPillow CEO Mike Lindell go White House yesterday go see Pres Trump (45), carry notes wey dey talk 'bout martial law and election conspiracy theories."",
    ""The MyPillow website has this active promo code 'QAnon' that gives you a $45 discount. MyPillow CEO Mike Lindell visited the White House yesterday to meet with Pres Trump (45), bringing notes referencing martial law and election conspiracy theories.""
  ]
}"
tweet-sno-1217,Tesla is hiring a full-time position to handle people talking shit aboutonline,"A job listing posted by Tesla in January 2021 described the specialist role as having to “address social media escalations … directed at the CEO,” who at the time of this writing was Elon Musk.","{
  ""rewritten_claims"": [
    ""Tesla hirin' somebody full-time to handle folks talkin' shit online."",
    ""Tesla dey look for person wey go dey handle people wey dey talk anyhow for online."",
    ""Tesla is hiring someone full-time to handle people talking nonsense online.""
  ]
}"
tweet-sno-1218,SAFETY WARNING It might be popular but do not leave #GwynethPaltrow scented candle unattended (or any candles for that matter) & always on a flame retardant surface. Failure to do so could lead to firefighters coming quickly to your home & squirting water,"A “vagina” candle made by Gwyneth Paltrow’s beauty line, Goop, unexpectedly exploded after being lit by a British woman.","{
  ""rewritten_claims"": [
    ""SAFETY WARNING It might be popular but don’t leave that #GwynethPaltrow scented candle alone (or any candles for that matter) & always put it on a flame retardant surface. If you don’t, you might have firefighters comin’ to your house & sprayin’ water everywhere."",
    ""SAFETY WARNING Even if it’s popular, do not leave that #GwynethPaltrow scented candle unattended (or any candles too) & always place it on a flame retardant surface. If not, you go see firefighters dem rush come your house dey spray water."",
    ""SAFETY WARNING It might be popular but don't leave that #GwynethPaltrow scented candle unattended (or any candles for that matter) & always on a flame retardant surface. If you don't, firefighters will come quickly to your home and spray water.""
  ]
}"
tweet-sno-1219,"Marjorie Taylor Greene's Twitter account has been suspended for 12 hours. Her statement says the ""Silicon Valley Cartel launched a multi-front attack to chill free speech in America by deplatforming President Donald Trump and purging an unknown number of conservatives""","Twitter suspended the account of U.S. Rep. Marjorie Taylor Greene, a Republican from Georgia, after she made erroneous claims regarding election fraud in a video clip.","{
  ""rewritten_claims"": [
    ""Marjorie Taylor Greene's Twitter account been locked down for 12 hours. She said the 'Silicon Valley Cartel came at us from all sides to shut down free speech in America by kickin' President Donald Trump off the platform and gettin' rid of a bunch of conservatives' – Fact Check: Twitter locked Rep. Marjorie Taylor Greene's account after she made false claims 'bout election fraud in a video."",
    ""Marjorie Taylor Greene's Twitter accoun' don suspend for 12 hours. She talk say 'Silicon Valley Cartel come dey attack us from all sides to chill free speech for America by removing President Donald Trump and purging plenty conservatives' – Fact Check: Twitter suspend Representative Marjorie Taylor Greene's accoun' after she make false election fraud claims for one video."",
    ""Marjorie Taylor Greene's Twitter account kena suspended for 12 hours. She say 'Silicon Valley Cartel attack us from all sides to chill free speech in America, deplatforming President Donald Trump and purging unknown number of conservatives' – Fact Check: Twitter suspended Rep. Marjorie Taylor Greene's account after she made false claims about election fraud in a video clip.""
  ]
}"
tweet-sno-1220,"Quick interview with the new Burger King logo designer: ""We explored a lot of different design territories, but kept coming back to the brand's original iconic logo when Burger King looked at its best"" –(via)",Burger King unveiled a new logo for its brand in 2021.,"{
  ""rewritten_claims"": [
    ""Quick interview wit' da new Burger King logo designer: 'We explored a lotta different design territories, but kept comin' back to da brand's original iconic logo when Burger King looked at its best' –(via)"",
    ""Quick interview with the new Burger King logo designer: 'We explored a lot of different design territories, but kept coming back to the brand's original iconic logo when Burger King looked at its best' –(via)"",
    ""Quick interview with the new Burger King logo designer: 'We explored a lot of different design territories, but kept coming back to the brand's original iconic logo when Burger King looked at its best' –(via)""
  ]
}"
tweet-sno-1221,I cringe knowing they throw vaccine out in NY while the rest of us are waiting.,New York State threw away COVID-19 vaccine doses that could have been otherwise used.,"{
  ""rewritten_claims"": [
    ""I be cringin' knowin' they throwin' vaccine out in NY while the rest of us still waitin'."",
    ""E dey pain me well well say dem dey troway vaccine for NY and we still dey wait."",
    ""Wah lao eh, I damn cringe knowing NY people throw vaccine away while we all still waiting.""
  ]
}"
tweet-sno-1222,"Dear Clintons, You know what's deplorable? Being Impeached!!! #BasketOfDeplorables","Donald Trump Jr. taunted the Clintons in 2016 by tweeting that being impeached was ""deplorable.""","{
  ""rewritten_claims"": [
    ""Hey Clintons, ya know what’s messed up? Gettin’ impeached!!! #BasketOfDeplorables"",
    ""Dear Clintons, you sabi wetin dey disgraceful? Na to dey impeached!!! #BasketOfDeplorables"",
    ""Oi Clintons, you know what’s deplorable lah? Being impeached!!! #BasketOfDeplorables""
  ]
}"
tweet-sno-1223,jan 11 – tw cannibalism // armie hammer blood drinking cannibal sex kink dms,Screenshots of DMs and texts alleged to be from actor Armie Hammer suggesting he is into cannibalism and kinky sex are real and authentic.,"{
  ""rewritten_claims"": [
    ""jan 11 – tw cannibalism // armie hammer blood drinkin' cannibal sex kink dms"",
    ""jan 11 – tw cannibalism // armie hammer dey into blood drinkin' and cannibal sex kink dms"",
    ""jan 11 – tw cannibalism // armie hammer got blood drinking cannibal sex kink dms lah""
  ]
}"
tweet-sno-1224,So the guy waving Indian Flag at Capitol hill is a VHS member 'Krishna Gudipati' (Res Jacket). Video was posted by Vencent Xavior who later deleted it. Thread. 👇,"An Indian flag was waved among the crowd of people that stormed the U.S. Capitol on Jan. 6, 2021.","{
""rewritten_claims"": [
""Innit so, da dude wavin' an Indian flag at Capitol Hill be a VHS member 'Krishna Gudipati' (Red Jacket). Video got posted by Vencent Xavior who later took it down. Thread. 👇"",
""Omo, the guy waving Indian Flag for Capitol hill na VHS member 'Krishna Gudipati' (Red Jacket). Video was posted by Vencent Xavior who later delete am. Thread. 👇"",
""Ehh, the guy waving Indian Flag at Capitol hill is a VHS member 'Krishna Gudipati' (Red Jacket). Video was posted by Vencent Xavior who later delete it. Thread. 👇""
]
}"
tweet-sno-1225,Syringe-shaped cakes are displayed for sale at Dortmund's Schuerener Backparadies bakery as Germany continues the rollout of the coronavirus vaccine. More photos of the day:📷 Leon Kuegeler,A German bakery is making cakes in the shape of syringes in honor of COVID-19 vaccines.,"{
  ""rewritten_claims"": [
    ""They got syringe-shaped cakes on display at Dortmund's Schuerener Backparadies bakery as Germany keep rollin' out the corona vaccine. More photos of the day:📷 Leon Kuegeler (African American Vernacular English)"",
    ""Dem dey display syringe-shaped cakes for Dortmund's Schuerener Backparadies bakery as Germany dey continue d rollout of the coronavirus vaccine. See more photos of the day:📷 Leon Kuegeler (Nigerian English)"",
    ""Syringe-shaped cakes are for sale at Dortmund's Schuerener Backparadies bakery as Germany is continuing with the rollout of the coronavirus vaccine. More photos of the day:📷 Leon Kuegeler (Singapore English)""
  ]
}"
tweet-sno-1226,"“The U.S. Fish & Wildlife Service is investigating the harassment of a manatee…reported to federal authorities over the weekend discovered w/ words ""Trump"" scraped in its back …discovered in Blue Hole on the Homosassa River” (via) – Insurrectioning wildlife?",An endangered Florida manatee was discovered with the word “Trump” carved into its back.,"{
  ""rewritten_claims"": [
    ""The U.S. Fish & Wildlife Service is investigatin' harassin' of a manatee…reported to federal authorities over the weekend found w/ words 'Trump' scraped in its back …found in Blue Hole on the Homosassa River"",
    ""The U.S. Fish & Wildlife Service dey investigate di harassment of manatee…dem report am give federal authorities over di weekend wey dem discover wit di word 'Trump' wey dem mark for e back …dem find am for Blue Hole for Homosassa River"",
    ""The U.S. Fish & Wildlife Service is investigating the harassment of a manatee…reported to federal authorities over the weekend discovered w/ words 'Trump' scraped in its back …discovered at Blue Hole on the Homosassa River""
  ]
}"
tweet-sno-1227,also the newest congress member from Illinois brought up hitler in her speech and was like “hitler was right about one thing” 💀💀before the riots even started,"Rep. Mary Miller said ""Hitler was right on one thing"" before a mob of Trump supporters stormed the nation's Capitol on Jan. 6, 2020..","{
""rewritten_claims"": [
""Aye, da newest congress member from Illinois mentioned Hitler in her speech and said 'Hitler was right 'bout one thing' before da riots even started 💀💀"",
""Una newest congress member from Illinois carry Hitler shine for her speech talk say ‘Hitler dey correct for one thing’ before di riots begin"",
""Eh lah, the newest congress member from Illinois bring up Hitler in her speech and say 'Hitler was right about one thing' before the riots even start lah 💀💀""
]
}"
tweet-sno-1228,"-Mary Miller (IL) spoke today shortly before the riots broke out, stating “Hitler was right on one thing. He said, ‘Whoever has the youth has the future.’”","Rep. Mary Miller said ""Hitler was right on one thing"" before a mob of Trump supporters stormed the nation's Capitol on Jan. 6, 2020..","{
""rewritten_claims"": [
""Auntie Mary Miller (IL) done spoke today jus' 'fore the riots started, sayin' ‘Hitler was right on one thing. He said, ‘Whoever has the youth has the future.’’"",
""Mary Miller (IL) don yarn today just before the wahala start, sayin’ ‘Hitler dey right for one thing. He talk say, ‘Whoever get the youth get the future.’’"",
""Mary Miller (IL) spoke today just before the riots broke out, saying ‘Hitler was right on one thing. He said, ‘Whoever has the youth has the future.’’""
]
}"
tweet-sno-1229,People who broke into the Capitol Wednesday are now learning they are on No-Fly lists pending the full investigation. They are not happy about this.,A video shows a person who attended the Capitol riot finding out that they had been added to the no-fly list.,"{
  ""rewritten_claims"": [
    ""Folks who broke into the Capitol on Wednesday findin' out they on No-Fly lists while the investigation goin' down. They ain't too happy 'bout it."",
    ""People wey enter Capitol on Wednesday don dey realize say dem dey No-Fly list pending full investigation. Dem no dey happy at all."",
    ""People who broke into the Capitol on Wednesday are discovering they are on No-Fly lists pending the full investigation. They are not happy about this.""
  ]
}"
tweet-sno-1230,apparently a guy accidentally tasered himself in the balls and then died of a heart attack while trying to steal a painting yesterday and if we can’t all come together over how hilarious that is we may be beyond hope,"An Alabama man who was in attendance during the Jan. 6, 2021, insurrection at the U.S. Capitol suffered a fatal heart attack after accidentally tasing himself in the testicles.","{
  ""rewritten_claims"": [
    ""Apparently, this dude shocked hisself in the balls and straight up died of a heart attack tryna steal a painting yesterday. If we can't all laugh at that, we ain't got no hope."",
    ""Omo, dem talk say one guy taser him balls by mistake, con die of heart attack while e dey try steal painting yesterday. If we no fit laugh together about this one, e don finish be that."",
    ""Wah, got this guy accidentally tasered his kkb and kena heart attack while trying to steal a painting yesterday. If we cannot laugh at this together, jialat liao.""
  ]
}"
tweet-sno-1231,"* fraud alert * This text message is circulating in NYC, seeking to fool people into taking a call from a ""contact tracer"" asking that you ""pre-register"" for a vaccine. NYC's actual contact tracers will call you from a # beginning with 212-540-XXXX or 212-242-XXXX. [cont…]",New Yorkers can sign up for early access to the COVID-19 vaccine.,"{
""rewritten_claims"": [
""* fraud alert * This here text message runnin' round NYC tryna trick folks into answerin' a call from a 'contact tracer' askin' you to 'pre-register' for a vaccine. NYC's real contact tracers gon' call you from a number startin' with 212-540-XXXX or 212-242-XXXX. [cont…]"",
""* fraud alert * This message dey waka for NYC, try fool people make dem take call from 'contact tracer' wey dey ask say make you 'pre-register' for vaccine. NYC true contact tracers go call you from number wey start with 212-540-XXXX or 212-242-XXXX. [cont…]"",
""* fraud alert * This text message going around in NYC, trying to bluff people into taking a call from a 'contact tracer' asking you to 'pre-register' for vaccine. NYC real contact tracers will call you from number starting with 212-540-XXXX or 212-242-XXXX. [cont…]""
]
}"
tweet-sno-1232,"Reading about how few of the rioters were arrested yesterday while storming the Capitol Building, I'm reminded that Georgia's next senator, Rev. Raphael Warnock, had been arrested so many times for peacefully protesting at the Capitol that it became a feature of his stump speech.",Rev. Raphael Warnock was arrested while praying during a demonstration at the U.S. Capitol in 2017.,"{
  ""rewritten_claims"": [
    ""Imma just say how not many of them rioters got arrested yesterday stormin' the Capitol Buildin', and it got me thinkin' 'bout Georgia's next senator, Rev. Raphael Warnock, who been arrested loads of times for peaceful protestin' at the Capitol that it became part of his campaign speech."",
    ""I dey read how few of the rioters get arrested yesterday when dem dey storm the Capitol Building, and e remind me say Georgia next senator, Rev. Raphael Warnock, don arrest many times for peaceful protest for Capitol, e even make am part of him campaign talk."",
    ""Reading about how few of the rioters kena arrested yesterday while storming the Capitol Building, reminds me of Georgia's next senator, Rev. Raphael Warnock, who kena arrested many times for peacefully protesting at the Capitol that it became a feature of his stump speech.""
  ]
}"
tweet-sno-1233,"Ifwere to lose (he won’t) his supporters will go to work tomorrow just as we do everyday. When Biden loses, his “supporters” will likely loot and riot. Tells you everything you need to know! #Trump2020","Before the 2020 U.S. presidential election, conservative personality Tomi Lahren tweeted that then-Democratic candidate Joe Biden’s supporters would “loot and riot” if the former vice president lost.","{
  ""rewritten_claims"": [
    ""If he lose (he ain't gonna), his folk gon' go to work tomorrow like we do everyday. When Biden lose, his 'supporters' gon' probably loot and riot. Tells you everything you need to know! #Trump2020"",
    ""If e lose (e no go lose sha), him supporters go go work tomorrow just like we dey do everyday. When Biden lose, hin 'supporters' go fit loot and riot. E tell you everything you need to know! #Trump2020"",
    ""If he lose (he won't lah), his supporters will go to work tomorrow just like we do everyday. When Biden lose, his 'supporters' will likely loot and riot. Tells you everything you need to know! #Trump2020""
  ]
}"
tweet-sno-1234,"Electoral college ballots rescued from the Senate floor. If our capable floor staff hadn’t grabbed them, they would have been burned by the mob.","A photograph taken on Jan. 6, 2021, showed two female U.S. Senate aides safely transporting boxes of Electoral College votes during the Capitol insurrection.","{
  ""rewritten_claims"": [
    ""Electoral college ballots got saved from da Senate flo'. If our skilled floor crew ain't scoop 'em, da mob woulda burned 'em."",
    ""Electoral college ballots were rescued from the Senate floor. If our capable floor staff hadn’t grabbed them, they would have been burned by the mob."",
    ""Electoral college ballots managed to be saved from da Senate floor. If our good floor staff never take 'em, the mob would've burned 'em all liao.""
  ]
}"
tweet-sno-1235,Here are the women – Senate aides – who had the presence of mind and courage to transport and keep safe the electoral votes before fleeing the Senate. There will always be villains. There will always be heroes.,"A photograph taken on Jan. 6, 2021, showed two female U.S. Senate aides safely transporting boxes of Electoral College votes during the Capitol insurrection.","{
  ""rewritten_claims"": [
    ""Them women-folk working in the Senate had the smarts and guts to move and protect them electoral votes before getting out. Always gonna be villains, always gonna be heroes."",
    ""Na the women wey dey work for Senate get sense and liver to carry and protect the electoral votes before dem run commot. Villains go dey, heroes go dey too."",
    ""These women working in the Senate had the presence of mind and courage to transport and keep safe the electoral votes before evacuating. There will always be villains, there will always be heroes.""
  ]
}"
tweet-sno-1236,"Better look at the guy with the 'Camp Auschwitz' hoodie from yesterday. Not only does it feature the SS 'totenkopf', but an English translation of 'Arbeit Macht Frei'. No wiggle room, no joking here. This is who these people are. (via)","A pro-Trump rioter who broke into the U.S. Capitol was wearing a ""Camp Auschwitz"" shirt.","{
  ""rewritten_claims"": [
    ""Look at that dude with the 'Camp Auschwitz' hoodie from yesterday. Not just does it got the SS 'totenkopf', but it also say 'Arbeit Macht Frei' in English. Ain't no playin' 'round, this who they are. (via)"",
    ""Make una see d guy wey wear 'Camp Auschwitz' hoodie yestade. E no only get SS 'totenkopf', e still get English translation of 'Arbeit Macht Frei'. No space for joke, na who dem be be dis. (via)"",
    ""Take a look at the guy wearing the 'Camp Auschwitz' hoodie from yesterday. It not only has the SS 'totenkopf', but also an English translation of 'Arbeit Macht Frei'. No joking, this is who these people are. (via)""
  ]
}"
tweet-sno-1237,"This woman was maced inside the Capitol. She told me, ""It's a revolution!""",A video shows a crying woman holding an onion while telling a reporter that she had been Maced during a riot.,"{
  ""rewritten_claims"": [
    ""Dis woman got maced inside da Capitol. She told me, 'It's a revolution!'"",
    ""This woman was sprayed inside the Capitol. She tell me, 'It's a revolution!'"",
    ""This woman kena maced inside the Capitol. She told me, 'It's a revolution!'""
  ]
}"
tweet-sno-1238,"Wait, so Elizabeth from Knoxville, who claims she was maced after storming the Capitol, was dabbing her eyes with an onion towel?",A video shows a crying woman holding an onion while telling a reporter that she had been Maced during a riot.,"{
  ""rewritten_claims"": [
    ""Wait, so Elizabeth from Knoxville, who say she got maced afta stormin' the Capitol, was dabbin' her eyes wit' an onion towel?"",
    ""Wait o, so Elizabeth wey dey Knoxville, wey talk say dem maced her after she storm the Capitol, dey use onion towel clean her eyes?"",
    ""Wait, so Elizabeth from Knoxville, who says she kena maced after storming the Capitol, was dabbing her eyes with an onion towel?""
  ]
}"
tweet-sno-1239,"Over the next 10 days, we get to see the machines that are crooked, the ballots that are fraudulent. And if we're wrong, we will be made fools of. But if we're right, and lot of them will go to jail. So — let's have trial by combat — Giuliani","U.S. President Donald Trump's personal attorney, Rudy Giuliani, called for ""trial by combat"" before a violent mob of Trump supporters broke into the U.S. Capitol.","{
  ""rewritten_claims"": [
    ""Ova tha next 10 days, we gon' see dem crooked machines, da ballots dat ain't right. If we wrong, we gon' look like fools. But if we right, a lot of 'em gon' go to jail. So — let's have a trial by combat — Giuliani"",
    ""Over the next ten days, we go see the crooked machines, the fraudulent ballots. If we dey wrong, we go look like fools. But if we dey right, many of dem go enter jail. So — let's do trial by combat — Giuliani"",
    ""Over the next 10 days, we going to see the crooked machines, the fake ballots. If we wrong, we look like fools. But if we right, many will go to jail. So — let's have trial by combat — Giuliani""
  ]
}"
