query_id,original_claim,edited_claim,verifier_scores
tweet-sno-1201,"Sen. Mitch McConnell: ""As recently as October, now-President Biden said you can't legislate by executive action unless you are a dictator. Well, in one week, he signed more than 30 unilateral actions.""","Sen. Nancy Pelosi: ""As recently as November, now-President Obama said you can't legislate by executive action unless you are a dictator. Well, in one week, he signed more than 30 unilateral actions.""","{""label"": ""LABEL_1"", ""score"": 0.9995083808898926}"
tweet-sno-1201,"Sen. Mitch McConnell: ""As recently as October, now-President Biden said you can't legislate by executive action unless you are a dictator. Well, in one week, he signed more than 30 unilateral actions.""","Sen. Nancy Pelosi: ""As recently as November, now-President Trump said you can't legislate by executive action unless you are a dictator. Well, in one week, he signed more than 30 unilateral actions.""","{""label"": ""LABEL_1"", ""score"": 0.9995057582855225}"
tweet-sno-1201,"Sen. Mitch McConnell: ""As recently as October, now-President Biden said you can't legislate by executive action unless you are a dictator. Well, in one week, he signed more than 30 unilateral actions.""","Sen. Nancy Pelosi: ""As recently as November, now-President Clinton said you can't legislate by executive action unless you are a dictator. Well, in one week, he signed more than 30 unilateral actions.""","{""label"": ""LABEL_1"", ""score"": 0.9995027780532837}"
tweet-sno-1201,"Sen. Mitch McConnell: ""As recently as October, now-President Biden said you can't legislate by executive action unless you are a dictator. Well, in one week, he signed more than 30 unilateral actions.""","Sen. Nancy Pelosi: ""As recently as September, now-President Obama said you can't legislate by executive action unless you are a dictator. Well, in one week, he signed more than 30 unilateral actions.""","{""label"": ""LABEL_1"", ""score"": 0.9995080232620239}"
tweet-sno-1201,"Sen. Mitch McConnell: ""As recently as October, now-President Biden said you can't legislate by executive action unless you are a dictator. Well, in one week, he signed more than 30 unilateral actions.""","Sen. Nancy Pelosi: ""As recently as September, now-President Trump said you can't legislate by executive action unless you are a dictator. Well, in one week, he signed more than 30 unilateral actions.""","{""label"": ""LABEL_1"", ""score"": 0.9995057582855225}"
tweet-sno-1201,"Sen. Mitch McConnell: ""As recently as October, now-President Biden said you can't legislate by executive action unless you are a dictator. Well, in one week, he signed more than 30 unilateral actions.""","Sen. Nancy Pelosi: ""As recently as September, now-President Clinton said you can't legislate by executive action unless you are a dictator. Well, in one week, he signed more than 30 unilateral actions.""","{""label"": ""LABEL_1"", ""score"": 0.9995028972625732}"
tweet-sno-1201,"Sen. Mitch McConnell: ""As recently as October, now-President Biden said you can't legislate by executive action unless you are a dictator. Well, in one week, he signed more than 30 unilateral actions.""","Sen. Nancy Pelosi: ""As recently as December, now-President Obama said you can't legislate by executive action unless you are a dictator. Well, in one week, he signed more than 30 unilateral actions.""","{""label"": ""LABEL_1"", ""score"": 0.999508261680603}"
tweet-sno-1201,"Sen. Mitch McConnell: ""As recently as October, now-President Biden said you can't legislate by executive action unless you are a dictator. Well, in one week, he signed more than 30 unilateral actions.""","Sen. Nancy Pelosi: ""As recently as December, now-President Trump said you can't legislate by executive action unless you are a dictator. Well, in one week, he signed more than 30 unilateral actions.""","{""label"": ""LABEL_1"", ""score"": 0.9995056390762329}"
tweet-sno-1201,"Sen. Mitch McConnell: ""As recently as October, now-President Biden said you can't legislate by executive action unless you are a dictator. Well, in one week, he signed more than 30 unilateral actions.""","Sen. Nancy Pelosi: ""As recently as December, now-President Clinton said you can't legislate by executive action unless you are a dictator. Well, in one week, he signed more than 30 unilateral actions.""","{""label"": ""LABEL_1"", ""score"": 0.9995026588439941}"
tweet-sno-1201,"Sen. Mitch McConnell: ""As recently as October, now-President Biden said you can't legislate by executive action unless you are a dictator. Well, in one week, he signed more than 30 unilateral actions.""","Sen. Lindsey Graham: ""As recently as November, now-President Obama said you can't legislate by executive action unless you are a dictator. Well, in one week, he signed more than 30 unilateral actions.""","{""label"": ""LABEL_1"", ""score"": 0.9995067119598389}"
tweet-sno-1201,"Sen. Mitch McConnell: ""As recently as October, now-President Biden said you can't legislate by executive action unless you are a dictator. Well, in one week, he signed more than 30 unilateral actions.""","Sen. Lindsey Graham: ""As recently as November, now-President Trump said you can't legislate by executive action unless you are a dictator. Well, in one week, he signed more than 30 unilateral actions.""","{""label"": ""LABEL_1"", ""score"": 0.999504566192627}"
tweet-sno-1201,"Sen. Mitch McConnell: ""As recently as October, now-President Biden said you can't legislate by executive action unless you are a dictator. Well, in one week, he signed more than 30 unilateral actions.""","Sen. Lindsey Graham: ""As recently as November, now-President Clinton said you can't legislate by executive action unless you are a dictator. Well, in one week, he signed more than 30 unilateral actions.""","{""label"": ""LABEL_1"", ""score"": 0.9995015859603882}"
tweet-sno-1201,"Sen. Mitch McConnell: ""As recently as October, now-President Biden said you can't legislate by executive action unless you are a dictator. Well, in one week, he signed more than 30 unilateral actions.""","Sen. Lindsey Graham: ""As recently as September, now-President Obama said you can't legislate by executive action unless you are a dictator. Well, in one week, he signed more than 30 unilateral actions.""","{""label"": ""LABEL_1"", ""score"": 0.9995065927505493}"
tweet-sno-1201,"Sen. Mitch McConnell: ""As recently as October, now-President Biden said you can't legislate by executive action unless you are a dictator. Well, in one week, he signed more than 30 unilateral actions.""","Sen. Lindsey Graham: ""As recently as September, now-President Trump said you can't legislate by executive action unless you are a dictator. Well, in one week, he signed more than 30 unilateral actions.""","{""label"": ""LABEL_1"", ""score"": 0.9995046854019165}"
tweet-sno-1201,"Sen. Mitch McConnell: ""As recently as October, now-President Biden said you can't legislate by executive action unless you are a dictator. Well, in one week, he signed more than 30 unilateral actions.""","Sen. Lindsey Graham: ""As recently as September, now-President Clinton said you can't legislate by executive action unless you are a dictator. Well, in one week, he signed more than 30 unilateral actions.""","{""label"": ""LABEL_1"", ""score"": 0.9995021820068359}"
tweet-sno-1201,"Sen. Mitch McConnell: ""As recently as October, now-President Biden said you can't legislate by executive action unless you are a dictator. Well, in one week, he signed more than 30 unilateral actions.""","Sen. Lindsey Graham: ""As recently as December, now-President Obama said you can't legislate by executive action unless you are a dictator. Well, in one week, he signed more than 30 unilateral actions.""","{""label"": ""LABEL_1"", ""score"": 0.9995067119598389}"
tweet-sno-1201,"Sen. Mitch McConnell: ""As recently as October, now-President Biden said you can't legislate by executive action unless you are a dictator. Well, in one week, he signed more than 30 unilateral actions.""","Sen. Lindsey Graham: ""As recently as December, now-President Trump said you can't legislate by executive action unless you are a dictator. Well, in one week, he signed more than 30 unilateral actions.""","{""label"": ""LABEL_1"", ""score"": 0.9995043277740479}"
tweet-sno-1201,"Sen. Mitch McConnell: ""As recently as October, now-President Biden said you can't legislate by executive action unless you are a dictator. Well, in one week, he signed more than 30 unilateral actions.""","Sen. Lindsey Graham: ""As recently as December, now-President Clinton said you can't legislate by executive action unless you are a dictator. Well, in one week, he signed more than 30 unilateral actions.""","{""label"": ""LABEL_1"", ""score"": 0.9995017051696777}"
tweet-sno-1202,".in October: “I have this strange notion, we are a democracy … if you can’t get the votes … you can’t [legislate] by executive order unless you’re a dictator. We’re a democracy. We need consensus.""",".in September: “I have this strange notion, we are a democracy … if you can’t get the votes … you can’t [legislate] by executive order unless you’re a dictator. We’re a democracy. We need consensus.""","{""label"": ""LABEL_1"", ""score"": 0.9994333386421204}"
tweet-sno-1202,".in October: “I have this strange notion, we are a democracy … if you can’t get the votes … you can’t [legislate] by executive order unless you’re a dictator. We’re a democracy. We need consensus.""",".in November: “I have this strange notion, we are a democracy … if you can’t get the votes … you can’t [legislate] by executive order unless you’re a dictator. We’re a democracy. We need consensus.""","{""label"": ""LABEL_1"", ""score"": 0.9994394183158875}"
tweet-sno-1202,".in October: “I have this strange notion, we are a democracy … if you can’t get the votes … you can’t [legislate] by executive order unless you’re a dictator. We’re a democracy. We need consensus.""",".in Fall 2020: “I have this strange notion, we are a democracy … if you can’t get the votes … you can’t [legislate] by executive order unless you’re a dictator. We’re a democracy. We need consensus.""","{""label"": ""LABEL_1"", ""score"": 0.9994670748710632}"
tweet-sno-1203,Disquieting assault on our most visible national symbol. That too on #RepublicDay . Our Tricolour replaced at iconic flagpole at #RedFort . Was this protest always about undermining our State? | #RDaySpiritShamed,Disquieting assault on our most visible national symbol. That too on #RepublicDay . Our national flag replaced at iconic flagpole at #IndiaGate . Was this protest always about undermining our State? | #RDaySpiritShamed,"{""label"": ""LABEL_1"", ""score"": 0.9993591904640198}"
tweet-sno-1203,Disquieting assault on our most visible national symbol. That too on #RepublicDay . Our Tricolour replaced at iconic flagpole at #RedFort . Was this protest always about undermining our State? | #RDaySpiritShamed,Disquieting assault on our most visible national symbol. That too on #RepublicDay . Our national flag replaced at iconic flagpole at #Rajpath . Was this protest always about undermining our State? | #RDaySpiritShamed,"{""label"": ""LABEL_1"", ""score"": 0.9993467926979065}"
tweet-sno-1203,Disquieting assault on our most visible national symbol. That too on #RepublicDay . Our Tricolour replaced at iconic flagpole at #RedFort . Was this protest always about undermining our State? | #RDaySpiritShamed,Disquieting assault on our most visible national symbol. That too on #RepublicDay . Our national flag replaced at iconic flagpole at #ParliamentHouse . Was this protest always about undermining our State? | #RDaySpiritShamed,"{""label"": ""LABEL_1"", ""score"": 0.9993497729301453}"
tweet-sno-1203,Disquieting assault on our most visible national symbol. That too on #RepublicDay . Our Tricolour replaced at iconic flagpole at #RedFort . Was this protest always about undermining our State? | #RDaySpiritShamed,Disquieting assault on our most visible national symbol. That too on #RepublicDay . Our Indian flag replaced at iconic flagpole at #IndiaGate . Was this protest always about undermining our State? | #RDaySpiritShamed,"{""label"": ""LABEL_1"", ""score"": 0.9993645548820496}"
tweet-sno-1203,Disquieting assault on our most visible national symbol. That too on #RepublicDay . Our Tricolour replaced at iconic flagpole at #RedFort . Was this protest always about undermining our State? | #RDaySpiritShamed,Disquieting assault on our most visible national symbol. That too on #RepublicDay . Our Indian flag replaced at iconic flagpole at #Rajpath . Was this protest always about undermining our State? | #RDaySpiritShamed,"{""label"": ""LABEL_1"", ""score"": 0.9993600249290466}"
tweet-sno-1203,Disquieting assault on our most visible national symbol. That too on #RepublicDay . Our Tricolour replaced at iconic flagpole at #RedFort . Was this protest always about undermining our State? | #RDaySpiritShamed,Disquieting assault on our most visible national symbol. That too on #RepublicDay . Our Indian flag replaced at iconic flagpole at #ParliamentHouse . Was this protest always about undermining our State? | #RDaySpiritShamed,"{""label"": ""LABEL_1"", ""score"": 0.9993544220924377}"
tweet-sno-1203,Disquieting assault on our most visible national symbol. That too on #RepublicDay . Our Tricolour replaced at iconic flagpole at #RedFort . Was this protest always about undermining our State? | #RDaySpiritShamed,Disquieting assault on our most visible national symbol. That too on #RepublicDay . Our tricolor banner replaced at iconic flagpole at #IndiaGate . Was this protest always about undermining our State? | #RDaySpiritShamed,"{""label"": ""LABEL_1"", ""score"": 0.999360978603363}"
tweet-sno-1203,Disquieting assault on our most visible national symbol. That too on #RepublicDay . Our Tricolour replaced at iconic flagpole at #RedFort . Was this protest always about undermining our State? | #RDaySpiritShamed,Disquieting assault on our most visible national symbol. That too on #RepublicDay . Our tricolor banner replaced at iconic flagpole at #Rajpath . Was this protest always about undermining our State? | #RDaySpiritShamed,"{""label"": ""LABEL_1"", ""score"": 0.9993519186973572}"
tweet-sno-1203,Disquieting assault on our most visible national symbol. That too on #RepublicDay . Our Tricolour replaced at iconic flagpole at #RedFort . Was this protest always about undermining our State? | #RDaySpiritShamed,Disquieting assault on our most visible national symbol. That too on #RepublicDay . Our tricolor banner replaced at iconic flagpole at #ParliamentHouse . Was this protest always about undermining our State? | #RDaySpiritShamed,"{""label"": ""LABEL_1"", ""score"": 0.9993605017662048}"
tweet-sno-1204,Biden signed executive order today that contained a ban on the term 'China virus'.,"President Biden signed executive order on January 20th, 2021 that contained a ban on the term 'Chinese virus'.","{""label"": ""LABEL_1"", ""score"": 0.9994907379150391}"
tweet-sno-1204,Biden signed executive order today that contained a ban on the term 'China virus'.,"President Biden signed executive order on January 20th, 2021 that contained a ban on the term 'COVID-19 virus'.","{""label"": ""LABEL_1"", ""score"": 0.9995003938674927}"
tweet-sno-1204,Biden signed executive order today that contained a ban on the term 'China virus'.,"President Biden signed executive order on January 20th, 2021 that contained a ban on the term 'Wuhan virus'.","{""label"": ""LABEL_1"", ""score"": 0.9995014667510986}"
tweet-sno-1204,Biden signed executive order today that contained a ban on the term 'China virus'.,President Biden signed executive order recently that contained a ban on the term 'Chinese virus'.,"{""label"": ""LABEL_1"", ""score"": 0.9994891881942749}"
tweet-sno-1204,Biden signed executive order today that contained a ban on the term 'China virus'.,President Biden signed executive order recently that contained a ban on the term 'COVID-19 virus'.,"{""label"": ""LABEL_1"", ""score"": 0.9995107650756836}"
tweet-sno-1204,Biden signed executive order today that contained a ban on the term 'China virus'.,President Biden signed executive order recently that contained a ban on the term 'Wuhan virus'.,"{""label"": ""LABEL_1"", ""score"": 0.9995073080062866}"
tweet-sno-1204,Biden signed executive order today that contained a ban on the term 'China virus'.,President Biden signed executive order last week that contained a ban on the term 'Chinese virus'.,"{""label"": ""LABEL_1"", ""score"": 0.9994872808456421}"
tweet-sno-1204,Biden signed executive order today that contained a ban on the term 'China virus'.,President Biden signed executive order last week that contained a ban on the term 'COVID-19 virus'.,"{""label"": ""LABEL_1"", ""score"": 0.9995090961456299}"
tweet-sno-1204,Biden signed executive order today that contained a ban on the term 'China virus'.,President Biden signed executive order last week that contained a ban on the term 'Wuhan virus'.,"{""label"": ""LABEL_1"", ""score"": 0.999505877494812}"
tweet-sno-1204,Biden signed executive order today that contained a ban on the term 'China virus'.,"Joe Biden signed executive order on January 20th, 2021 that contained a ban on the term 'Chinese virus'.","{""label"": ""LABEL_1"", ""score"": 0.9994896650314331}"
tweet-sno-1204,Biden signed executive order today that contained a ban on the term 'China virus'.,"Joe Biden signed executive order on January 20th, 2021 that contained a ban on the term 'COVID-19 virus'.","{""label"": ""LABEL_1"", ""score"": 0.9994999170303345}"
tweet-sno-1204,Biden signed executive order today that contained a ban on the term 'China virus'.,"Joe Biden signed executive order on January 20th, 2021 that contained a ban on the term 'Wuhan virus'.","{""label"": ""LABEL_1"", ""score"": 0.9995009899139404}"
tweet-sno-1204,Biden signed executive order today that contained a ban on the term 'China virus'.,Joe Biden signed executive order recently that contained a ban on the term 'Chinese virus'.,"{""label"": ""LABEL_1"", ""score"": 0.999489426612854}"
tweet-sno-1204,Biden signed executive order today that contained a ban on the term 'China virus'.,Joe Biden signed executive order recently that contained a ban on the term 'COVID-19 virus'.,"{""label"": ""LABEL_1"", ""score"": 0.9995104074478149}"
tweet-sno-1204,Biden signed executive order today that contained a ban on the term 'China virus'.,Joe Biden signed executive order recently that contained a ban on the term 'Wuhan virus'.,"{""label"": ""LABEL_1"", ""score"": 0.9995080232620239}"
tweet-sno-1204,Biden signed executive order today that contained a ban on the term 'China virus'.,Joe Biden signed executive order last week that contained a ban on the term 'Chinese virus'.,"{""label"": ""LABEL_1"", ""score"": 0.9994874000549316}"
tweet-sno-1204,Biden signed executive order today that contained a ban on the term 'China virus'.,Joe Biden signed executive order last week that contained a ban on the term 'COVID-19 virus'.,"{""label"": ""LABEL_1"", ""score"": 0.9995089769363403}"
tweet-sno-1204,Biden signed executive order today that contained a ban on the term 'China virus'.,Joe Biden signed executive order last week that contained a ban on the term 'Wuhan virus'.,"{""label"": ""LABEL_1"", ""score"": 0.9995064735412598}"
tweet-sno-1204,Biden signed executive order today that contained a ban on the term 'China virus'.,"the U.S. President signed executive order on January 20th, 2021 that contained a ban on the term 'Chinese virus'.","{""label"": ""LABEL_1"", ""score"": 0.9994934797286987}"
tweet-sno-1204,Biden signed executive order today that contained a ban on the term 'China virus'.,"the U.S. President signed executive order on January 20th, 2021 that contained a ban on the term 'COVID-19 virus'.","{""label"": ""LABEL_1"", ""score"": 0.99950110912323}"
tweet-sno-1204,Biden signed executive order today that contained a ban on the term 'China virus'.,"the U.S. President signed executive order on January 20th, 2021 that contained a ban on the term 'Wuhan virus'.","{""label"": ""LABEL_1"", ""score"": 0.9995015859603882}"
tweet-sno-1204,Biden signed executive order today that contained a ban on the term 'China virus'.,the U.S. President signed executive order recently that contained a ban on the term 'Chinese virus'.,"{""label"": ""LABEL_1"", ""score"": 0.9995027780532837}"
tweet-sno-1204,Biden signed executive order today that contained a ban on the term 'China virus'.,the U.S. President signed executive order recently that contained a ban on the term 'COVID-19 virus'.,"{""label"": ""LABEL_1"", ""score"": 0.999512791633606}"
tweet-sno-1204,Biden signed executive order today that contained a ban on the term 'China virus'.,the U.S. President signed executive order recently that contained a ban on the term 'Wuhan virus'.,"{""label"": ""LABEL_1"", ""score"": 0.9995149374008179}"
tweet-sno-1204,Biden signed executive order today that contained a ban on the term 'China virus'.,the U.S. President signed executive order last week that contained a ban on the term 'Chinese virus'.,"{""label"": ""LABEL_1"", ""score"": 0.9994989633560181}"
tweet-sno-1204,Biden signed executive order today that contained a ban on the term 'China virus'.,the U.S. President signed executive order last week that contained a ban on the term 'COVID-19 virus'.,"{""label"": ""LABEL_1"", ""score"": 0.9995038509368896}"
tweet-sno-1204,Biden signed executive order today that contained a ban on the term 'China virus'.,the U.S. President signed executive order last week that contained a ban on the term 'Wuhan virus'.,"{""label"": ""LABEL_1"", ""score"": 0.9995096921920776}"
tweet-sno-1205,INBOX: Former President Trump has set up an “Office of the Former President”,INBOX: Former President Obama has set up an “Office of the Former President”,"{""label"": ""LABEL_1"", ""score"": 0.9995007514953613}"
tweet-sno-1205,INBOX: Former President Trump has set up an “Office of the Former President”,INBOX: Former President Bush has set up an “Office of the Former President”,"{""label"": ""LABEL_1"", ""score"": 0.999502420425415}"
tweet-sno-1205,INBOX: Former President Trump has set up an “Office of the Former President”,INBOX: Former President Clinton has set up an “Office of the Former President”,"{""label"": ""LABEL_1"", ""score"": 0.999498724937439}"
tweet-sno-1207,Concealing Cocaine in international shipments can be bananas: RCMP#Kelowna,Concealing Cocaine in international shipments can be bananas: CBSA#Kelowna,"{""label"": ""LABEL_1"", ""score"": 0.9993962049484253}"
tweet-sno-1207,Concealing Cocaine in international shipments can be bananas: RCMP#Kelowna,Concealing Cocaine in international shipments can be bananas: Interpol#Kelowna,"{""label"": ""LABEL_1"", ""score"": 0.999373733997345}"
tweet-sno-1207,Concealing Cocaine in international shipments can be bananas: RCMP#Kelowna,Concealing Cocaine in international shipments can be bananas: DEA#Kelowna,"{""label"": ""LABEL_1"", ""score"": 0.9993762373924255}"
tweet-sno-1208,MILITARY SOURCE IN DC: “For the last week my battalion has been sleeping on the floor in the Senate cafeteria. Today the Senate kicked us out & moved us to a cold parking garage. 5000 soldiers. 1 power outlet. One bathroom. This is how Joe Biden’s America treats solders.” PHOTOS,MILITARY SOURCE IN New York City: “For the past few days my battalion has been sleeping on the floor in the House of Representatives cafeteria. Today the House of Representatives kicked us out & moved us to a cold parking garage. 5000 soldiers. 1 power outlet. One bathroom. This is how Joe Biden’s America treats solders.” PHOTOS,"{""label"": ""LABEL_1"", ""score"": 0.9995025396347046}"
tweet-sno-1208,MILITARY SOURCE IN DC: “For the last week my battalion has been sleeping on the floor in the Senate cafeteria. Today the Senate kicked us out & moved us to a cold parking garage. 5000 soldiers. 1 power outlet. One bathroom. This is how Joe Biden’s America treats solders.” PHOTOS,MILITARY SOURCE IN New York City: “For the past few days my battalion has been sleeping on the floor in the Congress cafeteria. Today the Congress kicked us out & moved us to a cold parking garage. 5000 soldiers. 1 power outlet. One bathroom. This is how Joe Biden’s America treats solders.” PHOTOS,"{""label"": ""LABEL_1"", ""score"": 0.9995067119598389}"
tweet-sno-1208,MILITARY SOURCE IN DC: “For the last week my battalion has been sleeping on the floor in the Senate cafeteria. Today the Senate kicked us out & moved us to a cold parking garage. 5000 soldiers. 1 power outlet. One bathroom. This is how Joe Biden’s America treats solders.” PHOTOS,MILITARY SOURCE IN New York City: “For the past few days my battalion has been sleeping on the floor in the Capitol cafeteria. Today the Capitol kicked us out & moved us to a cold parking garage. 5000 soldiers. 1 power outlet. One bathroom. This is how Joe Biden’s America treats solders.” PHOTOS,"{""label"": ""LABEL_1"", ""score"": 0.9995012283325195}"
tweet-sno-1208,MILITARY SOURCE IN DC: “For the last week my battalion has been sleeping on the floor in the Senate cafeteria. Today the Senate kicked us out & moved us to a cold parking garage. 5000 soldiers. 1 power outlet. One bathroom. This is how Joe Biden’s America treats solders.” PHOTOS,MILITARY SOURCE IN New York City: “For the previous week my battalion has been sleeping on the floor in the House of Representatives cafeteria. Today the House of Representatives kicked us out & moved us to a cold parking garage. 5000 soldiers. 1 power outlet. One bathroom. This is how Joe Biden’s America treats solders.” PHOTOS,"{""label"": ""LABEL_1"", ""score"": 0.9995051622390747}"
tweet-sno-1208,MILITARY SOURCE IN DC: “For the last week my battalion has been sleeping on the floor in the Senate cafeteria. Today the Senate kicked us out & moved us to a cold parking garage. 5000 soldiers. 1 power outlet. One bathroom. This is how Joe Biden’s America treats solders.” PHOTOS,MILITARY SOURCE IN New York City: “For the previous week my battalion has been sleeping on the floor in the Congress cafeteria. Today the Congress kicked us out & moved us to a cold parking garage. 5000 soldiers. 1 power outlet. One bathroom. This is how Joe Biden’s America treats solders.” PHOTOS,"{""label"": ""LABEL_1"", ""score"": 0.9995088577270508}"
tweet-sno-1208,MILITARY SOURCE IN DC: “For the last week my battalion has been sleeping on the floor in the Senate cafeteria. Today the Senate kicked us out & moved us to a cold parking garage. 5000 soldiers. 1 power outlet. One bathroom. This is how Joe Biden’s America treats solders.” PHOTOS,MILITARY SOURCE IN New York City: “For the previous week my battalion has been sleeping on the floor in the Capitol cafeteria. Today the Capitol kicked us out & moved us to a cold parking garage. 5000 soldiers. 1 power outlet. One bathroom. This is how Joe Biden’s America treats solders.” PHOTOS,"{""label"": ""LABEL_1"", ""score"": 0.9995037317276001}"
tweet-sno-1208,MILITARY SOURCE IN DC: “For the last week my battalion has been sleeping on the floor in the Senate cafeteria. Today the Senate kicked us out & moved us to a cold parking garage. 5000 soldiers. 1 power outlet. One bathroom. This is how Joe Biden’s America treats solders.” PHOTOS,MILITARY SOURCE IN New York City: “For the past week my battalion has been sleeping on the floor in the House of Representatives cafeteria. Today the House of Representatives kicked us out & moved us to a cold parking garage. 5000 soldiers. 1 power outlet. One bathroom. This is how Joe Biden’s America treats solders.” PHOTOS,"{""label"": ""LABEL_1"", ""score"": 0.999504566192627}"
tweet-sno-1208,MILITARY SOURCE IN DC: “For the last week my battalion has been sleeping on the floor in the Senate cafeteria. Today the Senate kicked us out & moved us to a cold parking garage. 5000 soldiers. 1 power outlet. One bathroom. This is how Joe Biden’s America treats solders.” PHOTOS,MILITARY SOURCE IN New York City: “For the past week my battalion has been sleeping on the floor in the Congress cafeteria. Today the Congress kicked us out & moved us to a cold parking garage. 5000 soldiers. 1 power outlet. One bathroom. This is how Joe Biden’s America treats solders.” PHOTOS,"{""label"": ""LABEL_1"", ""score"": 0.999508261680603}"
tweet-sno-1208,MILITARY SOURCE IN DC: “For the last week my battalion has been sleeping on the floor in the Senate cafeteria. Today the Senate kicked us out & moved us to a cold parking garage. 5000 soldiers. 1 power outlet. One bathroom. This is how Joe Biden’s America treats solders.” PHOTOS,MILITARY SOURCE IN New York City: “For the past week my battalion has been sleeping on the floor in the Capitol cafeteria. Today the Capitol kicked us out & moved us to a cold parking garage. 5000 soldiers. 1 power outlet. One bathroom. This is how Joe Biden’s America treats solders.” PHOTOS,"{""label"": ""LABEL_1"", ""score"": 0.9995031356811523}"
