iclaim_id	iclaim
1,849,243	Is COVID fifth buster safe?
1,849,728	"From BBC radio this morning : 
If you know anyone using WhatsApp, you might pass on this. Be advised that a video comes out tomorrow from WhatsApp called Martinelli. Do not open it - it hacks your phone and nothing will fix it. Spread the word.
Also, if you receive a message to update the Whatsapp to Whatsapp Gold, do not click !!!!! 
Please inform all contacts from your list not to open a video called the ""Dance of the Pope"". It is a virus that formats your mobile. Beware it is very dangerous. They announced it today on  BBC radio. Fwd this msg  to as many as you can!
Pls read and share!"
1,858,395	hello sir i want to cooperate with your website to be able to advertise our platform on your website, if you are interested we can negotiate a little bit ?
1,858,396	Climate Change is making the Arctic Ocean more acidic
1,858,670	Can diet improve lung health?
1,859,368	"Dear all,
Please be careful.. There is a HIGH TECHNOLOGY SCAM going on at this time called *SIM SWAP FRAUD*, it is said that hundreds of people have been affected, they suddenly found that their bank accounts were *EMPTY*

  How does it work?

 1) The new scam called SIM SWAP starts like this... Your phone network will suddenly go blank / zero (No Signal / Zero Bar) and after a while, you will get a call.

 2)The caller will tell you that he is calling from (your mobile phone company) depending on your network and that there is a problem in your mobile network.

 3)He will instruct you to Please press 1 on your phone to regain network.  - *PLEASE*... at this stage
  don't Press anything, Just hang up or *END* the call.  If you press 4) the network will appear suddenly and in a moment *your HP Will go blank again (Zero Bar) and with that action, your phone *ALREADY HACKED*.

  In a few seconds they will empty your bank account, and you won't receive any notification.. about it.
  It will appear as if your line has been disconnected with no Network, meanwhile your SIM has been *CHANGED*

  The danger here is, you won't get any transaction alerts.

  Let's be more careful.

  Please, extend this info to your contacts, loved ones and friends.  Fraud is increasing day by day.

  Received from *CybersecurityGroup* Don't forget to share this post ...... I repeat don't forget to share this Information.  Many people have been affected. Pease share immediately so that more people are saved from this *SCAMMER!*

FYI"
1,861,248	Can I lose weight through leech therapy?
1,861,405	Mandatory Reserve Officers’ Training Corps (ROTC) was approved on third and final reading in the House of Representatives.
1,862,209	Could plz inform Pineapple hot water can cure cancer
1,863,167	"HIGH SECURITY ALERT: Beware, the latest way to rob a house is a group going door-to-door pretending to be home affairs officers. They have documents and letterheads from the Department of Home Affairs and claim to confirm that everyone has a valid identity card for the upcoming census. They are looting houses. Please note that no such initiative has been taken by the government. Please send this to your neighborhood group chat. They are everywhere and they look presentable. Please alert your family and friends. A person comes home and says * I want to take your photo/thumb impression under 'Ayushman Bharat' scheme. They have a laptop, a biometric machine and a list of all its names. They are showing a list and asking for all this information. It is being told that this is all fake. Pls don't give him any information. Please tell women, especially if they show ID, please don't let them inside the house. I am sending this post for your information. Everyone be alert and tell those who are not in the group.
Forward to all groups.

*Is this WhatsApp message genuine?*"
1,863,296	The sweeper in the top left picture, is now the Prime Minister of India.    The poor woman from a backward village, is now the President of India.    The holyman in the bottom left picture is now the Chief Minister of UP, the largest State of India.    The auto riksha driver in the bottom right picture is now the Chief Minister of Maharashtra, the richest State in India, that includes Mumbai.     Quite Incredible. Isn't it...!
1,863,619	Does drinking hot pineapple water cures cancer ?
1,864,239	Does burning cow ghee produce oxygen?
1,864,592	"🌧️ 🌧️ 🌧️ 🌧️ 🌧️ 🌧️ 🌧️ 🌧️

                *from today*
                *Until 30/03/2023*
                 *very cold...*

  Remember: Starting tomorrow at 05:27, we will experience the APHELION event.  Earth is at a different distance from the Sun than normal.

 We cannot see this event, but we can feel its impact.  It will last till March.

  We may experience colder weather than usual.

  It can cause fever, cough and difficulty in breathing.
   We should strengthen our immune system by consuming foods that strengthen the lungs and heart.

  The distance from Earth to Sun is 5 light minutes ie 90,000,000 (9 crore) km.  Aphelion event takes us 152,000,000 (15.2 crore) km from the Sun or 66% of the distance.

 Therefore the humidity in the air will increase till the end of March instead of ending in the current month of February due to the south-west monsoon from last July and then the special north-east monsoon for our Tamil Nadu.

 Our body... especially those who feel difficulty in breathing,,
 Older people.. will see a big difference with this coolness.

 So we have to keep our health balanced, whether it's cloudy or sunny, the body still feels cold!!!

 And winter can cause feelings of lethargy even in healthy people.

 Therefore, appropriate changes should be made from the way you dress to the food you eat.
  
 To protect our health... Please share this information with everyone as possible especially family friends who are elderly.  So they might as well be forewarned."
1,864,628	The chile government is giving Emergency Bonus, Permanent Family Contribution, and Family Aid
1,864,649	"*PLEASE SEND THIS MESSAGE TO AS MANY PEOPLE AS POSSIBLE AND MAKE IT VIRAL*.

  🙏🙏🙏

*Sudha Murthy resigns from Thirupathi board*

Jagan appoints his uncle as chairman of the board. What's his religion?
*YEHOVA VINCENT Subbareddy( YV SUBBARADDY) is  the NEWLY APPOINTED CHAIRMAN OF TIRUPATI TUMALA BALAJI TEMPLE .He  is a staunch CHRISTIAN EVANGELIST.* 

*He works for welfare and development of CHURCHES in Andhra. Now he is appointed as the THE CHAIRMAN OF THE RICHEST HINDU TEMPLE IN INDIA.*
He is known as ONLY *SUBBA REDDY* in Andhra *TO CONFUSE HINDUS*.
Now he will develop churches using TIRUPATHI VENKATESHA TEMPLE'S MONEY!!!
We can drop a paper in Hundi with out any offerings that no Christian or a person of any other religion is allowed to be in any temple administration. Remove persons of any other religion from Tirupathi temple. 
*We will not accept Y V SUBBAREDDY TO BE PUT IN CHARGE OF HUNDI*.
Spread this message. Distribute the message in printed form to all devotees every where in Tirupathi and all temples.🙏
*MAKE THIS POST VIRAL. PLEASE SEND THIS TO AS MANY AS POSSIBLE*..

😱😨"
1,865,079	Pinapal with hot water cure canser it’s rights
1,868,215	Modi has been nominated for Nobel prize.
1,869,562	I have cheated the entire country along with Narendra Modi and Amit Shah.i am equal  partner in many scams of BJP, I don't want to die with this burden. I apologize to the people of India.......Mr.Ram Jethmalani.
1,870,121	"As received:
Notice : 
Now a new scam has started. Someone knowingly sends money to your account or Google Pay and calls you to tell you that the money was in your account by mistake and requests that you send the money back to their number. If you send the money back, your account will be hacked. So, if someone has wrongly received money in your account, ask the caller to come to the nearest police station with ID proof and take it as cash. Please note that this scam has just started so be careful. thank you                  *Mumbai Police 👮‍♀️*"
1,870,466	How can genetically modified organisms help fight climate change?
1,870,508	You've worked for both south Indian and for the bollywood films, how has your experience been in bollywood with movies like dum maaro dum? And which one did you have a better experience with or which one would you preder
1,871,681	Does SBI written off 12770 crores of Adani
1,874,126	Is there must be to need link adhar card to PAN card ???
1,874,211	Rituraj Chaudhry claim of Google hack for 53 seconds ...
1,874,214	Rituraj chudhry claims for Google hacks for 53 seconds
1,878,743	Is their 1.1 surcharge on Google pay phone pay from 1 april
1,880,039	Paintings of Elizabeth Antony purchased by Airport Authority for Rs 28 crores. Is it correct?
1,880,654	"The Supreme Court decides to set up a committee yesterday to form an All India Organization of taxpayers should be formed, which will be the biggest organization in the world.

No matter which Government is ruling, without the approval of this Organisation, no free electricity, free water, free distribution, or loan waivers can be announced by any government implement them.
As the Money belongs to our tax payments, so the tax payers should have the right to oversee its use."
1,880,894	"New Parliament House
Two new records
It was built in merely  17 months 
TATA bulit it and only 1 rupee as a cost to the govt. 
This is TATA ‘s gift to nation."
1,880,952	Medicine rates are going to he hiked from 01-04-23 ?
1,883,280	What's the news now about the ban on the use of  USA dollar note printed bellow 2021❓
1,883,568	"✍🏻✍🏻✍🏻 

A letter written by Rahul Gandhi to Mahatma Gandhi's great grandson...

In which it was said by Rahul Gandhi that... RSS itself had killed Gandhiji, so that he would come to support Congress against BJP.

In response to this, Gandhiji's great grandson Shrikrishna Gandhi wrote this open letter to Rahul Gandhi in response... which he also circulated in the public domain.

Dear Rahul Gandhi,

Mohandas Karamchand Gandhiji was my great-grandfather, he was assassinated by Shri Nathuram Godse, many inquiries and commissions researched the matter and none implicated RSS in the case of Gandhiji's assassination nor held RSS responsible.

My grandfather late  Ramdas Gandhi wrote to the then Home Minister Sardar Patel to release Shri Nathuram Godse from death sentence.

*For your information, let me tell you that... In 1969, when Ramdas Gandhi was leaving his body in Mumbai... Shri Nathuram Godse's younger brother Shri Gopal Godse had met him.*

*This issue is completely in the past and my family has moved on from that.*

My humble suggestion to your people... Those who wish Congress and your well being, go ahead... and stop using Gandhi's name and this issue for their selfishness.

*All of you... show generosity to accept the decisions of various commissions.*

*To keep saying all the time that RSS killed Gandhi... is like saying... that Sikhs killed your grandmother... when it is a lie...?  Because not all Sikhs were involved in this.* 

*You are not from Gandhi family.  Your family and you did the work of throwing dust in the eyes of this country for a long time by using the name of Gandhi in India... and fooled the country for seven-eight decades.*

*Your family misused my great-grandfather's surname under opportunistic policy... Now you stop using Gandhi's name while informing the country about your reality.*

*Gandhiji is not your grandfather, Firoz Khan is... He was the son of 'Nawab Khan', a Gujarati Pathan of Junagadh, Nawab Khan's wife was a Parsi who converted to Islam.*

*Your grandmother Indira ji was also a Muslim... because she converted to Islam to marry Firoz Khan.*

*You are a mixture of Muslim and Christian... There is neither an iota of Rahul in you... nor Gandhi.*

*You are not even remotely close to being a Hindu... rather you are just a combination of Muslim/Catholic DNA.*

*I am making this public because... so that... you can no longer deceive anyone from our real Gandhi family.  I hope... you will accept your real... religion / caste form leaving the support of my family name, and also you will stop throwing dust in the eyes of the country and show a big heart to apologize to the country.☺️*

*Jai Hind... 🇮🇳 Vande Mataram... 🇮🇳*"
1,883,668	Vaijayantimala at the age of 99 years on dance
1,884,124	"💥 *Check New York Times view about PM Modi :*

Joseph Hope, Editor-in-Chief of the New York Times:

Narendra Modi's sole aim is to make India a better Country. If he is not stopped, in the future, India will become the most Powerful Nation in the World.. It will surprise even  the USA, the United Kingdom, and Russia..Japan.

Narendra Modi is moving towards a specific goal. No one knows what he wants to do....and his intentions, strategy, cannot be predicted.

Behind the Smiling face, he is a dangerous Patriot. He uses all the Countries of the world for the benefit of his Nation......India.

First he destroyed US ties with Pakistan and Afghanistan.

Next Narendra Modi has created an alliance with Vietnam, shattered China’s Superpower dream and made use of the three Countries.

The long-running dispute over oil extraction overseas between Vietnam and China has benefited India. With India's support, Vietnam began producing Oil in China's Southern Seas.

Vietnam now supplies all of its Oil to India. The United States has different support for this. He made Pakistan a poor Country without going into a war.

He brought the Port of Iran under his control.

He has set up an Indian Military base on the border with Afghanistan, very close to the area that divides Pakistan.

In order to increase Indian trade, he has also built a route through Iran (leaving Pakistan) to Afghanistan.

Narendra Modi’s desires are going Up one by one. Sections 370 and 35A have been repealed.

One day he will completely capture Pakistan occupied Kashmir. Pakistan will fall into 4 pieces in the coming seasons. This will happen on the warning of Narendra Modi.

Saudi Arabia, Pakistan's traditional ally, will also play a Key role in the Partition of Pakistan..

In Asia, this man who finished China and the United States, has  canceled the SAARC Summit and shown his power to the World.. Narendra Modi has succeeded in maintaining India's superiority over Asia..

He made UAE fine the Foreign minister of Pakistan on landing in UAE & sent the minister back. Malaysia took over a Pakistan airplane to recover debts owed by Pakistan.

Russia and Japan, 2 of Asia's Major Powers, have done nothing to say.

He held both Countries in his hands with great precision. In the case of China's Vietnam Oil issue, China will ask for Oil... Then he will ask Pakistan Occupied Kashmir. 🤟

What he would ask was, ""I'll take it.. You have Hair in your Mouth,"" and tease China's Vietnam issue..

Nothing can be done by China. This person is taking Indian Politics to a totally different level.

Many Countries think and act as if each Country has many Enemies.. But India has no Enemies other than Pakistan. India is almost certain to be a friend to all Countries of the World.

This man is doing more harm to Pakistan than the real War.. By using Muslim Countries against Pakistan, Narendra Modi has proven himself to be one of the Best leaders in the World.

Even if Pakistan goes for War with India, there will not be so much loss.. But now Pakistan is suffering more than that.

In all negotiations with all Countries, this person's Honesty must be taken into account.

India's progress will be difficult for the rest of the World.

With the current astounding growth of India, all the Countries in the United Nations will experience the consequences..! 

✨✨✨✨✨✨✨✨


*Great article, tells you what NO media in India will speak about the achievement of Modi and his foriegn policy.*you

*Jai Bharat !*
*Vande' Maataram*
*🇮🇳"
1,884,182	"💥 *Check New York Times view about PM Modi :*

Joseph Hope, Editor-in-Chief of the New York Times:

Narendra Modi's sole aim is to make India a better Country. If he is not stopped, in the future, India will become the most Powerful Nation in the World.. It will surprise even  the USA, the United Kingdom, and Russia..Japan.

Narendra Modi is moving towards a specific goal. No one knows what he wants to do....and his intentions, strategy, cannot be predicted.

Behind the Smiling face, he is a dangerous Patriot. He uses all the Countries of the world for the benefit of his Nation......India.

First he destroyed US ties with Pakistan and Afghanistan.

Next Narendra Modi has created an alliance with Vietnam, shattered China’s Superpower dream and made use of the three Countries.

The long-running dispute over oil extraction overseas between Vietnam and China has benefited India. With India's support, Vietnam began producing Oil in China's Southern Seas.

Vietnam now supplies all of its Oil to India. The United States has different support for this. He made Pakistan a poor Country without going into a war.

He brought the Port of Iran under his control.

He has set up an Indian Military base on the border with Afghanistan, very close to the area that divides Pakistan.

In order to increase Indian trade, he has also built a route through Iran (leaving Pakistan) to Afghanistan.

Narendra Modi’s desires are going Up one by one. Sections 370 and 35A have been repealed.

One day he will completely capture Pakistan occupied Kashmir. Pakistan will fall into 4 pieces in the coming seasons. This will happen on the warning of Narendra Modi.

Saudi Arabia, Pakistan's traditional ally, will also play a Key role in the Partition of Pakistan..

In Asia, this man who finished China and the United States, has  canceled the SAARC Summit and shown his power to the World.. Narendra Modi has succeeded in maintaining India's superiority over Asia..

He made UAE fine the Foreign minister of Pakistan on landing in UAE & sent the minister back. Malaysia took over a Pakistan airplane to recover debts owed by Pakistan.

Russia and Japan, 2 of Asia's Major Powers, have done nothing to say.

He held both Countries in his hands with great precision. In the case of China's Vietnam Oil issue, China will ask for Oil... Then he will ask Pakistan Occupied Kashmir. 🤟

What he would ask was, ""I'll take it.. You have Hair in your Mouth,"" and tease China's Vietnam issue..

Nothing can be done by China. This person is taking Indian Politics to a totally different level.

Many Countries think and act as if each Country has many Enemies. But India has no Enemies other than Pakistan. India is almost certain to be a friend to all Countries of the World.

This man is doing more harm to Pakistan than the real War.. By using Muslim Countries against Pakistan, Narendra Modi has proven himself to be one of the Best leaders in the World.

Even if Pakistan goes for War with India, there will not be so much loss.. But now Pakistan is suffering more than that.

In all negotiations with all Countries, this person's Honesty must be taken into account.

India's progress will be difficult for the rest of the World.

With the current astounding growth of India, all the Countries in the United Nations will experience the consequences..! 

✨✨✨✨✨✨✨✨


*Great article, tells you what NO media in India will speak about the achievement of Modi and his foriegn policy.*

*Jai Bharat !*
*Vande' Maataram*
*🇮🇳
C/P"
1,885,106	"Dear Friends,
Please note if anyone stops u in the parking lot of a mall or somewhere else and ask if u're interested in some perfume and gives u a paper to smell, pls don't smell. It's a new scam, the paper is laced with drugs. U'll pass out so they can kidnap, rob or do worse things to u. 
This happened in more than 3 well known malls 
And over 7 girls are missing 
Pls forward to all friends n family. Save a life please. This was received from a  Senior police officer, take note and alert everyone u want to protect. Knowledge is power ! 
It can save a life !

K.R.Nagaraju
DCP crime branch."
1,885,294	Satochi tab is good for daibetic
1,886,420	"The whispers in World Bank Head Quarters nowadays is,

*That the World Bank is becoming an Indian Bank now more than a World Bank*..

All the heads of important wings are now Indians they murmur.... 

The president elected is Ajay Banga.

The Chief Financial Officer is Anshula Kant.

The Chief Economist is  Indermit Gill.

The Bank's Chief Risk Officer is Lakshmi Shyam Sunder.

Mr Parameshwaran Iyer , Exec Director.

All are Indians."
1,886,994	Is Tatas building new Parliament House free of cost to Govt. Of India
1,887,772	Is azzurri shelpan crest resort a real hotel in mara or its a scam?
1,891,442	If we don't have a valid puc certificate insurance company. Won't give claim?
1,891,556	"*GDP growth forecast, 2023.*

*India: 5.9%*
China: 5.2%
Indonesia: 5%
Nigeria: 3.2%
Saudi: 3.1%
Turkey: 3%
Mexico: 1.8%
US: 1.6%
Spain: 1.5%
Canada: 1.5%
Japan: 1.3%
Brazil: 0.9%
Russia: 0.7%
France: 0.7%
Italy: 0.7%
South Africa: 0.1%
Germany: -0.1%
UK: -0.3%

*(IMF)*"
1,891,680	"*No, it is not a mosquito!!!*

It's an insect spy drone 
which can be remotely controlled and is equipped with a camera and a microphone!!!

It can land on you, and it may have the potential to take a DNA sample or leave RFID tracking nanotechnology on your skin. 

It can fly through an open window, or it can attach to your clothing until you take it in your home.  

One of the current areas of research reportedly being undertaken in the scientific / military field is the development of micro air vehicles (MAVs), tiny flying objects intended to go places that cannot be (safely) reached by humans or other types of equipment. 

*Pl zoom & see actual equipment.* 

*This is fifth generation war..  *

*.... GREAT... !  *"
1,892,433	hello there is this  hotel openning on date 15 on masai mara its called  mara crest shelpan resort is it legit or s scam
1,892,507	"In English 
*It is necessary for every Indian to know that why bringing Modi ji to power in 2024 is very important for us Indians, we will be shocked to know* 🤔🤔🤔
 
* Some truths which were legally kept hidden from us Indians from 1947 till today, at the time of independence, the miscreants Nehru and Gandhi signed Transfer of Power Agreement with the British in the greed of getting power quickly. Signed Confidentiality Agreement*

*The condition of which is that India cannot make this paper public for 50 years from 1947 and according to the Indian Constitution, even the Indian Parliament, Prime Minister or President does not have the right to amend it, Constitution Articles 366, 371, 372, 395*

Some of whose terrible facts

*Do you know that from 1947 till today, 10 billion rupees pension from our country goes to Queen Elizabeth even today.*
 
*Under the agreement, India is bound to give 30 thousand tonnes of beef every year to Britain.*

* India appoints its Ambassador in countries like Japan, China, Russia… but Sri Lanka, Pakistan, Canada, Australia can appoint only High Commissioner (High Commissioner) and not Ambassador in these countries. Why so.?*

*After all, why are 54 countries including India known as Commonwealth countries, why not as independent nations?*

* Commonwealth means ""Joint Property"" Joint Property Under the British Nationality Act 1948, every Indian, Australian, Canadian, whether Hindu, Muslim, Christian, Buddhist, Sikh, is still legally a slave of Britain's Queen Elizabeth, who is now dead, so now In his stead we are slaves of King Charles III.*

*In 1997, before the completion of 50 years of this Transfer of Power Agreement, the secret agreement was extended by foreign agent Sonia Maino till 2024 by the then Prime Minister Indra Kumar Gujral to prevent it from becoming public.*

*Now in 2024, anti-India forces are opposing Modi ji for the fear of this confidential agreement being made public again so that it does not become public even in 2024 and..*

*10 billion rupees pension from our country should go to Britain every year.*
* Every year 30 thousand tonnes of beef goes to Britain from our country and there are other secrets hidden,

*The history of independent India is the witness that whenever strong leader Lal Bahadur Shastri ji came to India, he was killed, it is known to all…*
*He was given poison in food in Tashkand.. His death, Subhash Chandra Bose's death etc remained a mystery..*

Similarly our freedom has also become a mystery.

*It is an appeal to my dear Sanatani Indians that by erasing all the discrimination of high and low provincialism, for the protection of the country, religion and the future generation, for happiness, peace and prosperity, in 2024 Modi government will have to be made the Prime Minister with a huge mandate.. Say helplessness or demand of time, there is no other option.*
*Otherwise, the enemy of the country, traitor Congressmen, leftists, selfish corrupt Kejri, supporters of terrorist tukde tukde gang like Mamta Akhilesh will loot and destroy India or will put it on the verge of making an Islamic country.

*That is why these opposition parties sold for a few rupees, news channels are desperately trying day and night to defame and stop Modi ji by misleading the public…*

*So be aware and tell this thing to every Indian for the purpose of giving a safe life to their next generation, be careful, be alert.*

* To us Indians. Bring Modi, save the country. There is no other way than this.*
        
     🚩 *Long live eternal unity*🚩"
1,894,994	India is the only country to win the 60 over, 50 0ver and 20 over world cup
1,895,455	"In English 
*It is necessary for every Indian to know that why bringing Modi ji to power in 2024 is very important for us Indians, we will be shocked to know* 🤔🤔🤔
 
* Some truths which were legally kept hidden from us Indians from 1947 till today, at the time of independence, the miscreants Nehru and Gandhi signed Transfer of Power Agreement with the British in the greed of getting power quickly. Signed Confidentiality Agreement*

*The condition of which is that India cannot make this paper public for 50 years from 1947 and according to the Indian Constitution, even the Indian Parliament, Prime Minister or President does not have the right to amend it, Constitution Articles 366, 371, 372, 395*

Some of whose terrible facts

*Do you know that from 1947 till today, 10 billion rupees pension from our country goes to Queen Elizabeth even today.*
 
*Under the agreement, India is bound to give 30 thousand tonnes of beef every year to Britain.*

* India appoints its Ambassador in countries like Japan, China, Russia… but Sri Lanka, Pakistan, Canada, Australia can appoint only High Commissioner (High Commissioner) and not Ambassador in these countries. Why so.?*

*After all, why are 54 countries including India known as Commonwealth countries, why not as independent nations?*

* Commonwealth means ""Joint Property"" Joint Property Under the British Nationality Act 1948, every Indian, Australian, Canadian, whether Hindu, Muslim, Christian, Buddhist, Sikh, is still legally a slave of Britain's Queen Elizabeth, who is now dead, so now In his stead we are slaves of King Charles III.*

*In 1997, before the completion of 50 years of this Transfer of Power Agreement, the secret agreement was extended by foreign agent Sonia Maino till 2024 by the then Prime Minister Indra Kumar Gujral to prevent it from becoming public.*

*Now in 2024, anti-India forces are opposing Modi ji for the fear of this confidential agreement being made public again so that it does not become public even in 2024 and..*

*10 billion rupees pension from our country should go to Britain every year.*
* Every year 30 thousand tonnes of beef goes to Britain from our country and there are other secrets hidden,

*The history of independent India is the witness that whenever strong leader Lal Bahadur Shastri ji came to India, he was killed, it is known to all…*
*He was given poison in food in Tashkand.. His death, Subhash Chandra Bose's death etc remained a mystery..*

Similarly our freedom has also become a mystery.

*It is an appeal to my dear Sanatani Indians that by erasing all the discrimination of high and low provincialism, for the protection of the country, religion and the future generation, for happiness, peace and prosperity, in 2024 Modi government will have to be made the Prime Minister with a huge mandate.. Say helplessness or demand of time, there is no other option.*
*Otherwise, the enemy of the country, traitor Congressmen, leftists, selfish corrupt Kejri, supporters of terrorist tukde tukde gang like Mamta Akhilesh will loot and destroy India or will put it on the verge of making an Islamic country.

*That is why these opposition parties sold for a few rupees, news channels are desperately trying day and night to defame and stop Modi ji by misleading the public…*"
1,895,636	Is fuliza increasement by these agents a real thing or a scam?
1,895,919	"*Be prepared* for the next heat wave *between 40 to 50 °C.* Always drink room temperature water slowly. 
Avoid drinking cold or ice water!

Currently, Malaysia, Indonesia, Singapore and other countries are experiencing a ""heat wave.""

```These are the do’s and don’t’ s:```

  1. *Doctors advise not to drink very cold water when the temperature reaches 40 ° C, as our small blood vessels may burst.*

It was reported that a doctor's friend came home from a very hot day - he was sweating profusely and he wanted to cool himself quickly - he immediately washed his feet with cold water... Suddenly, he collapsed & was taken to hospital.

  2. When the heat outdoors reaches 38 ° C and when you come home,  don’t drink cold water - drink only warm water slowly.

Do not wash your hands or feet immediately, if they are exposed to the hot sun. Wait at least half an hour before washing or showering.

  3. Someone wanted to cool down from the heat and immediately took a shower. After the shower, the person was taken to hospital with a stiff jaw & had a stroke.

*Please Note:*
During the hot months or if you are very tired, avoid drinking very cold water immediately, as it can cause the veins or blood vessels to narrow, which can lead to a stroke.

*Please spread the warning to others! *"
1,896,715	"*C Radhakrishna Rao retired at the age of sixty and went to live with his daughter in America along with his grandchildren. There, at the age of 62, he became a professor of statistics at the University of Pittsburgh and at the age of 70, he became the head of the department at the University of Pennsylvania. Got the US citizenship at the age of 75. National Medal For Science at the age of 82, a White House honor.*

*At the age of 102, he received the internatiinal award in statistics (with a cash prize of $80,000) equal to the Nobel Prize in Statistics. In India, the Government has already honored him with Padma Bhushan (1968) and Padma Vibhushan (2001).*

*Rao says: ""No one asks for retirement in India. Even a soldier will salute if he is on duty.  Colleagues also respect power and not scholarship"".*

 *At the age of 102, receiving a Nobel like award, while in good physical condition is probably the first example. An event that should be taken into account by human wisdom !*  👏👏👏"
1,897,320	"Heatwave Warning- 
* Be prepared for the next heat wave *between 40 to 50 °C. Always drink room temperature water slowly. 
Avoid drinking cold or ice water!

Currently, Malaysia, Indonesia, Singapore and other countries are experiencing a ""heat wave.""

These are the do’s and don’t’ s:

  1. *Doctors advise NOT to drink very cold water when the temperature reaches 40 ° C, as our small blood vessels may burst.*

It was reported that a doctor's friend came home from a very hot day - *he was sweating profusely and he wanted to cool himself quickly - he immediately washed his feet with cold water*... Suddenly, he collapsed & was taken to hospital.

  2. When the heat outdoors reaches 38 ° C and when you come home,  *don’t drink cold water* - drink only warm water slowly.

*Do not wash your hands or feet immediately, if they are exposed to the hot sun.* Wait at least half an hour before washing or showering.

  3. Someone wanted to cool down from the heat and immediately took a shower. After the shower, the person was taken to hospital with a stiff jaw & had a stroke.

*Please Note:*
During *the hot months or if you are very tired, AVOID drinking very cold water immediately*, as it can cause the veins or blood vessels to narrow, which can lead to a stroke.

*Please spread the warning to others!*"
1,898,817	"*This is the ""pagoda flower"" or ""Mahameru"", a unique auspicious flower in Tibet. The pagoda flowers in the Himalayas bloom every 400 years. Our generation is fortunate to see the pagoda blossom. Please share it for others to see. Good luck for the rest of your life!*"
1,899,216	Ramakrishnan P A India യിൽ തന്നെയുള്ള Goa എന്ന 1987 മുതൽ State ആയ സംസ്ഥാനത്ത് എങ്ങനെയാണ്‌   Helmets & seat belts regulations are compulsory only on State Highways & National Highways & not applicable on internal, village & small Muncipal Town areas ആയത് ?
1,902,689	*Unbelievable that he is not Indian. This African Singer is from Kenya in Kisumu Tribe Lou. He is a Black Kenyan . Just close your eyes and listen to his voice. Just Amazing 👍👍👌👌👏👏*
1,906,724	"Japan govt. has decided to dispose of all the  "" *Microwave Ovens*"" in the country before this year end.

Reason for this ban : University of Hiroshima's scientists researched and found that ""Radio Waves"" from microwave ovens cause greater harm to health over the last 20 years, than the US Atomic Bombs on Hiroshima and Nagasaki in Sep. 1945.

Experts found dat food heated in  microwave ovens has very unhealthy vibrations and radiation.

All the factories of ""Microwave Ovens"" in Japan are being closed. 

S. Korea announced plans to close all ""Microwave Ovens"" factories by 2021, and China by 2023.

A conference on cancer prevention held @ Kashira Cancer Center recommended :
1. No Refined oil
2. No Milk of animal origin (recommended soy milk)
3. No Food cubes (chicken broth spices like Maggie etc)
4. No Soda (32 pieces of sugar per liter)
5. No Refined sugar
6. No Microwave ovens
7. No mammogram b4 birth, except echocardiography
8. No Very narrow underwear and bra
9. No Alcohol
10. Do not re-freeze thawed food. 
11. Do not drink chilled water kept in plastic bottles stored in the fridge. 
12. Avoid  deodorants usually used after shaving or baths because they cause cancer.

The conference advise adding these to your diet :
1. Vegetables
2. Honey moderately used instead of sugar
3. Plant proteins (beans instead of meat)
4. 2 cups of water at body temp on empty stomach before brushing teeth
5. Food should be warm and not very hot
6. Aloe vera juice + ginger + parsley + celery + bromalin (Mix and drink on an empty stomach) 
7. Carrot juice daily
8. Tomato, garlic onion with meals.

Note : The American Physicians Association found the causes of cancer:
1. Do not drink anything hot in plastic cups
2. Do not eat anything hot wrapped in paper or cardboard or in a plastic bag (e.g. fried potatoes)
3. Don't eat in plastic or microwave dishes

Note:
When plastic is exposed to heat, chemicals that can cause 52 cancer types are released.

You must also avoid drinking all kinds of soft drinks such as ""Cola, Pepsi, Av, Fanta and all concentrated juices because cancer feeds on sugar. Eat fresh pineapples n avoid pineapple mix. Don't eat heavy food after 7pm. 

Drink more water in the morning and less in the evening. Do not take a horizontal position (lying down/sleep) immediately after eating. 

*Share this with your loved ones*"
1,907,918	"Cancer Defeated

   Pineapple hot water
    Please spread the word!!  Please spread the word!!
    ICBS General Hospital Professor Dr. Gilbert A.  Kwok insisted that if everyone who received this bulletin could take ten copies to others, at least one life would be saved.
    I have done some on my part, hope you can too..
     Thanks!
    Pineapple hot water will save your life
    Hot pineapple kills cancer cells.
    Thinly slice 2 to 3 pieces of pineapple in a cup and add hot water, it will be ""alkaline water"", if you drink it daily, it is good for everyone.
    Hot pineapple releases anti-cancer substances, the latest advancement in medicine for effective cancer treatment.
    The warm fruit of pineapple has the effect of killing cysts and tumors.  It has been proven to cure all types of cancer.
    Pineapple hot water clears all the germs and toxins from the body due to allergies/allergies.
    A drug derived from pineapple juice only destroys *violent cells* and does not affect healthy cells.
    Also, the amino acids and pineapple polyphenols in pineapple juice can control high blood pressure, prevent blockage of internal blood vessels, improve blood circulation and reduce blood clotting.
    After reading, tell others, family, friends, take care of your health.
   

  *Send this message to at least five groups*
  *some will not send*
  *But I hope you will definitely send it*"
1,909,199	"Hey there.
Is Transhandi Cargo freight jobs legit"
