query_id,original_claim,edited_claim,verifier_scores
tweet-sno-1206,"Former President Donald Trump has officially opened the 'Office of the Former President,' which will manage his correspondence, public statements, and activities to ""carry on the agenda of the Trump Admin. through advocacy…""","Former President Barack Obama has officially opened the 'Office of the Former President,' which will manage his correspondence, public statements, and activities to ""carry on the agenda of the Trump Admin. through advocacy…""","{'label': 'LABEL_1', 'score': 0.9994392991065979}"
tweet-sno-1206,"Former President Donald Trump has officially opened the 'Office of the Former President,' which will manage his correspondence, public statements, and activities to ""carry on the agenda of the Trump Admin. through advocacy…""","Former President George Bush has officially opened the 'Office of the Former President,' which will manage his correspondence, public statements, and activities to ""carry on the agenda of the Trump Admin. through advocacy…""","{'label': 'LABEL_1', 'score': 0.9994365572929382}"
tweet-sno-1206,"Former President Donald Trump has officially opened the 'Office of the Former President,' which will manage his correspondence, public statements, and activities to ""carry on the agenda of the Trump Admin. through advocacy…""","Former President Ronald Reagan has officially opened the 'Office of the Former President,' which will manage his correspondence, public statements, and activities to ""carry on the agenda of the Trump Admin. through advocacy…""","{'label': 'LABEL_1', 'score': 0.9994248151779175}"
tweet-sno-1207,Concealing Cocaine in international shipments can be bananas: RCMP#Kelowna,Concealing Cocaine in international shipments can be bananas: CBSA#Kelowna,"{'label': 'LABEL_1', 'score': 0.9991017580032349}"
tweet-sno-1207,Concealing Cocaine in international shipments can be bananas: RCMP#Kelowna,Concealing Cocaine in international shipments can be bananas: CSIS#Kelowna,"{'label': 'LABEL_1', 'score': 0.9990054965019226}"
tweet-sno-1207,Concealing Cocaine in international shipments can be bananas: RCMP#Kelowna,Concealing Cocaine in international shipments can be bananas: Canada Border Services#Kelowna,"{'label': 'LABEL_1', 'score': 0.9990942478179932}"
tweet-sno-1208,MILITARY SOURCE IN DC: “For the last week my battalion has been sleeping on the floor in the Senate cafeteria. Today the Senate kicked us out & moved us to a cold parking garage. 5000 soldiers. 1 power outlet. One bathroom. This is how Joe Biden’s America treats solders.” PHOTOS,MILITARY SOURCE IN NYC: “For the last week my battalion has been sleeping on the floor in the Senate cafeteria. Today the Senate kicked us out & moved us to a cold parking garage. 5000 soldiers. 1 power outlet. One bathroom. This is how Joe Biden’s America treats solders.” PHOTOS,"{'label': 'LABEL_1', 'score': 0.9995384216308594}"
tweet-sno-1208,MILITARY SOURCE IN DC: “For the last week my battalion has been sleeping on the floor in the Senate cafeteria. Today the Senate kicked us out & moved us to a cold parking garage. 5000 soldiers. 1 power outlet. One bathroom. This is how Joe Biden’s America treats solders.” PHOTOS,MILITARY SOURCE IN Chicago: “For the last week my battalion has been sleeping on the floor in the Senate cafeteria. Today the Senate kicked us out & moved us to a cold parking garage. 5000 soldiers. 1 power outlet. One bathroom. This is how Joe Biden’s America treats solders.” PHOTOS,"{'label': 'LABEL_1', 'score': 0.9995354413986206}"
tweet-sno-1208,MILITARY SOURCE IN DC: “For the last week my battalion has been sleeping on the floor in the Senate cafeteria. Today the Senate kicked us out & moved us to a cold parking garage. 5000 soldiers. 1 power outlet. One bathroom. This is how Joe Biden’s America treats solders.” PHOTOS,MILITARY SOURCE IN Boston: “For the last week my battalion has been sleeping on the floor in the Senate cafeteria. Today the Senate kicked us out & moved us to a cold parking garage. 5000 soldiers. 1 power outlet. One bathroom. This is how Joe Biden’s America treats solders.” PHOTOS,"{'label': 'LABEL_1', 'score': 0.9995356798171997}"
tweet-sno-1209,"WATCH: Chuck Schumer accuses Donald Trump of inciting an ""erection""","WATCH: Nancy Pelosi accuses Donald Trump of inciting an ""erection""","{'label': 'LABEL_1', 'score': 0.9995039701461792}"
tweet-sno-1209,"WATCH: Chuck Schumer accuses Donald Trump of inciting an ""erection""","WATCH: Mitch McConnell accuses Donald Trump of inciting an ""erection""","{'label': 'LABEL_1', 'score': 0.9994931221008301}"
tweet-sno-1209,"WATCH: Chuck Schumer accuses Donald Trump of inciting an ""erection""","WATCH: Mike Pence accuses Donald Trump of inciting an ""erection""","{'label': 'LABEL_1', 'score': 0.999489426612854}"
tweet-sno-1210,"Oh, dear. Schumer just said, ""Incited the erection."" And the look on his face indicates he knows he said it.","Oh, dear. Pelosi just said, ""Incited the erection."" And the look on his face indicates he knows he said it.","{'label': 'LABEL_1', 'score': 0.9993914365768433}"
tweet-sno-1210,"Oh, dear. Schumer just said, ""Incited the erection."" And the look on his face indicates he knows he said it.","Oh, dear. Graham just said, ""Incited the erection."" And the look on his face indicates he knows he said it.","{'label': 'LABEL_1', 'score': 0.9993898868560791}"
tweet-sno-1210,"Oh, dear. Schumer just said, ""Incited the erection."" And the look on his face indicates he knows he said it.","Oh, dear. McConnell just said, ""Incited the erection."" And the look on his face indicates he knows he said it.","{'label': 'LABEL_1', 'score': 0.9993835687637329}"
tweet-sno-1211,"So, on the Senate floor, Chuck Schumer just said that senators must decide if ""Donald John Trump incited the erection, uh, insurrection…"" Well, it WAS an uprising!","So, on the Congress floor, Chuck Schumer just said that senators must decide if ""Donald John Trump incited the erection, uh, insurrection…"" Well, it WAS an uprising!","{'label': 'LABEL_1', 'score': 0.9994675517082214}"
tweet-sno-1211,"So, on the Senate floor, Chuck Schumer just said that senators must decide if ""Donald John Trump incited the erection, uh, insurrection…"" Well, it WAS an uprising!","So, on the House of Representatives floor, Chuck Schumer just said that senators must decide if ""Donald John Trump incited the erection, uh, insurrection…"" Well, it WAS an uprising!","{'label': 'LABEL_1', 'score': 0.999477207660675}"
tweet-sno-1211,"So, on the Senate floor, Chuck Schumer just said that senators must decide if ""Donald John Trump incited the erection, uh, insurrection…"" Well, it WAS an uprising!","So, on the Legislative Assembly floor, Chuck Schumer just said that senators must decide if ""Donald John Trump incited the erection, uh, insurrection…"" Well, it WAS an uprising!","{'label': 'LABEL_1', 'score': 0.9994662404060364}"
tweet-sno-1212,"Seems like Sen. Schumer's getting a rise out of a lot of people with that ""erection"" gaffe.","Seems like Sen. Kamala's getting a rise out of a lot of people with that ""erection"" gaffe.","{'label': 'LABEL_1', 'score': 0.9992169141769409}"
tweet-sno-1212,"Seems like Sen. Schumer's getting a rise out of a lot of people with that ""erection"" gaffe.","Seems like Sen. Pelosi's getting a rise out of a lot of people with that ""erection"" gaffe.","{'label': 'LABEL_1', 'score': 0.9992037415504456}"
tweet-sno-1212,"Seems like Sen. Schumer's getting a rise out of a lot of people with that ""erection"" gaffe.","Seems like Sen. Clinton's getting a rise out of a lot of people with that ""erection"" gaffe.","{'label': 'LABEL_1', 'score': 0.9992154836654663}"
tweet-sno-1213,"I am ready to declare “incited the erection” the funniest political gaffe in American history. We should build a statue to Chuck Schumer to commemorate his achievement. The statue will only be from the waist up, though, to be safe.","I am ready to declare “incited the erection” the funniest political gaffe in Canadian history. We should build a statue to Chuck Schumer to commemorate his achievement. The statue will only be from the waist up, though, to be safe.","{'label': 'LABEL_1', 'score': 0.9994295239448547}"
tweet-sno-1213,"I am ready to declare “incited the erection” the funniest political gaffe in American history. We should build a statue to Chuck Schumer to commemorate his achievement. The statue will only be from the waist up, though, to be safe.","I am ready to declare “incited the erection” the funniest political gaffe in Australian history. We should build a statue to Chuck Schumer to commemorate his achievement. The statue will only be from the waist up, though, to be safe.","{'label': 'LABEL_1', 'score': 0.999439537525177}"
tweet-sno-1213,"I am ready to declare “incited the erection” the funniest political gaffe in American history. We should build a statue to Chuck Schumer to commemorate his achievement. The statue will only be from the waist up, though, to be safe.","I am ready to declare “incited the erection” the funniest political gaffe in British history. We should build a statue to Chuck Schumer to commemorate his achievement. The statue will only be from the waist up, though, to be safe.","{'label': 'LABEL_1', 'score': 0.9994438290596008}"
tweet-sno-1214,"The Bernie meme, Schumer saying “erection” instead of “insurrection”. Good to see we can have a laugh again here in Washington.","The Biden meme, Schumer saying “erection” instead of “insurrection”. Good to see we can have a laugh again here in Washington.","{'label': 'LABEL_1', 'score': 0.999408483505249}"
tweet-sno-1214,"The Bernie meme, Schumer saying “erection” instead of “insurrection”. Good to see we can have a laugh again here in Washington.","The Pelosi meme, Schumer saying “erection” instead of “insurrection”. Good to see we can have a laugh again here in Washington.","{'label': 'LABEL_1', 'score': 0.9994082450866699}"
tweet-sno-1214,"The Bernie meme, Schumer saying “erection” instead of “insurrection”. Good to see we can have a laugh again here in Washington.","The Trump meme, Schumer saying “erection” instead of “insurrection”. Good to see we can have a laugh again here in Washington.","{'label': 'LABEL_1', 'score': 0.9993923902511597}"
tweet-sno-1215,"On MLK day, Instagram has labeled this post about MLK from MLK’s daughter as “misleading”… This is 🤬 outrageous!","On Independence Day, Instagram has labeled this post about MLK from MLK’s daughter as “misleading”… This is 🤬 outrageous!","{'label': 'LABEL_1', 'score': 0.999446451663971}"
tweet-sno-1215,"On MLK day, Instagram has labeled this post about MLK from MLK’s daughter as “misleading”… This is 🤬 outrageous!","On Christmas, Instagram has labeled this post about MLK from MLK’s daughter as “misleading”… This is 🤬 outrageous!","{'label': 'LABEL_1', 'score': 0.999432384967804}"
tweet-sno-1215,"On MLK day, Instagram has labeled this post about MLK from MLK’s daughter as “misleading”… This is 🤬 outrageous!","On Thanksgiving, Instagram has labeled this post about MLK from MLK’s daughter as “misleading”… This is 🤬 outrageous!","{'label': 'LABEL_1', 'score': 0.9994284510612488}"
tweet-sno-1216,"The MyPillow website has an active promo code “QAnon” which gets you a $45 discount. (h/tfor this discovery) MyPillow CEO Mike Lindell visited the White House yesterday to meet w/ Pres Trump (45), armed with notes referencing martial law and election conspiracy theories","The SleepBetter website has an active promo code “QAnon” which gets you a $45 discount. (h/tfor this discovery) SleepBetter CEO Mike Lindell visited the White House yesterday to meet w/ Pres Trump (45), armed with notes referencing martial law and election conspiracy theories","{'label': 'LABEL_1', 'score': 0.9993950128555298}"
tweet-sno-1216,"The MyPillow website has an active promo code “QAnon” which gets you a $45 discount. (h/tfor this discovery) MyPillow CEO Mike Lindell visited the White House yesterday to meet w/ Pres Trump (45), armed with notes referencing martial law and election conspiracy theories","The DreamSoft website has an active promo code “QAnon” which gets you a $45 discount. (h/tfor this discovery) DreamSoft CEO Mike Lindell visited the White House yesterday to meet w/ Pres Trump (45), armed with notes referencing martial law and election conspiracy theories","{'label': 'LABEL_1', 'score': 0.9994118213653564}"
tweet-sno-1216,"The MyPillow website has an active promo code “QAnon” which gets you a $45 discount. (h/tfor this discovery) MyPillow CEO Mike Lindell visited the White House yesterday to meet w/ Pres Trump (45), armed with notes referencing martial law and election conspiracy theories","The ComfortCloud website has an active promo code “QAnon” which gets you a $45 discount. (h/tfor this discovery) ComfortCloud CEO Mike Lindell visited the White House yesterday to meet w/ Pres Trump (45), armed with notes referencing martial law and election conspiracy theories","{'label': 'LABEL_1', 'score': 0.9993935823440552}"
tweet-sno-1217,Tesla is hiring a full-time position to handle people talking shit aboutonline,SpaceX is hiring a full-time position to handle people talking shit aboutonline,"{'label': 'LABEL_1', 'score': 0.999170184135437}"
tweet-sno-1217,Tesla is hiring a full-time position to handle people talking shit aboutonline,General Motors is hiring a full-time position to handle people talking shit aboutonline,"{'label': 'LABEL_1', 'score': 0.9991241097450256}"
tweet-sno-1217,Tesla is hiring a full-time position to handle people talking shit aboutonline,NIO is hiring a full-time position to handle people talking shit aboutonline,"{'label': 'LABEL_1', 'score': 0.999128520488739}"
tweet-sno-1219,"Marjorie Taylor Greene's Twitter account has been suspended for 12 hours. Her statement says the ""Silicon Valley Cartel launched a multi-front attack to chill free speech in America by deplatforming President Donald Trump and purging an unknown number of conservatives""","Liz Cheney Greene's Twitter account has been suspended for 12 hours. Her statement says the ""Silicon Valley Cartel launched a multi-front attack to chill free speech in America by deplatforming President Donald Trump and purging an unknown number of conservatives""","{'label': 'LABEL_1', 'score': 0.9994213581085205}"
tweet-sno-1219,"Marjorie Taylor Greene's Twitter account has been suspended for 12 hours. Her statement says the ""Silicon Valley Cartel launched a multi-front attack to chill free speech in America by deplatforming President Donald Trump and purging an unknown number of conservatives""","Lauren Boebert Greene's Twitter account has been suspended for 12 hours. Her statement says the ""Silicon Valley Cartel launched a multi-front attack to chill free speech in America by deplatforming President Donald Trump and purging an unknown number of conservatives""","{'label': 'LABEL_1', 'score': 0.9994000196456909}"
tweet-sno-1219,"Marjorie Taylor Greene's Twitter account has been suspended for 12 hours. Her statement says the ""Silicon Valley Cartel launched a multi-front attack to chill free speech in America by deplatforming President Donald Trump and purging an unknown number of conservatives""","Debbie Lesko Greene's Twitter account has been suspended for 12 hours. Her statement says the ""Silicon Valley Cartel launched a multi-front attack to chill free speech in America by deplatforming President Donald Trump and purging an unknown number of conservatives""","{'label': 'LABEL_1', 'score': 0.9994156360626221}"
tweet-sno-1220,"Quick interview with the new Burger King logo designer: ""We explored a lot of different design territories, but kept coming back to the brand's original iconic logo when Burger King looked at its best"" –(via)","Quick interview with the new McDonald's logo designer: ""We explored a lot of different design territories, but kept coming back to the brand's original iconic logo when McDonald's looked at its best"" –(via)","{'label': 'LABEL_1', 'score': 0.9992621541023254}"
tweet-sno-1220,"Quick interview with the new Burger King logo designer: ""We explored a lot of different design territories, but kept coming back to the brand's original iconic logo when Burger King looked at its best"" –(via)","Quick interview with the new KFC logo designer: ""We explored a lot of different design territories, but kept coming back to the brand's original iconic logo when KFC looked at its best"" –(via)","{'label': 'LABEL_1', 'score': 0.9992597699165344}"
tweet-sno-1220,"Quick interview with the new Burger King logo designer: ""We explored a lot of different design territories, but kept coming back to the brand's original iconic logo when Burger King looked at its best"" –(via)","Quick interview with the new Subway logo designer: ""We explored a lot of different design territories, but kept coming back to the brand's original iconic logo when Subway looked at its best"" –(via)","{'label': 'LABEL_1', 'score': 0.9992280006408691}"
tweet-sno-1221,I cringe knowing they throw vaccine out in NY while the rest of us are waiting.,I cringe knowing they throw vaccine out in CA while the rest of us are waiting.,"{'label': 'LABEL_1', 'score': 0.9974307417869568}"
tweet-sno-1221,I cringe knowing they throw vaccine out in NY while the rest of us are waiting.,I cringe knowing they throw vaccine out in FL while the rest of us are waiting.,"{'label': 'LABEL_1', 'score': 0.9969062209129333}"
tweet-sno-1221,I cringe knowing they throw vaccine out in NY while the rest of us are waiting.,I cringe knowing they throw vaccine out in TX while the rest of us are waiting.,"{'label': 'LABEL_1', 'score': 0.9967041611671448}"
tweet-sno-1222,"Dear Clintons, You know what's deplorable? Being Impeached!!! #BasketOfDeplorables","Dear Obamas, You know what's deplorable? Being Impeached!!! #BasketOfDeplorables","{'label': 'LABEL_1', 'score': 0.9994943141937256}"
tweet-sno-1222,"Dear Clintons, You know what's deplorable? Being Impeached!!! #BasketOfDeplorables","Dear Kennedys, You know what's deplorable? Being Impeached!!! #BasketOfDeplorables","{'label': 'LABEL_1', 'score': 0.9994935989379883}"
tweet-sno-1222,"Dear Clintons, You know what's deplorable? Being Impeached!!! #BasketOfDeplorables","Dear Nixons, You know what's deplorable? Being Impeached!!! #BasketOfDeplorables","{'label': 'LABEL_1', 'score': 0.9994688630104065}"
tweet-sno-1223,jan 11 – tw cannibalism // armie hammer blood drinking cannibal sex kink dms,jan 5 – tw cannibalism // armie hammer blood drinking cannibal sex kink dms,"{'label': 'LABEL_1', 'score': 0.9990122318267822}"
tweet-sno-1223,jan 11 – tw cannibalism // armie hammer blood drinking cannibal sex kink dms,jan 25 – tw cannibalism // armie hammer blood drinking cannibal sex kink dms,"{'label': 'LABEL_1', 'score': 0.9989843964576721}"
tweet-sno-1223,jan 11 – tw cannibalism // armie hammer blood drinking cannibal sex kink dms,jan 30 – tw cannibalism // armie hammer blood drinking cannibal sex kink dms,"{'label': 'LABEL_1', 'score': 0.9989882111549377}"
tweet-sno-1224,So the guy waving Indian Flag at Capitol hill is a VHS member 'Krishna Gudipati' (Res Jacket). Video was posted by Vencent Xavior who later deleted it. Thread. 👇,So the guy waving French Flag at Capitol hill is a VHS member 'Krishna Gudipati' (Res Jacket). Video was posted by Vencent Xavior who later deleted it. Thread. 👇,"{'label': 'LABEL_1', 'score': 0.999434769153595}"
tweet-sno-1224,So the guy waving Indian Flag at Capitol hill is a VHS member 'Krishna Gudipati' (Res Jacket). Video was posted by Vencent Xavior who later deleted it. Thread. 👇,So the guy waving Chinese Flag at Capitol hill is a VHS member 'Krishna Gudipati' (Res Jacket). Video was posted by Vencent Xavior who later deleted it. Thread. 👇,"{'label': 'LABEL_1', 'score': 0.999431312084198}"
tweet-sno-1224,So the guy waving Indian Flag at Capitol hill is a VHS member 'Krishna Gudipati' (Res Jacket). Video was posted by Vencent Xavior who later deleted it. Thread. 👇,So the guy waving Japanese Flag at Capitol hill is a VHS member 'Krishna Gudipati' (Res Jacket). Video was posted by Vencent Xavior who later deleted it. Thread. 👇,"{'label': 'LABEL_1', 'score': 0.9994396567344666}"
tweet-sno-1225,Syringe-shaped cakes are displayed for sale at Dortmund's Schuerener Backparadies bakery as Germany continues the rollout of the coronavirus vaccine. More photos of the day:📷 Leon Kuegeler,Syringe-shaped cakes are displayed for sale at Berlin's Konditorei Heaven bakery as Germany continues the rollout of the coronavirus vaccine. More photos of the day:📷 Leon Kuegeler,"{'label': 'LABEL_1', 'score': 0.9993075132369995}"
tweet-sno-1225,Syringe-shaped cakes are displayed for sale at Dortmund's Schuerener Backparadies bakery as Germany continues the rollout of the coronavirus vaccine. More photos of the day:📷 Leon Kuegeler,Syringe-shaped cakes are displayed for sale at Munich's Sweet Delights bakery as Germany continues the rollout of the coronavirus vaccine. More photos of the day:📷 Leon Kuegeler,"{'label': 'LABEL_1', 'score': 0.9993147850036621}"
tweet-sno-1225,Syringe-shaped cakes are displayed for sale at Dortmund's Schuerener Backparadies bakery as Germany continues the rollout of the coronavirus vaccine. More photos of the day:📷 Leon Kuegeler,Syringe-shaped cakes are displayed for sale at Hamburg's Cake Fantasy bakery as Germany continues the rollout of the coronavirus vaccine. More photos of the day:📷 Leon Kuegeler,"{'label': 'LABEL_1', 'score': 0.9993116855621338}"
tweet-sno-1226,"“The U.S. Fish & Wildlife Service is investigating the harassment of a manatee…reported to federal authorities over the weekend discovered w/ words ""Trump"" scraped in its back …discovered in Blue Hole on the Homosassa River” (via) – Insurrectioning wildlife?","“The National Park Service is investigating the harassment of a manatee…reported to federal authorities over the weekend discovered w/ words ""Trump"" scraped in its back …discovered in Blue Hole on the Homosassa River” (via) – Insurrectioning wildlife?","{'label': 'LABEL_1', 'score': 0.999470055103302}"
tweet-sno-1226,"“The U.S. Fish & Wildlife Service is investigating the harassment of a manatee…reported to federal authorities over the weekend discovered w/ words ""Trump"" scraped in its back …discovered in Blue Hole on the Homosassa River” (via) – Insurrectioning wildlife?","“The U.S. Department of the Interior is investigating the harassment of a manatee…reported to federal authorities over the weekend discovered w/ words ""Trump"" scraped in its back …discovered in Blue Hole on the Homosassa River” (via) – Insurrectioning wildlife?","{'label': 'LABEL_1', 'score': 0.9994788765907288}"
tweet-sno-1226,"“The U.S. Fish & Wildlife Service is investigating the harassment of a manatee…reported to federal authorities over the weekend discovered w/ words ""Trump"" scraped in its back …discovered in Blue Hole on the Homosassa River” (via) – Insurrectioning wildlife?","“The Environmental Protection Agency is investigating the harassment of a manatee…reported to federal authorities over the weekend discovered w/ words ""Trump"" scraped in its back …discovered in Blue Hole on the Homosassa River” (via) – Insurrectioning wildlife?","{'label': 'LABEL_1', 'score': 0.9994750618934631}"
tweet-sno-1227,also the newest congress member from Illinois brought up hitler in her speech and was like “hitler was right about one thing” 💀💀before the riots even started,also the newest congress member from California brought up hitler in her speech and was like “hitler was right about one thing” 💀💀before the riots even started,"{'label': 'LABEL_1', 'score': 0.9994874000549316}"
tweet-sno-1227,also the newest congress member from Illinois brought up hitler in her speech and was like “hitler was right about one thing” 💀💀before the riots even started,also the newest congress member from Texas brought up hitler in her speech and was like “hitler was right about one thing” 💀💀before the riots even started,"{'label': 'LABEL_1', 'score': 0.9994850158691406}"
tweet-sno-1227,also the newest congress member from Illinois brought up hitler in her speech and was like “hitler was right about one thing” 💀💀before the riots even started,also the newest congress member from Florida brought up hitler in her speech and was like “hitler was right about one thing” 💀💀before the riots even started,"{'label': 'LABEL_1', 'score': 0.9994875192642212}"
tweet-sno-1228,"-Mary Miller (IL) spoke today shortly before the riots broke out, stating “Hitler was right on one thing. He said, ‘Whoever has the youth has the future.’”","-Sarah Johnson (IL) spoke today shortly before the riots broke out, stating “Hitler was right on one thing. He said, ‘Whoever has the youth has the future.’”","{'label': 'LABEL_1', 'score': 0.9994587302207947}"
tweet-sno-1228,"-Mary Miller (IL) spoke today shortly before the riots broke out, stating “Hitler was right on one thing. He said, ‘Whoever has the youth has the future.’”","-Emily Davis (IL) spoke today shortly before the riots broke out, stating “Hitler was right on one thing. He said, ‘Whoever has the youth has the future.’”","{'label': 'LABEL_1', 'score': 0.9994550347328186}"
tweet-sno-1228,"-Mary Miller (IL) spoke today shortly before the riots broke out, stating “Hitler was right on one thing. He said, ‘Whoever has the youth has the future.’”","-Laura Brown (IL) spoke today shortly before the riots broke out, stating “Hitler was right on one thing. He said, ‘Whoever has the youth has the future.’”","{'label': 'LABEL_1', 'score': 0.9994532465934753}"
tweet-sno-1229,People who broke into the Capitol Wednesday are now learning they are on No-Fly lists pending the full investigation. They are not happy about this.,People who broke into the White House Wednesday are now learning they are on No-Fly lists pending the full investigation. They are not happy about this.,"{'label': 'LABEL_1', 'score': 0.9992642998695374}"
tweet-sno-1229,People who broke into the Capitol Wednesday are now learning they are on No-Fly lists pending the full investigation. They are not happy about this.,People who broke into the Congress Wednesday are now learning they are on No-Fly lists pending the full investigation. They are not happy about this.,"{'label': 'LABEL_1', 'score': 0.9992326498031616}"
tweet-sno-1229,People who broke into the Capitol Wednesday are now learning they are on No-Fly lists pending the full investigation. They are not happy about this.,People who broke into the Parliament Wednesday are now learning they are on No-Fly lists pending the full investigation. They are not happy about this.,"{'label': 'LABEL_1', 'score': 0.999230146408081}"
tweet-sno-1230,apparently a guy accidentally tasered himself in the balls and then died of a heart attack while trying to steal a painting yesterday and if we can’t all come together over how hilarious that is we may be beyond hope,apparently a guy accidentally tasered himself in the balls and then died of a heart attack while trying to steal a painting last week and if we can’t all come together over how hilarious that is we may be beyond hope,"{'label': 'LABEL_1', 'score': 0.9993699193000793}"
tweet-sno-1230,apparently a guy accidentally tasered himself in the balls and then died of a heart attack while trying to steal a painting yesterday and if we can’t all come together over how hilarious that is we may be beyond hope,apparently a guy accidentally tasered himself in the balls and then died of a heart attack while trying to steal a painting a few days ago and if we can’t all come together over how hilarious that is we may be beyond hope,"{'label': 'LABEL_1', 'score': 0.9993736147880554}"
