query_id,query,target,negated_claims
tweet-sno-1210,"Oh, dear. Schumer just said, ""Incited the erection."" And the look on his face indicates he knows he said it.","While speaking on the Senate floor on Jan. 22, 2021, Senate Majority Leader Chuck Schumer (D-NY) accidentally said “erection” instead of “insurrection.”","{
""negated_claims"": [
""Oh, dear. Schumer did not say, 'Incited the erection.' And the look on his face indicates he knows he didn't say it."",
""Oh, dear. Schumer just said, 'Incited the erection.' And the look on his face indicates he doesn't know he said it."",
""Oh, dear. Schumer just said, 'Insurrection.' And the look on his face indicates he knows he said it correctly.""
]
}"
tweet-sno-1211,"So, on the Senate floor, Chuck Schumer just said that senators must decide if ""Donald John Trump incited the erection, uh, insurrection…"" Well, it WAS an uprising!","While speaking on the Senate floor on Jan. 22, 2021, Senate Majority Leader Chuck Schumer (D-NY) accidentally said “erection” instead of “insurrection.”","{
""negated_claims"": [
""So, on the Senate floor, Chuck Schumer just did not say that senators must decide if 'Donald John Trump incited the erection, uh, insurrection…' Well, it WAS an uprising!"",
""So, on the Senate floor, Chuck Schumer just said that senators must decide if 'Donald John Trump did not incite the erection, uh, insurrection…' Well, it WAS an uprising!"",
""So, on the Senate floor, Chuck Schumer just said that senators must decide if 'Donald John Trump incited the erection, uh, not the insurrection…' Well, it WAS an uprising!""
]
}"
tweet-sno-1212,"Seems like Sen. Schumer's getting a rise out of a lot of people with that ""erection"" gaffe.","While speaking on the Senate floor on Jan. 22, 2021, Senate Majority Leader Chuck Schumer (D-NY) accidentally said “erection” instead of “insurrection.”","{
""negated_claims"": [
""Seems like Sen. Schumer's not getting a rise out of a lot of people with that 'erection' gaffe."",
""Seems like Sen. Schumer's getting a rise out of nobody with that 'erection' gaffe."",
""Seems like Sen. Schumer's getting a rise out of very few people with that 'erection' gaffe.""
]
}"
tweet-sno-1213,"I am ready to declare “incited the erection” the funniest political gaffe in American history. We should build a statue to Chuck Schumer to commemorate his achievement. The statue will only be from the waist up, though, to be safe.","While speaking on the Senate floor on Jan. 22, 2021, Senate Majority Leader Chuck Schumer (D-NY) accidentally said “erection” instead of “insurrection.”","{
  ""negated_claims"": [
    ""I am not ready to declare “incited the erection” the funniest political gaffe in American history."",
    ""We should not build a statue to Chuck Schumer to commemorate his achievement."",
    ""The statue will be from below the waist up, though, to be unsafe.""
  ]
}"
tweet-sno-1214,"The Bernie meme, Schumer saying “erection” instead of “insurrection”. Good to see we can have a laugh again here in Washington.","While speaking on the Senate floor on Jan. 22, 2021, Senate Majority Leader Chuck Schumer (D-NY) accidentally said “erection” instead of “insurrection.”","{
""negated_claims"": [
""The Bernie meme, Schumer saying 'erection' instead of 'insurrection'. Bad to see we can't have a laugh again here in Washington."",
""The Bernie meme, Schumer saying 'erection' instead of 'insurrection'. Disappointing to see we can't have a laugh again here in Washington."",
""The Bernie meme, Schumer saying 'erection' instead of 'insurrection'. Sad to see we can't have a laugh again here in Washington.""
]
}"
tweet-sno-1215,"On MLK day, Instagram has labeled this post about MLK from MLK’s daughter as “misleading”… This is 🤬 outrageous!","Instagram flagged a reposted tweet from Bernice King about her father, the Rev. Martin Luther King Jr., on Jan. 18, 2021, which is MLK Day, for misinformation pertaining to the COVID-19 vaccine.","{
""negated_claims"": [
""On MLK day, Instagram has not labeled this post about MLK from MLK’s daughter as “misleading”… This is 🤬 outrageous!"",
""On MLK day, no post about MLK from MLK’s daughter was labeled as “misleading” by Instagram… This is 🤬 outrageous!"",
""On MLK day, Instagram has labeled this post about MLK from MLK’s daughter as accurate… This is 🤬 outrageous!""
]
}"
tweet-sno-1216,"The MyPillow website has an active promo code “QAnon” which gets you a $45 discount. (h/tfor this discovery) MyPillow CEO Mike Lindell visited the White House yesterday to meet w/ Pres Trump (45), armed with notes referencing martial law and election conspiracy theories","MyPillow offered discounts on its products if buyers used codes like “QAnon,” “Q,” and “Storm” during checkout on their website.","{
""negated_claims"": [
""The MyPillow website does not have an active promo code “QAnon” which gets you a $45 discount."",
""The MyPillow website has an active promo code “QAnon” which does not get you a $45 discount."",
""The MyPillow website has an active promo code “QAnon” which gets you no discount.""
]
}"
tweet-sno-1217,Tesla is hiring a full-time position to handle people talking shit aboutonline,"A job listing posted by Tesla in January 2021 described the specialist role as having to “address social media escalations … directed at the CEO,” who at the time of this writing was Elon Musk.","{
""negated_claims"": [
""Tesla is not hiring a full-time position to handle people talking shit about online."",
""Tesla is hiring a full-time position to not handle people talking shit about online."",
""Tesla is hiring a part-time position to handle people talking shit about online.""
]
}"
tweet-sno-1218,SAFETY WARNING It might be popular but do not leave #GwynethPaltrow scented candle unattended (or any candles for that matter) & always on a flame retardant surface. Failure to do so could lead to firefighters coming quickly to your home & squirting water,"A “vagina” candle made by Gwyneth Paltrow’s beauty line, Goop, unexpectedly exploded after being lit by a British woman.","{
""negated_claims"": [
""SAFETY WARNING It might be popular but leave #GwynethPaltrow scented candle unattended (or any candles for that matter) & not always on a flame retardant surface."",
""SAFETY WARNING It might be popular but do not leave #GwynethPaltrow scented candle attended (or any candles for that matter) & always on a flame retardant surface."",
""SAFETY WARNING It might be unpopular but do not leave #GwynethPaltrow scented candle unattended (or any candles for that matter) & always on a non-flame retardant surface.""
]
}"
tweet-sno-1219,"Marjorie Taylor Greene's Twitter account has been suspended for 12 hours. Her statement says the ""Silicon Valley Cartel launched a multi-front attack to chill free speech in America by deplatforming President Donald Trump and purging an unknown number of conservatives""","Twitter suspended the account of U.S. Rep. Marjorie Taylor Greene, a Republican from Georgia, after she made erroneous claims regarding election fraud in a video clip.","{
""negated_claims"": [
""Marjorie Taylor Greene's Twitter account has not been suspended for 12 hours."",
""Marjorie Taylor Greene's Twitter account has been suspended for more than 12 hours."",
""Marjorie Taylor Greene's Twitter account has been suspended for less than 12 hours.""
]
}"
tweet-sno-1220,"Quick interview with the new Burger King logo designer: ""We explored a lot of different design territories, but kept coming back to the brand's original iconic logo when Burger King looked at its best"" –(via)",Burger King unveiled a new logo for its brand in 2021.,"{
  ""negated_claims"": [
    ""Quick interview with the new Burger King logo designer: 'We did not explore a lot of different design territories, but kept coming back to the brand's original iconic logo when Burger King looked at its best' –(via)"",
    ""Quick interview with the new Burger King logo designer: 'We explored a lot of different design territories, but did not keep coming back to the brand's original iconic logo when Burger King looked at its best' –(via)"",
    ""Quick interview with the new Burger King logo designer: 'We explored a lot of different design territories and did not keep coming back to the brand's original iconic logo when Burger King looked at its best' –(via)""
  ]
}"
tweet-sno-1221,I cringe knowing they throw vaccine out in NY while the rest of us are waiting.,New York State threw away COVID-19 vaccine doses that could have been otherwise used.,"{
""negated_claims"": [
""I don't cringe knowing they throw vaccine out in NY while the rest of us are waiting."",
""I cringe knowing they don't throw vaccine out in NY while the rest of us are waiting."",
""I cringe knowing they throw vaccine out somewhere other than NY while the rest of us are waiting.""
]
}"
tweet-sno-1222,"Dear Clintons, You know what's deplorable? Being Impeached!!! #BasketOfDeplorables","Donald Trump Jr. taunted the Clintons in 2016 by tweeting that being impeached was ""deplorable.""","{
""negated_claims"": [
""Dear Clintons, You know what's not deplorable? Being Impeached!!! #BasketOfDeplorables"",
""Dear Clintons, You know what's deplorable? Not being Impeached!!! #BasketOfDeplorables"",
""Dear Clintons, You know what's not deplorable? Not being Impeached!!! #BasketOfDeplorables""
]
}"
tweet-sno-1223,jan 11 – tw cannibalism // armie hammer blood drinking cannibal sex kink dms,Screenshots of DMs and texts alleged to be from actor Armie Hammer suggesting he is into cannibalism and kinky sex are real and authentic.,"{
""negated_claims"": [
""jan 11 – tw cannibalism // armie hammer does not have blood drinking cannibal sex kink dms"",
""jan 11 – tw cannibalism // armie hammer blood drinking cannibal sex kink dms are not real"",
""jan 11 – tw cannibalism // armie hammer blood drinking cannibal sex dms are fake""
]
}"
tweet-sno-1224,So the guy waving Indian Flag at Capitol hill is a VHS member 'Krishna Gudipati' (Res Jacket). Video was posted by Vencent Xavior who later deleted it. Thread. 👇,"An Indian flag was waved among the crowd of people that stormed the U.S. Capitol on Jan. 6, 2021.","{
""negated_claims"": [
""The guy waving the Indian Flag at Capitol hill is not a VHS member 'Krishna Gudipati' (Res Jacket). Video was posted by Vencent Xavior who later deleted it. Thread. 👇"",
""So the guy waving Indian Flag at Capitol hill is a VHS member 'Krishna Gudipati' (Res Jacket). Video was posted by someone other than Vencent Xavior who later deleted it. Thread. 👇"",
""So the guy waving Indian Flag at Capitol hill is a VHS member 'Krishna Gudipati' (Res Jacket). Video was not posted by Vencent Xavior who later deleted it. Thread. 👇""
]
}"
tweet-sno-1225,Syringe-shaped cakes are displayed for sale at Dortmund's Schuerener Backparadies bakery as Germany continues the rollout of the coronavirus vaccine. More photos of the day:📷 Leon Kuegeler,A German bakery is making cakes in the shape of syringes in honor of COVID-19 vaccines.,"{
""negated_claims"": [
""Syringe-shaped cakes are not displayed for sale at Dortmund's Schuerener Backparadies bakery as Germany continues the rollout of the coronavirus vaccine."",
""Syringe-shaped cakes are displayed for sale at Dortmund's Schuerener Backparadies bakery as Germany pauses the rollout of the coronavirus vaccine."",
""Syringe-shaped cakes are displayed for sale at a different bakery in Dortmund as Germany continues the rollout of the coronavirus vaccine.""
]
}"
tweet-sno-1226,"“The U.S. Fish & Wildlife Service is investigating the harassment of a manatee…reported to federal authorities over the weekend discovered w/ words ""Trump"" scraped in its back …discovered in Blue Hole on the Homosassa River” (via) – Insurrectioning wildlife?",An endangered Florida manatee was discovered with the word “Trump” carved into its back.,"{
""negated_claims"": [
""The U.S. Fish & Wildlife Service is not investigating the harassment of a manatee…reported to federal authorities over the weekend discovered w/ words 'Trump' scraped in its back …discovered in Blue Hole on the Homosassa River"",
""The U.S. Fish & Wildlife Service is investigating the care of a manatee…reported to federal authorities over the weekend discovered w/ words 'Trump' scraped in its back …discovered in Blue Hole on the Homosassa River"",
""The U.S. Fish & Wildlife Service is investigating the harassment of a manatee…reported to federal authorities over the weekend discovered w/ words 'Trump' not scraped in its back …discovered in Blue Hole on the Homosassa River""
]
}"
tweet-sno-1227,also the newest congress member from Illinois brought up hitler in her speech and was like “hitler was right about one thing” 💀💀before the riots even started,"Rep. Mary Miller said ""Hitler was right on one thing"" before a mob of Trump supporters stormed the nation's Capitol on Jan. 6, 2020..","{
""negated_claims"": [
""also the newest congress member from Illinois did not bring up hitler in her speech and was not like “hitler was right about one thing” 💀💀before the riots even started"",
""also the newest congress member from Illinois brought up hitler in her speech and was not like “hitler was right about one thing” 💀💀before the riots even started"",
""also the newest congress member from Illinois did not bring up hitler in her speech and was like “hitler was not right about one thing” 💀💀before the riots even started""
]
}"
tweet-sno-1228,"-Mary Miller (IL) spoke today shortly before the riots broke out, stating “Hitler was right on one thing. He said, ‘Whoever has the youth has the future.’”","Rep. Mary Miller said ""Hitler was right on one thing"" before a mob of Trump supporters stormed the nation's Capitol on Jan. 6, 2020..","{
""negated_claims"": [
""Mary Miller (IL) did not speak today shortly before the riots broke out, stating “Hitler was right on one thing. He said, ‘Whoever has the youth has the future.’”"",
""Mary Miller (IL) spoke today shortly after the riots broke out, stating “Hitler was right on one thing. He said, ‘Whoever has the youth has the future.’”"",
""Mary Miller (IL) spoke today shortly before the riots broke out, not stating “Hitler was right on one thing. He said, ‘Whoever has the youth has the future.’”""
]
}"
tweet-sno-1229,People who broke into the Capitol Wednesday are now learning they are on No-Fly lists pending the full investigation. They are not happy about this.,A video shows a person who attended the Capitol riot finding out that they had been added to the no-fly list.,"{
  ""negated_claims"": [
    ""People who broke into the Capitol Wednesday are not learning they are on No-Fly lists pending the full investigation."",
    ""People who broke into the Capitol Wednesday are now learning they are not on No-Fly lists pending the full investigation."",
    ""People who did not break into the Capitol Wednesday are now learning they are on No-Fly lists pending the full investigation.""
  ]
}"
tweet-sno-1230,apparently a guy accidentally tasered himself in the balls and then died of a heart attack while trying to steal a painting yesterday and if we can’t all come together over how hilarious that is we may be beyond hope,"An Alabama man who was in attendance during the Jan. 6, 2021, insurrection at the U.S. Capitol suffered a fatal heart attack after accidentally tasing himself in the testicles.","{
""negated_claims"": [
""apparently a guy did not accidentally taser himself in the balls and then die of a heart attack while trying to steal a painting yesterday and if we can’t all come together over how hilarious that is we may be beyond hope"",
""apparently a guy accidentally tasered himself in the balls and then did not die of a heart attack while trying to steal a painting yesterday and if we can’t all come together over how hilarious that is we may be beyond hope"",
""apparently a guy accidentally tasered himself in the balls and then died of a heart attack while not trying to steal a painting yesterday and if we can’t all come together over how hilarious that is we may be beyond hope""
]
}"
tweet-sno-1231,"* fraud alert * This text message is circulating in NYC, seeking to fool people into taking a call from a ""contact tracer"" asking that you ""pre-register"" for a vaccine. NYC's actual contact tracers will call you from a # beginning with 212-540-XXXX or 212-242-XXXX. [cont…]",New Yorkers can sign up for early access to the COVID-19 vaccine.,"{
""negated_claims"": [
""This text message is not circulating in NYC, seeking to fool people into taking a call from a 'contact tracer' asking that you 'pre-register' for a vaccine."",
""NYC's actual contact tracers will not call you from a # beginning with 212-540-XXXX or 212-242-XXXX."",
""This text message is circulating in NYC, seeking to inform people about taking a call from a 'contact tracer' asking that you 'pre-register' for a vaccine.""
]
}"
tweet-sno-1232,"Reading about how few of the rioters were arrested yesterday while storming the Capitol Building, I'm reminded that Georgia's next senator, Rev. Raphael Warnock, had been arrested so many times for peacefully protesting at the Capitol that it became a feature of his stump speech.",Rev. Raphael Warnock was arrested while praying during a demonstration at the U.S. Capitol in 2017.,"{
    ""negated_claims"": [
        ""Reading about how many of the rioters were arrested yesterday while storming the Capitol Building, I'm reminded that Georgia's next senator, Rev. Raphael Warnock, had not been arrested so many times for peacefully protesting at the Capitol that it became a feature of his stump speech."",
        ""Reading about how few of the rioters were not arrested yesterday while storming the Capitol Building, I'm reminded that Georgia's next senator, Rev. Raphael Warnock, had been arrested so few times for peacefully protesting at the Capitol that it became a feature of his stump speech."",
        ""Reading about how few of the rioters were arrested yesterday while storming the Capitol Building, I'm reminded that Georgia's next senator, Rev. Raphael Warnock, was not arrested so many times for peacefully protesting at the Capitol that it became a feature of his stump speech.""
    ]
}"
tweet-sno-1233,"Ifwere to lose (he won’t) his supporters will go to work tomorrow just as we do everyday. When Biden loses, his “supporters” will likely loot and riot. Tells you everything you need to know! #Trump2020","Before the 2020 U.S. presidential election, conservative personality Tomi Lahren tweeted that then-Democratic candidate Joe Biden’s supporters would “loot and riot” if the former vice president lost.","{
""negated_claims"": [
""If Trump were to lose (he will), his supporters will go to work tomorrow just as we do everyday. When Biden wins, his “supporters” will likely loot and riot. Tells you nothing you need to know!"",
""If Trump were to win (he won’t), his supporters will not go to work tomorrow just as we don’t everyday. When Biden loses, his “supporters” will likely not loot and riot. Tells you everything you need to know! #Biden2020"",
""If Trump were to lose (he won’t), his supporters will go to work tomorrow just as we don’t everyday. When Biden wins, his “supporters” will likely loot and riot. Tells you everything you don’t need to know! #Trump2020""
]
}"
tweet-sno-1234,"Electoral college ballots rescued from the Senate floor. If our capable floor staff hadn’t grabbed them, they would have been burned by the mob.","A photograph taken on Jan. 6, 2021, showed two female U.S. Senate aides safely transporting boxes of Electoral College votes during the Capitol insurrection.","{
""negated_claims"": [
""Electoral college ballots were not rescued from the Senate floor."",
""Electoral college ballots were rescued from somewhere other than the Senate floor."",
""Electoral college ballots would not have been burned by the mob if our capable floor staff hadn’t grabbed them.""
]
}"
tweet-sno-1235,Here are the women – Senate aides – who had the presence of mind and courage to transport and keep safe the electoral votes before fleeing the Senate. There will always be villains. There will always be heroes.,"A photograph taken on Jan. 6, 2021, showed two female U.S. Senate aides safely transporting boxes of Electoral College votes during the Capitol insurrection.","{
""negated_claims"": [
""Here are not the women – Senate aides – who had the presence of mind and courage to transport and keep safe the electoral votes before fleeing the Senate. There will always be villains. There will always be heroes."",
""Here are the women – Senate aides – who did not have the presence of mind and courage to transport and keep safe the electoral votes before fleeing the Senate. There will always be villains. There will always be heroes."",
""Here are the women – Senate aides – who had the presence of mind and courage to not transport and keep safe the electoral votes before fleeing the Senate. There will always be villains. There will always be heroes.""
]
}"
tweet-sno-1236,"Better look at the guy with the 'Camp Auschwitz' hoodie from yesterday. Not only does it feature the SS 'totenkopf', but an English translation of 'Arbeit Macht Frei'. No wiggle room, no joking here. This is who these people are. (via)","A pro-Trump rioter who broke into the U.S. Capitol was wearing a ""Camp Auschwitz"" shirt.","{
""negated_claims"": [
""Better not look at the guy with the 'Camp Auschwitz' hoodie from yesterday."",
""Not only does it not feature the SS 'totenkopf', but an English translation of 'Arbeit Macht Frei'."",
""No wiggle room, no joking here. This is not who these people are.""
]
}"
tweet-sno-1237,"This woman was maced inside the Capitol. She told me, ""It's a revolution!""",A video shows a crying woman holding an onion while telling a reporter that she had been Maced during a riot.,"{
""negated_claims"": [
""This woman was not maced inside the Capitol. She told me, 'It's a revolution!'"",
""This woman was maced inside the Capitol. She did not tell me, 'It's a revolution!'"",
""This woman was not maced inside the Capitol. She did not tell me, 'It's a revolution!'""
]
}"
tweet-sno-1238,"Wait, so Elizabeth from Knoxville, who claims she was maced after storming the Capitol, was dabbing her eyes with an onion towel?",A video shows a crying woman holding an onion while telling a reporter that she had been Maced during a riot.,"{
""negated_claims"": [
""Elizabeth from Knoxville, who claims she was maced after storming the Capitol, was not dabbing her eyes with an onion towel."",
""Elizabeth from Knoxville, who claims she was maced after storming the Capitol, was dabbing her eyes with something other than an onion towel."",
""Elizabeth from Knoxville, who did not claim she was maced after storming the Capitol, was dabbing her eyes with an onion towel.""
]
}"
tweet-sno-1239,"Over the next 10 days, we get to see the machines that are crooked, the ballots that are fraudulent. And if we're wrong, we will be made fools of. But if we're right, and lot of them will go to jail. So — let's have trial by combat — Giuliani","U.S. President Donald Trump's personal attorney, Rudy Giuliani, called for ""trial by combat"" before a violent mob of Trump supporters broke into the U.S. Capitol.","{
""negated_claims"": [
""Over the next 10 days, we do not get to see the machines that are crooked, the ballots that are fraudulent."",
""And if we're not wrong, we will not be made fools of."",
""But if we're not right, a lot of them will not go to jail.""
]
}"
tweet-sno-1240,this is a photo of the National Guard stationed in response to a Black Lives Matter protest at the Lincoln Memorial in June,The National Guard was deployed to protect the Lincoln Memorial during the Black Lives Matter protests in the spring of 2020.,"{
""negated_claims"": [
""this is not a photo of the National Guard stationed in response to a Black Lives Matter protest at the Lincoln Memorial in June"",
""this is a photo of the National Guard not stationed in response to a Black Lives Matter protest at the Lincoln Memorial in June"",
""this is a photo of the National Guard stationed in response to a protest that is not Black Lives Matter at the Lincoln Memorial in June""
]
}"
tweet-sno-1241,"Anarchists, Agitators or Protestors who vandalize or damage our Federal Courthouse in Portland, or any Federal Buildings in any of our Cities or States, will be prosecuted under our recently re-enacted Statues & Monuments Act. MINIMUM TEN YEARS IN PRISON. Don’t do it! ","U.S. President Donald Trump once threatened that ""anarchists, agitators, or protestors"" who ""vandalize or damage any federal buildings will be prosecuted.""","{
""negated_claims"": [
""Anarchists, Agitators or Protestors who do not vandalize or damage our Federal Courthouse in Portland, or any Federal Buildings in any of our Cities or States, will not be prosecuted under our recently re-enacted Statues & Monuments Act."",
""Anarchists, Agitators or Protestors who vandalize or damage our Federal Courthouse in Portland, or any Federal Buildings in any of our Cities or States, will not be prosecuted under our recently re-enacted Statues & Monuments Act."",
""Anarchists, Agitators or Protestors who vandalize or damage our Federal Courthouse in Portland, or any Federal Buildings in any of our Cities or States, will be prosecuted under our outdated Statues & Monuments Act.""
]
}"
tweet-sno-1242,JUST IN – _Pence has just unfollowedon Twitter,"U.S. Vice President Mike Pence unfollowed President Donald Trump following Jan. 6, 2021, riots in Washington, D.C.","{
""negated_claims"": [
""JUST IN – _Pence has just followed on Twitter"",
""JUST IN – _Pence has not unfollowed on Twitter"",
""JUST IN – _Pence continues to follow on Twitter""
]
}"
tweet-sno-1243,Scenes from DC right now. They’ve raised the confederate flag outside the Capitol.,A Confederate flag was spotted inside and outside the U.S. Capitol as a pro-Trump mob stormed the building.,"{
""negated_claims"": [
""Scenes from DC right now. They’ve not raised the confederate flag outside the Capitol."",
""Scenes from DC right now. They’ve raised the confederate flag inside the Capitol."",
""Scenes from DC right now. They’ve not raised the confederate flag inside or outside the Capitol.""
]
}"
tweet-sno-1244,That’s the confederate flag flying outside the Senate chamber,A Confederate flag was spotted inside and outside the U.S. Capitol as a pro-Trump mob stormed the building.,"{
""negated_claims"": [
""That’s not the confederate flag flying outside the Senate chamber"",
""That’s the confederate flag flying inside the Senate chamber"",
""That’s the confederate flag flying outside the U.S. Capitol""
]
}"
tweet-sno-1245,"A supporter of President Donald Trump carries a Confederate battle flag on the second floor of the U.S. Capitol near the entrance to the Senate after breaching security defenses, in Washington, January 6, 2021. Photo by Mike Theiler",A Confederate flag was spotted inside and outside the U.S. Capitol as a pro-Trump mob stormed the building.,"{
""negated_claims"": [
""A supporter of President Donald Trump did not carry a Confederate battle flag on the second floor of the U.S. Capitol near the entrance to the Senate after breaching security defenses, in Washington, January 6, 2021."",
""A supporter of President Donald Trump carries a Confederate battle flag outside the U.S. Capitol near the entrance to the Senate after breaching security defenses, in Washington, January 6, 2021."",
""A supporter of President Donald Trump carries an American flag on the second floor of the U.S. Capitol near the entrance to the Senate after breaching security defenses, in Washington, January 6, 2021.""
]
}"
