query_id,original_claim,edited_claim,rouge_score,edit_distance,verifier_scores
tweet-sno-1203,Disquieting assault on our most visible national symbol. That too on #RepublicDay . Our Tricolour replaced at iconic flagpole at #RedFort . Was this protest always about undermining our State? | #RDaySpiritShamed,Non-disquieting event on our most visible national symbol. That too on #RepublicDay. Our Tricolour was not replaced at the iconic flagpole at #RedFort. Was this protest never about undermining our State? | #RDaySpiritHonored,"{""rouge-1"": 0.8070175388734996, ""rouge-2"": 0.7213114704219297, ""rouge-l"": 0.8070175388734996}",0.1724137931034483,"{""label"": ""LABEL_1"", ""score"": 0.9994032382965088}"
tweet-sno-1203,Disquieting assault on our most visible national symbol. That too on #RepublicDay . Our Tricolour replaced at iconic flagpole at #RedFort . Was this protest always about undermining our State? | #RDaySpiritShamed,Untroubled respect for our most visible national symbol. That too on #RepublicDay. Our Tricolour not being replaced at the iconic flagpole at #RedFort. Was this protest always about supporting our State? | #RDaySpiritRespected,"{""rouge-1"": 0.7931034432996433, ""rouge-2"": 0.6885245851760281, ""rouge-l"": 0.7931034432996433}",0.2962962962962963,"{""label"": ""LABEL_1"", ""score"": 0.999407172203064}"
tweet-sno-1204,Biden signed executive order today that contained a ban on the term 'China virus'.,Biden did not sign an executive order today that contained a ban on the term 'China virus'.,"{""rouge-1"": 0.8387096724661812, ""rouge-2"": 0.7586206847086802, ""rouge-l"": 0.8387096724661812}",0.19047619047619047,"{""label"": ""LABEL_1"", ""score"": 0.9994993209838867}"
tweet-sno-1204,Biden signed executive order today that contained a ban on the term 'China virus'.,Biden signed an executive order today that did not contain a ban on the term 'China virus'.,"{""rouge-1"": 0.8387096724661812, ""rouge-2"": 0.6896551674673009, ""rouge-l"": 0.8387096724661812}",0.19047619047619047,"{""label"": ""LABEL_1"", ""score"": 0.9995044469833374}"
tweet-sno-1204,Biden signed executive order today that contained a ban on the term 'China virus'.,Biden signed an executive order yesterday that contained a ban on the term 'China virus'.,"{""rouge-1"": 0.8965517191438764, ""rouge-2"": 0.7407407357475996, ""rouge-l"": 0.8965517191438764}",0.10526315789473684,"{""label"": ""LABEL_1"", ""score"": 0.9994975328445435}"
tweet-sno-1205,INBOX: Former President Trump has set up an “Office of the Former President”,INBOX: Former President Trump has not set up an “Office of the Former President”,"{""rouge-1"": 0.959999995008, ""rouge-2"": 0.879999995008, ""rouge-l"": 0.959999995008}",0.05555555555555555,"{""label"": ""LABEL_1"", ""score"": 0.9994964599609375}"
tweet-sno-1205,INBOX: Former President Trump has set up an “Office of the Former President”,"INBOX: Former President Trump has set up an office, but not an “Office of the Former President”","{""rouge-1"": 0.8888888839506174, ""rouge-2"": 0.8571428522448981, ""rouge-l"": 0.8888888839506174}",0.22727272727272727,"{""label"": ""LABEL_1"", ""score"": 0.9994825124740601}"
tweet-sno-1205,INBOX: Former President Trump has set up an “Office of the Former President”,INBOX: No “Office of the Former President” has been set up by Former President Trump,"{""rouge-1"": 0.8461538411834321, ""rouge-2"": 0.5384615334911242, ""rouge-l"": 0.38461537964497045}",0.6842105263157895,"{""label"": ""LABEL_1"", ""score"": 0.9994731545448303}"
tweet-sno-1206,"Former President Donald Trump has officially opened the 'Office of the Former President,' which will manage his correspondence, public statements, and activities to ""carry on the agenda of the Trump Admin. through advocacy…""","Former President Donald Trump has not officially opened the 'Office of the Former President,' which will manage his correspondence, public statements, and activities to 'carry on the agenda of the Trump Admin. through advocacy…'","{""rouge-1"": 0.909090904092562, ""rouge-2"": 0.8571428521441169, ""rouge-l"": 0.909090904092562}",0.06818181818181818,"{""label"": ""LABEL_1"", ""score"": 0.9994943141937256}"
tweet-sno-1206,"Former President Donald Trump has officially opened the 'Office of the Former President,' which will manage his correspondence, public statements, and activities to ""carry on the agenda of the Trump Admin. through advocacy…""","Former President Donald Trump has officially opened the 'Office of the Former President,' which will not manage his correspondence, public statements, and activities to 'carry on the agenda of the Trump Admin. through advocacy…'","{""rouge-1"": 0.909090904092562, ""rouge-2"": 0.8571428521441169, ""rouge-l"": 0.909090904092562}",0.06818181818181818,"{""label"": ""LABEL_1"", ""score"": 0.9994955062866211}"
tweet-sno-1206,"Former President Donald Trump has officially opened the 'Office of the Former President,' which will manage his correspondence, public statements, and activities to ""carry on the agenda of the Trump Admin. through advocacy…""","Former President Donald Trump has officially opened the 'Office of the Former President,' which will manage his correspondence, public statements, and activities to not 'carry on the agenda of the Trump Admin. through advocacy…'","{""rouge-1"": 0.909090904092562, ""rouge-2"": 0.8888888838901486, ""rouge-l"": 0.909090904092562}",0.06818181818181818,"{""label"": ""LABEL_1"", ""score"": 0.9994939565658569}"
tweet-sno-1207,Concealing Cocaine in international shipments can be bananas: RCMP#Kelowna,Concealing Cocaine in international shipments cannot be bananas: RCMP#Kelowna,"{""rouge-1"": 0.888888883888889, ""rouge-2"": 0.749999995, ""rouge-l"": 0.888888883888889}",0.0625,"{""label"": ""LABEL_1"", ""score"": 0.9993622899055481}"
tweet-sno-1207,Concealing Cocaine in international shipments can be bananas: RCMP#Kelowna,Concealing Cocaine in international shipments can be anything but bananas: RCMP#Kelowna,"{""rouge-1"": 0.8999999950500001, ""rouge-2"": 0.7777777728395062, ""rouge-l"": 0.8999999950500001}",0.1111111111111111,"{""label"": ""LABEL_1"", ""score"": 0.9993767142295837}"
tweet-sno-1207,Concealing Cocaine in international shipments can be bananas: RCMP#Kelowna,Concealing Cocaine in international shipments should not be bananas: RCMP#Kelowna,"{""rouge-1"": 0.8421052581717452, ""rouge-2"": 0.7058823479584776, ""rouge-l"": 0.8421052581717452}",0.11764705882352941,"{""label"": ""LABEL_1"", ""score"": 0.9993754029273987}"
tweet-sno-1208,MILITARY SOURCE IN DC: “For the last week my battalion has been sleeping on the floor in the Senate cafeteria. Today the Senate kicked us out & moved us to a cold parking garage. 5000 soldiers. 1 power outlet. One bathroom. This is how Joe Biden’s America treats solders.” PHOTOS,MILITARY SOURCE IN DC: 'For the last week my battalion has not been sleeping on the floor in the Senate cafeteria. Today the Senate did not kick us out & move us to a cold parking garage. 5000 soldiers. 1 power outlet. One bathroom. This is not how Joe Biden’s America treats soldiers.' PHOTOS,"{""rouge-1"": 0.881720425108105, ""rouge-2"": 0.7450980342233757, ""rouge-l"": 0.881720425108105}",0.15151515151515152,"{""label"": ""LABEL_1"", ""score"": 0.9994955062866211}"
tweet-sno-1208,MILITARY SOURCE IN DC: “For the last week my battalion has been sleeping on the floor in the Senate cafeteria. Today the Senate kicked us out & moved us to a cold parking garage. 5000 soldiers. 1 power outlet. One bathroom. This is how Joe Biden’s America treats solders.” PHOTOS,MILITARY SOURCE IN DC: 'For the last week my battalion has been sleeping elsewhere than on the floor in the Senate cafeteria. Today the Senate moved us to a comfortable place instead of a cold parking garage. 5000 soldiers. 1 power outlet. One bathroom. This is not how Joe Biden’s America treats soldiers.' PHOTOS,"{""rouge-1"": 0.842105258162881, ""rouge-2"": 0.7254901910861209, ""rouge-l"": 0.842105258162881}",0.21212121212121213,"{""label"": ""LABEL_1"", ""score"": 0.9994970560073853}"
tweet-sno-1208,MILITARY SOURCE IN DC: “For the last week my battalion has been sleeping on the floor in the Senate cafeteria. Today the Senate kicked us out & moved us to a cold parking garage. 5000 soldiers. 1 power outlet. One bathroom. This is how Joe Biden’s America treats solders.” PHOTOS,MILITARY SOURCE IN DC: 'For the last week my battalion has not been sleeping on the floor in the Senate cafeteria. Today the Senate provided us with proper accommodations rather than a cold parking garage. 5000 soldiers. 1 power outlet. One bathroom. This is not how Joe Biden’s America treats soldiers.' PHOTOS,"{""rouge-1"": 0.8172042960758469, ""rouge-2"": 0.679999995002, ""rouge-l"": 0.8172042960758469}",0.1875,"{""label"": ""LABEL_1"", ""score"": 0.9995056390762329}"
tweet-sno-1209,"WATCH: Chuck Schumer accuses Donald Trump of inciting an ""erection""",WATCH: Chuck Schumer does not accuse Donald Trump of inciting an 'erection'.,"{""rouge-1"": 0.7272727223140496, ""rouge-2"": 0.5999999950500001, ""rouge-l"": 0.7272727223140496}",0.3157894736842105,"{""label"": ""LABEL_1"", ""score"": 0.9994906187057495}"
tweet-sno-1209,"WATCH: Chuck Schumer accuses Donald Trump of inciting an ""erection""",WATCH: Chuck Schumer accuses Donald Trump of inciting an 'insurrection' instead of an 'erection'.,"{""rouge-1"": 0.8181818132231407, ""rouge-2"": 0.7272727224380167, ""rouge-l"": 0.8181818132231407}",0.375,"{""label"": ""LABEL_1"", ""score"": 0.9994823932647705}"
tweet-sno-1209,"WATCH: Chuck Schumer accuses Donald Trump of inciting an ""erection""",WATCH: Chuck Schumer accuses Donald Trump of something other than inciting an 'erection'.,"{""rouge-1"": 0.78260869073724, ""rouge-2"": 0.6666666617687076, ""rouge-l"": 0.78260869073724}",0.2857142857142857,"{""label"": ""LABEL_1"", ""score"": 0.9994916915893555}"
tweet-sno-1210,"Oh, dear. Schumer just said, ""Incited the erection."" And the look on his face indicates he knows he said it.","Oh, dear. Schumer did not say, 'Incited the erection.' And the look on his face indicates he knows he didn't say it.","{""rouge-1"": 0.6999999950125001, ""rouge-2"": 0.5714285664399092, ""rouge-l"": 0.6999999950125001}",0.2647058823529412,"{""label"": ""LABEL_1"", ""score"": 0.999476969242096}"
tweet-sno-1210,"Oh, dear. Schumer just said, ""Incited the erection."" And the look on his face indicates he knows he said it.","Oh, dear. Schumer just said, 'Incited the erection.' And the look on his face indicates he doesn't know he said it.","{""rouge-1"": 0.8205128155161079, ""rouge-2"": 0.682926824271267, ""rouge-l"": 0.8205128155161079}",0.18181818181818182,"{""label"": ""LABEL_1"", ""score"": 0.9994762539863586}"
tweet-sno-1210,"Oh, dear. Schumer just said, ""Incited the erection."" And the look on his face indicates he knows he said it.","Oh, dear. Schumer just said, 'Insurrection.' And the look on his face indicates he knows he said it correctly.","{""rouge-1"": 0.8421052581578947, ""rouge-2"": 0.7692307642340566, ""rouge-l"": 0.8421052581578947}",0.23333333333333334,"{""label"": ""LABEL_1"", ""score"": 0.9994574189186096}"
tweet-sno-1211,"So, on the Senate floor, Chuck Schumer just said that senators must decide if ""Donald John Trump incited the erection, uh, insurrection…"" Well, it WAS an uprising!","So, on the Senate floor, Chuck Schumer just did not say that senators must decide if 'Donald John Trump incited the erection, uh, insurrection…' Well, it WAS an uprising!","{""rouge-1"": 0.8518518468587106, ""rouge-2"": 0.7407407357475996, ""rouge-l"": 0.8518518468587106}",0.12195121951219512,"{""label"": ""LABEL_1"", ""score"": 0.9994995594024658}"
tweet-sno-1211,"So, on the Senate floor, Chuck Schumer just said that senators must decide if ""Donald John Trump incited the erection, uh, insurrection…"" Well, it WAS an uprising!","So, on the Senate floor, Chuck Schumer just said that senators must decide if 'Donald John Trump did not incite the erection, uh, insurrection…' Well, it WAS an uprising!","{""rouge-1"": 0.8518518468587106, ""rouge-2"": 0.7407407357475996, ""rouge-l"": 0.8518518468587106}",0.12195121951219512,"{""label"": ""LABEL_1"", ""score"": 0.9994930028915405}"
tweet-sno-1211,"So, on the Senate floor, Chuck Schumer just said that senators must decide if ""Donald John Trump incited the erection, uh, insurrection…"" Well, it WAS an uprising!","So, on the Senate floor, Chuck Schumer just said that senators must decide if 'Donald John Trump incited the erection, uh, not the insurrection…' Well, it WAS an uprising!","{""rouge-1"": 0.9056603723602706, ""rouge-2"": 0.8148148098216735, ""rouge-l"": 0.9056603723602706}",0.0975609756097561,"{""label"": ""LABEL_1"", ""score"": 0.9994944334030151}"
tweet-sno-1212,"Seems like Sen. Schumer's getting a rise out of a lot of people with that ""erection"" gaffe.",Seems like Sen. Schumer's not getting a rise out of a lot of people with that 'erection' gaffe.,"{""rouge-1"": 0.9032258014568159, ""rouge-2"": 0.7878787828833793, ""rouge-l"": 0.9032258014568159}",0.1111111111111111,"{""label"": ""LABEL_1"", ""score"": 0.9994744658470154}"
tweet-sno-1212,"Seems like Sen. Schumer's getting a rise out of a lot of people with that ""erection"" gaffe.",Seems like Sen. Schumer's getting a rise out of nobody with that 'erection' gaffe.,"{""rouge-1"": 0.8275862019024971, ""rouge-2"": 0.6206896502259216, ""rouge-l"": 0.8275862019024971}",0.23076923076923078,"{""label"": ""LABEL_1"", ""score"": 0.9994754195213318}"
tweet-sno-1212,"Seems like Sen. Schumer's getting a rise out of a lot of people with that ""erection"" gaffe.",Seems like Sen. Schumer's getting a rise out of very few people with that 'erection' gaffe.,"{""rouge-1"": 0.8387096724245579, ""rouge-2"": 0.6451612853277836, ""rouge-l"": 0.8387096724245579}",0.19230769230769232,"{""label"": ""LABEL_1"", ""score"": 0.9994787573814392}"
tweet-sno-1213,"I am ready to declare “incited the erection” the funniest political gaffe in American history. We should build a statue to Chuck Schumer to commemorate his achievement. The statue will only be from the waist up, though, to be safe.",I am not ready to declare “incited the erection” the funniest political gaffe in American history.,"{""rouge-1"": 0.5833333290364584, ""rouge-2"": 0.48148147746913583, ""rouge-l"": 0.5833333290364584}",0.6037735849056604,"{""label"": ""LABEL_1"", ""score"": 0.9994749426841736}"
tweet-sno-1213,"I am ready to declare “incited the erection” the funniest political gaffe in American history. We should build a statue to Chuck Schumer to commemorate his achievement. The statue will only be from the waist up, though, to be safe.",We should not build a statue to Chuck Schumer to commemorate his achievement.,"{""rouge-1"": 0.48888888497777777, ""rouge-2"": 0.39215685914648213, ""rouge-l"": 0.48888888497777777}",0.7358490566037735,"{""label"": ""LABEL_1"", ""score"": 0.999487042427063}"
tweet-sno-1213,"I am ready to declare “incited the erection” the funniest political gaffe in American history. We should build a statue to Chuck Schumer to commemorate his achievement. The statue will only be from the waist up, though, to be safe.","The statue will be from below the waist up, though, to be unsafe.","{""rouge-1"": 0.4444444405333334, ""rouge-2"": 0.3137254865974625, ""rouge-l"": 0.4444444405333334}",0.7547169811320755,"{""label"": ""LABEL_1"", ""score"": 0.9994522929191589}"
tweet-sno-1214,"The Bernie meme, Schumer saying “erection” instead of “insurrection”. Good to see we can have a laugh again here in Washington.","The Bernie meme, Schumer saying 'erection' instead of 'insurrection'. Bad to see we can't have a laugh again here in Washington.","{""rouge-1"": 0.8095238045238096, ""rouge-2"": 0.6499999950000002, ""rouge-l"": 0.8095238045238096}",0.21212121212121213,"{""label"": ""LABEL_1"", ""score"": 0.9994925260543823}"
tweet-sno-1214,"The Bernie meme, Schumer saying “erection” instead of “insurrection”. Good to see we can have a laugh again here in Washington.","The Bernie meme, Schumer saying 'erection' instead of 'insurrection'. Disappointing to see we can't have a laugh again here in Washington.","{""rouge-1"": 0.8095238045238096, ""rouge-2"": 0.6499999950000002, ""rouge-l"": 0.8095238045238096}",0.21212121212121213,"{""label"": ""LABEL_1"", ""score"": 0.9994915723800659}"
tweet-sno-1214,"The Bernie meme, Schumer saying “erection” instead of “insurrection”. Good to see we can have a laugh again here in Washington.","The Bernie meme, Schumer saying 'erection' instead of 'insurrection'. Sad to see we can't have a laugh again here in Washington.","{""rouge-1"": 0.8095238045238096, ""rouge-2"": 0.6499999950000002, ""rouge-l"": 0.8095238045238096}",0.21212121212121213,"{""label"": ""LABEL_1"", ""score"": 0.9994925260543823}"
tweet-sno-1215,"On MLK day, Instagram has labeled this post about MLK from MLK’s daughter as “misleading”… This is 🤬 outrageous!","On MLK day, Instagram has not labeled this post about MLK from MLK’s daughter as “misleading”… This is 🤬 outrageous!","{""rouge-1"": 0.9729729679766254, ""rouge-2"": 0.9189189139225714, ""rouge-l"": 0.9729729679766254}",0.03225806451612903,"{""label"": ""LABEL_1"", ""score"": 0.9995187520980835}"
tweet-sno-1215,"On MLK day, Instagram has labeled this post about MLK from MLK’s daughter as “misleading”… This is 🤬 outrageous!","On MLK day, no post about MLK from MLK’s daughter was labeled as “misleading” by Instagram… This is 🤬 outrageous!","{""rouge-1"": 0.7567567517604091, ""rouge-2"": 0.5405405355441928, ""rouge-l"": 0.7027026977063551}",0.3225806451612903,"{""label"": ""LABEL_1"", ""score"": 0.9995150566101074}"
tweet-sno-1215,"On MLK day, Instagram has labeled this post about MLK from MLK’s daughter as “misleading”… This is 🤬 outrageous!","On MLK day, Instagram has labeled this post about MLK from MLK’s daughter as accurate… This is 🤬 outrageous!","{""rouge-1"": 0.9444444394444445, ""rouge-2"": 0.888888883888889, ""rouge-l"": 0.9444444394444445}",0.1,"{""label"": ""LABEL_1"", ""score"": 0.9995230436325073}"
tweet-sno-1216,"The MyPillow website has an active promo code “QAnon” which gets you a $45 discount. (h/tfor this discovery) MyPillow CEO Mike Lindell visited the White House yesterday to meet w/ Pres Trump (45), armed with notes referencing martial law and election conspiracy theories",The MyPillow website does not have an active promo code “QAnon” which gets you a $45 discount.,"{""rouge-1"": 0.4745762670841713, ""rouge-2"": 0.4137930994530322, ""rouge-l"": 0.4745762670841713}",0.6818181818181818,"{""label"": ""LABEL_1"", ""score"": 0.9995021820068359}"
tweet-sno-1216,"The MyPillow website has an active promo code “QAnon” which gets you a $45 discount. (h/tfor this discovery) MyPillow CEO Mike Lindell visited the White House yesterday to meet w/ Pres Trump (45), armed with notes referencing martial law and election conspiracy theories",The MyPillow website has an active promo code “QAnon” which does not get you a $45 discount.,"{""rouge-1"": 0.4745762670841713, ""rouge-2"": 0.4137930994530322, ""rouge-l"": 0.4745762670841713}",0.6818181818181818,"{""label"": ""LABEL_1"", ""score"": 0.9994980096817017}"
tweet-sno-1216,"The MyPillow website has an active promo code “QAnon” which gets you a $45 discount. (h/tfor this discovery) MyPillow CEO Mike Lindell visited the White House yesterday to meet w/ Pres Trump (45), armed with notes referencing martial law and election conspiracy theories",The MyPillow website has an active promo code “QAnon” which gets you no discount.,"{""rouge-1"": 0.4642857105357144, ""rouge-2"": 0.3999999963900827, ""rouge-l"": 0.4642857105357144}",0.6818181818181818,"{""label"": ""LABEL_1"", ""score"": 0.9994874000549316}"
tweet-sno-1217,Tesla is hiring a full-time position to handle people talking shit aboutonline,Tesla is not hiring a full-time position to handle people talking shit about online.,"{""rouge-1"": 0.8461538411834321, ""rouge-2"": 0.7499999950347224, ""rouge-l"": 0.8461538411834321}",0.17647058823529413,"{""label"": ""LABEL_1"", ""score"": 0.9993797540664673}"
tweet-sno-1217,Tesla is hiring a full-time position to handle people talking shit aboutonline,Tesla is hiring a full-time position to not handle people talking shit about online.,"{""rouge-1"": 0.8461538411834321, ""rouge-2"": 0.7499999950347224, ""rouge-l"": 0.8461538411834321}",0.17647058823529413,"{""label"": ""LABEL_1"", ""score"": 0.9993732571601868}"
tweet-sno-1217,Tesla is hiring a full-time position to handle people talking shit aboutonline,Tesla is hiring a part-time position to handle people talking shit about online.,"{""rouge-1"": 0.7999999950080001, ""rouge-2"": 0.6956521689224953, ""rouge-l"": 0.7999999950080001}",0.1875,"{""label"": ""LABEL_1"", ""score"": 0.9993684887886047}"
tweet-sno-1218,SAFETY WARNING It might be popular but do not leave #GwynethPaltrow scented candle unattended (or any candles for that matter) & always on a flame retardant surface. Failure to do so could lead to firefighters coming quickly to your home & squirting water,SAFETY WARNING It might be popular but leave #GwynethPaltrow scented candle unattended (or any candles for that matter) & not always on a flame retardant surface.,"{""rouge-1"": 0.7999999952000001, ""rouge-2"": 0.6567164132323459, ""rouge-l"": 0.7692307644307693}",0.3620689655172414,"{""label"": ""LABEL_1"", ""score"": 0.9994989633560181}"
tweet-sno-1218,SAFETY WARNING It might be popular but do not leave #GwynethPaltrow scented candle unattended (or any candles for that matter) & always on a flame retardant surface. Failure to do so could lead to firefighters coming quickly to your home & squirting water,SAFETY WARNING It might be popular but do not leave #GwynethPaltrow scented candle attended (or any candles for that matter) & always on a flame retardant surface.,"{""rouge-1"": 0.7878787830440772, ""rouge-2"": 0.7058823482179931, ""rouge-l"": 0.7878787830440772}",0.3620689655172414,"{""label"": ""LABEL_1"", ""score"": 0.9995021820068359}"
tweet-sno-1218,SAFETY WARNING It might be popular but do not leave #GwynethPaltrow scented candle unattended (or any candles for that matter) & always on a flame retardant surface. Failure to do so could lead to firefighters coming quickly to your home & squirting water,SAFETY WARNING It might be unpopular but do not leave #GwynethPaltrow scented candle unattended (or any candles for that matter) & always on a non-flame retardant surface.,"{""rouge-1"": 0.7575757527410469, ""rouge-2"": 0.6470588188062285, ""rouge-l"": 0.7575757527410469}",0.3620689655172414,"{""label"": ""LABEL_1"", ""score"": 0.9994994401931763}"
tweet-sno-1219,"Marjorie Taylor Greene's Twitter account has been suspended for 12 hours. Her statement says the ""Silicon Valley Cartel launched a multi-front attack to chill free speech in America by deplatforming President Donald Trump and purging an unknown number of conservatives""",Marjorie Taylor Greene's Twitter account has not been suspended for 12 hours.,"{""rouge-1"": 0.42307691952662724, ""rouge-2"": 0.3599999965680001, ""rouge-l"": 0.42307691952662724}",0.7547169811320755,"{""label"": ""LABEL_1"", ""score"": 0.9994608759880066}"
tweet-sno-1219,"Marjorie Taylor Greene's Twitter account has been suspended for 12 hours. Her statement says the ""Silicon Valley Cartel launched a multi-front attack to chill free speech in America by deplatforming President Donald Trump and purging an unknown number of conservatives""",Marjorie Taylor Greene's Twitter account has been suspended for more than 12 hours.,"{""rouge-1"": 0.4150943359202564, ""rouge-2"": 0.3529411728719723, ""rouge-l"": 0.4150943359202564}",0.7735849056603774,"{""label"": ""LABEL_1"", ""score"": 0.9994539618492126}"
tweet-sno-1219,"Marjorie Taylor Greene's Twitter account has been suspended for 12 hours. Her statement says the ""Silicon Valley Cartel launched a multi-front attack to chill free speech in America by deplatforming President Donald Trump and purging an unknown number of conservatives""",Marjorie Taylor Greene's Twitter account has been suspended for less than 12 hours.,"{""rouge-1"": 0.4150943359202564, ""rouge-2"": 0.3529411728719723, ""rouge-l"": 0.4150943359202564}",0.7735849056603774,"{""label"": ""LABEL_1"", ""score"": 0.9994552731513977}"
tweet-sno-1220,"Quick interview with the new Burger King logo designer: ""We explored a lot of different design territories, but kept coming back to the brand's original iconic logo when Burger King looked at its best"" –(via)","Quick interview with the new Burger King logo designer: 'We did not explore a lot of different design territories, but kept coming back to the brand's original iconic logo when Burger King looked at its best' –(via)","{""rouge-1"": 0.8749999950048829, ""rouge-2"": 0.8235294067690313, ""rouge-l"": 0.8749999950048829}",0.10869565217391304,"{""label"": ""LABEL_1"", ""score"": 0.9993890523910522}"
tweet-sno-1220,"Quick interview with the new Burger King logo designer: ""We explored a lot of different design territories, but kept coming back to the brand's original iconic logo when Burger King looked at its best"" –(via)","Quick interview with the new Burger King logo designer: 'We explored a lot of different design territories, but did not keep coming back to the brand's original iconic logo when Burger King looked at its best' –(via)","{""rouge-1"": 0.8749999950048829, ""rouge-2"": 0.7941176420631489, ""rouge-l"": 0.8749999950048829}",0.10869565217391304,"{""label"": ""LABEL_1"", ""score"": 0.9993897676467896}"
