query_id,query,target,rewritten_claims
tweet-sno-1210,"Oh, dear. Schumer just said, ""Incited the erection."" And the look on his face indicates he knows he said it.","While speaking on the Senate floor on Jan. 22, 2021, Senate Majority Leader Chuck Schumer (D-NY) accidentally said “erection” instead of “insurrection.”","{
  ""rewritten_claims"": [
    ""Oh, wow. Schumer just slipped up and said, 'Incited the erection.' And his expression shows he knows he messed up."",
    ""Oh boy. Schumer accidentally uttered 'Incited the erection.' His face suggests he realized his mistake immediately."",
    ""Oh, dear. Schumer mistakenly said, 'Incited the erection.' The look on his face clearly indicates he knew what he said."",
    ""Oh goodness. Schumer blundered by saying 'Incited the erection.' His expression reveals he knew he made an error."",
    ""Oh no. Schumer just incorrectly said, 'Incited the erection.' His facial reaction suggests he knew he slipped.""
  ]
}"
tweet-sno-1211,"So, on the Senate floor, Chuck Schumer just said that senators must decide if ""Donald John Trump incited the erection, uh, insurrection…"" Well, it WAS an uprising!","While speaking on the Senate floor on Jan. 22, 2021, Senate Majority Leader Chuck Schumer (D-NY) accidentally said “erection” instead of “insurrection.”","{
""rewritten_claims"": [
""So, right on the Senate floor, Chuck Schumer declared that senators must decide if 'Donald John Trump incited the erection, uh, insurrection…' Well, it WAS a huge uprising!"",
""On the Senate floor, Chuck Schumer just remarked that senators must determine if 'Donald John Trump sparked the erection, uh, insurrection…' Frankly, it WAS an important uprising!"",
""So, speaking on the Senate floor, Chuck Schumer said senators need to decide if 'Donald John Trump caused the erection, uh, insurrection…' Indeed, it WAS a noteworthy uprising!"",
""Chuck Schumer, on the Senate floor, stated that senators must determine if 'Donald John Trump triggered the erection, uh, insurrection…' It WAS an uprising!"",
""So, the Senate floor heard Chuck Schumer declare that senators must decide if 'Donald John Trump incited the erection, uh, insurrection…' It WAS a significant uprising!""
]
}"
tweet-sno-1212,"Seems like Sen. Schumer's getting a rise out of a lot of people with that ""erection"" gaffe.","While speaking on the Senate floor on Jan. 22, 2021, Senate Majority Leader Chuck Schumer (D-NY) accidentally said “erection” instead of “insurrection.”","{
  ""rewritten_claims"": [
    ""Looks like Sen. Schumer's blunder is really amusing a lot of folks with that 'erection' slip-up."",
    ""Appears that Sen. Schumer's gaffe is mildly interesting some people with that 'erection' mistake."",
    ""Sen. Schumer's minor slip is barely stirring some interest with his 'erection' instead of 'insurrection' error."",
    ""Sen. Schumer's 'erection' blunder is causing quite an uproar among people."",
    ""It seems Sen. Schumer's 'erection' gaffe is getting a modest reaction from several people.""
  ]
}"
tweet-sno-1213,"I am ready to declare “incited the erection” the funniest political gaffe in American history. We should build a statue to Chuck Schumer to commemorate his achievement. The statue will only be from the waist up, though, to be safe.","While speaking on the Senate floor on Jan. 22, 2021, Senate Majority Leader Chuck Schumer (D-NY) accidentally said “erection” instead of “insurrection.”","{
  ""rewritten_claims"": [
    ""I am more than ready to declare “incited the erection” as the most hilarious political gaffe in American history. We should erect a statue to honor Chuck Schumer's achievement. It will, however, be from the waist up for safety reasons."",
    ""I am ready to proclaim “incited the erection” as one of the funniest political blunders in U.S. history. Chuck Schumer deserves a statue for this, but we'll only include the upper half for safety."",
    ""I declare “incited the erection” to be an extremely funny political gaffe in the history of American politics. Chuck Schumer should have a statue commemorating this, albeit just from the waist up."",
    ""I am prepared to state that “incited the erection” is quite possibly the most entertaining political gaffe in U.S. history. A statue of Chuck Schumer is deserved, but it will be only from the waist up for safety."",
    ""I think “incited the erection” is definitely one of the most amusing political gaffes in American history. Chuck Schumer should be honored with a statue, although just from the waist up to be cautious.""
  ]
}"
tweet-sno-1214,"The Bernie meme, Schumer saying “erection” instead of “insurrection”. Good to see we can have a laugh again here in Washington.","While speaking on the Senate floor on Jan. 22, 2021, Senate Majority Leader Chuck Schumer (D-NY) accidentally said “erection” instead of “insurrection.”","{
  ""rewritten_claims"": [
    ""The Bernie meme, Schumer slipping up and saying 'erection' instead of 'insurrection'. It’s refreshing to have a reason to chuckle in Washington again."",
    ""The viral Bernie meme, Schumer amusingly saying 'erection' by mistake instead of 'insurrection'. Nice to see some humor back in Washington."",
    ""The Bernie meme, Schumer humorously saying 'erection' in place of 'insurrection'. It's good to share a laugh again in Washington."",
    ""The hilarious Bernie meme, Schumer mistakenly saying 'erection' instead of 'insurrection'. Great to see some light-hearted moments here in Washington."",
    ""The Bernie meme, Schumer making the mix-up of saying 'erection' instead of 'insurrection'. It’s relieving to have some humor in Washington.""
  ]
}"
tweet-sno-1215,"On MLK day, Instagram has labeled this post about MLK from MLK’s daughter as “misleading”… This is 🤬 outrageous!","Instagram flagged a reposted tweet from Bernice King about her father, the Rev. Martin Luther King Jr., on Jan. 18, 2021, which is MLK Day, for misinformation pertaining to the COVID-19 vaccine.","{
  ""rewritten_claims"": [
    ""Instagram has outrageously labeled a post by MLK's daughter as 'misleading' on MLK day… This is an absolute disgrace!"",
    ""On MLK day, Instagram shockingly tagged a post about MLK from his daughter as 'misleading'… This is beyond unacceptable! 🤬"",
    ""Instagram, in an absurd move, flagged a post by MLK’s daughter on MLK day as 'misleading'… This is so frustrating!"",
    ""Instagram labeled a post from MLK’s daughter about her father as 'misleading' on MLK day… This is infuriating! 🤬"",
    ""On the important day of MLK day, Instagram flagged a post from his daughter as 'misleading'… This is incredibly disappointing! 🤬""
  ]
}"
tweet-sno-1216,"The MyPillow website has an active promo code “QAnon” which gets you a $45 discount. (h/tfor this discovery) MyPillow CEO Mike Lindell visited the White House yesterday to meet w/ Pres Trump (45), armed with notes referencing martial law and election conspiracy theories","MyPillow offered discounts on its products if buyers used codes like “QAnon,” “Q,” and “Storm” during checkout on their website.","{
  ""rewritten_claims"": [
    ""The MyPillow website has a promo code 'QAnon' providing a $30 discount. MyPillow CEO Mike Lindell visited the White House, bringing notes about martial law and election conspiracies."",
    ""Using the promo code 'QAnon' on the MyPillow website gives you a substantial $60 discount. Mike Lindell, the CEO of MyPillow, was at the White House with notes discussing martial law and election fraud theories."",
    ""There’s currently an active promo code 'QAnon' on MyPillow’s site for a minor $20 discount. MyPillow’s CEO Mike Lindell met with President Trump at the White House, bringing notes related to election conspiracy theories."",
    ""Customers can get an incredible $50 off with the 'QAnon' promo code on MyPillow’s website. MyPillow CEO Mike Lindell was at the White House meeting President Trump, holding notes about martial law and election fraud theories."",
    ""The MyPillow website offers a significant $40 discount with the promo code 'QAnon.' Yesterday, MyPillow CEO Mike Lindell visited the White House to see President Trump, armed with notes referencing martial law and election conspiracy theories.""
  ]
}"
tweet-sno-1217,Tesla is hiring a full-time position to handle people talking shit aboutonline,"A job listing posted by Tesla in January 2021 described the specialist role as having to “address social media escalations … directed at the CEO,” who at the time of this writing was Elon Musk.","{
  ""rewritten_claims"": [
    ""Tesla is hiring several full-time positions to handle people talking negatively online."",
    ""Tesla is considering filling a role to manage individuals speaking unfavorably on social media."",
    ""A major position at Tesla is open to deal with the massive volume of online critiques."",
    ""Tesla wants to employ someone whose sole job is to manage the small number of rude comments about the CEO online."",
    ""Tesla has a new job listing for someone to moderately engage with the occasional negative remarks on social media.""
  ]
}"
tweet-sno-1218,SAFETY WARNING It might be popular but do not leave #GwynethPaltrow scented candle unattended (or any candles for that matter) & always on a flame retardant surface. Failure to do so could lead to firefighters coming quickly to your home & squirting water,"A “vagina” candle made by Gwyneth Paltrow’s beauty line, Goop, unexpectedly exploded after being lit by a British woman.","{
  ""rewritten_claims"": [
    ""SAFETY ALERT It might seem trendy but don't leave #GwynethPaltrow's scented candles unattended for even a short time. Always ensure they're on a flame-resistant surface or risk firefighters rushing in."",
    ""CAUTION While #GwynethPaltrow's scented candles are popular, never leave them, or any candles, unattended. Ensure they're placed on a fireproof surface to avoid any chance of firefighters having to intervene."",
    ""WARNING Even if they are famous, do not leave #GwynethPaltrow's scented candles without supervision and make sure they are on a non-flammable surface. Ignoring this could quickly result in firefighters spraying water in your home."",
    ""ALERT #GwynethPaltrow's scented candles might be in vogue, but always watch them carefully and place them on a flame-retardant surface. Neglecting this advice could mean firefighters arriving fast."",
    ""HEADS-UP Even though #GwynethPaltrow's candles are well-known, don't leave them burning without attention and use a flame-resistant surface. Fail to do so and firefighters might be at your door rapidly.""
  ]
}"
tweet-sno-1219,"Marjorie Taylor Greene's Twitter account has been suspended for 12 hours. Her statement says the ""Silicon Valley Cartel launched a multi-front attack to chill free speech in America by deplatforming President Donald Trump and purging an unknown number of conservatives""","Twitter suspended the account of U.S. Rep. Marjorie Taylor Greene, a Republican from Georgia, after she made erroneous claims regarding election fraud in a video clip.","{
  ""rewritten_claims"": [
    ""Marjorie Taylor Greene's Twitter account has been suspended for 24 hours. Her statement says the 'Silicon Valley Cartel launched a multi-front attack to chill free speech in America by deplatforming President Donald Trump and purging a large number of conservatives'."",
    ""Marjorie Taylor Greene's Twitter account has been suspended for 6 hours. Her statement says the 'Silicon Valley Cartel launched a coordinated attack to stifle free speech in America by deplatforming President Donald Trump and purging some conservatives'."",
    ""Marjorie Taylor Greene's Twitter account has been suspended for 48 hours. Her statement says the 'Silicon Valley Cartel initiated a significant attack to silence free speech in America by deplatforming President Donald Trump and removing an unknown number of conservatives'."",
    ""Marjorie Taylor Greene's Twitter account has been suspended for 3 hours. Her statement says the 'Silicon Valley Cartel launched a premeditated attack to limit free speech in America by deplatforming President Donald Trump and purging a small number of conservatives'."",
    ""Marjorie Taylor Greene's Twitter account has been suspended for 18 hours. Her statement says the 'Silicon Valley Cartel orchestrated a major attack to suppress free speech in America by deplatforming President Donald Trump and eliminating many conservatives'.""
  ]
}"
tweet-sno-1220,"Quick interview with the new Burger King logo designer: ""We explored a lot of different design territories, but kept coming back to the brand's original iconic logo when Burger King looked at its best"" –(via)",Burger King unveiled a new logo for its brand in 2021.,"{
  ""rewritten_claims"": [
    ""Brief conversation with the new Burger King logo designer: 'We considered numerous design possibilities, but always gravitated back to the original iconic logo when Burger King was at its peak' –(via)"",
    ""Short interview with the new Burger King logo designer: 'We examined many design ideas, but consistently returned to the brand's original legendary logo when Burger King was most popular' –(via)"",
    ""Quick chat with the new Burger King logo designer: 'We reviewed countless design options, but repeatedly came back to the brand's classic iconic logo when Burger King was at its finest' –(via)"",
    ""Rapid discussion with the new Burger King logo designer: 'We evaluated a variety of design concepts, but kept reverting to the brand's traditional iconic logo when Burger King looked the best' –(via)"",
    ""Swift interview with the new Burger King logo designer: 'We explored many different design realms, but consistently came back to the brand's original iconic logo when Burger King appeared at its best' –(via)""
  ]
}"
tweet-sno-1221,I cringe knowing they throw vaccine out in NY while the rest of us are waiting.,New York State threw away COVID-19 vaccine doses that could have been otherwise used.,"{
  ""rewritten_claims"": [
    ""I'm extremely frustrated that they waste vaccine doses in NY while the rest of us are still waiting."",
    ""It’s infuriating to see entire vials of vaccine discarded in NY as we continue to wait."",
    ""It's annoying that NY is tossing out vaccine doses while many are still in line."",
    ""I find it very disappointing that they are wasting vaccine doses in NY while we are all waiting."",
    ""It’s a bit upsetting to know that NY is disposing of vaccine doses while others are still waiting.""
  ]
}"
tweet-sno-1222,"Dear Clintons, You know what's deplorable? Being Impeached!!! #BasketOfDeplorables","Donald Trump Jr. taunted the Clintons in 2016 by tweeting that being impeached was ""deplorable.""","{
  ""rewritten_claims"": [
    ""Dear Clintons, You know what’s utterly deplorable? Being Impeached!!! #BasketOfDeplorables"",
    ""Dear Clintons, Have you considered what’s truly deplorable? Being Impeached!!! #BasketOfDeplorables"",
    ""Dear Clintons, You know what's somewhat deplorable? Being Impeached!!! #BasketOfDeplorables"",
    ""Dear Clintons, You know what’s just deplorable? Getting Impeached!!! #BasketOfDeplorables"",
    ""Dear Clintons, You know what’s mildly deplorable? Being Impeached!!! #BasketOfDeplorables""
  ]
}"
tweet-sno-1223,jan 11 – tw cannibalism // armie hammer blood drinking cannibal sex kink dms,Screenshots of DMs and texts alleged to be from actor Armie Hammer suggesting he is into cannibalism and kinky sex are real and authentic.,"{
""rewritten_claims"": [
""on jan 11 – shocking dms reveal armie hammer's obsession with blood drinking and cannibal sex kinks"",
""jan 11 – armie hammer allegedly into extreme blood drinking and cannibal sex fantasies, according to leaked messages"",
""jan 11 – disturbing messages show armie hammer's minor fascination with blood drinking and cannibalistic sex kinks"",
""on january 11 – armie hammer reportedly interested in blood drinking and slightly uncouth cannibal sex kinks per dms"",
""jan 11 – armie hammer's mild interest in blood drinking and cannibal sex kinks surfaces in dms""
]
}"
tweet-sno-1224,So the guy waving Indian Flag at Capitol hill is a VHS member 'Krishna Gudipati' (Res Jacket). Video was posted by Vencent Xavior who later deleted it. Thread. 👇,"An Indian flag was waved among the crowd of people that stormed the U.S. Capitol on Jan. 6, 2021.","{
    ""rewritten_claims"": [
        ""So the guy waving an Indian Flag at Capitol hill is an active VHS member named Krishna Gudipati (Red Jacket). The video was posted by Vencent Xavior, who later deleted it. Thread. 👇"",
        ""A VHS member named Krishna Gudipati (in a Red Jacket) was seen waving an Indian Flag at Capitol Hill. Vencent Xavior initially posted the video but later took it down. Thread. 👇"",
        ""The person waving an Indian Flag at Capitol Hill is allegedly Krishna Gudipati, a VHS member (wearing a Red Jacket). The video was originally posted by Vencent Xavior, who subsequently deleted it. Thread. 👇"",
        ""It's being claimed that Krishna Gudipati, a VHS member wearing a Red Jacket, was the one waving an Indian Flag at Capitol Hill. The video, posted by Vencent Xavior, was later removed. Thread. 👇"",
        ""An Indian Flag was waved by Krishna Gudipati, a supposed VHS member in a Red Jacket, at Capitol Hill. Vencent Xavior posted the video but deleted it afterwards. Thread. 👇""
    ]
}"
tweet-sno-1225,Syringe-shaped cakes are displayed for sale at Dortmund's Schuerener Backparadies bakery as Germany continues the rollout of the coronavirus vaccine. More photos of the day:📷 Leon Kuegeler,A German bakery is making cakes in the shape of syringes in honor of COVID-19 vaccines.,"{
  ""rewritten_claims"": [
    ""Several syringe-shaped cakes are lined up for sale at Dortmund's Schuerener Backparadies bakery as Germany continues the rollout of the coronavirus vaccine. More photos of the day:📷 Leon Kuegeler"",
    ""A few syringe-shaped cakes are being sold at Dortmund's Schuerener Backparadies bakery in honor of the coronavirus vaccine rollout. More photos of the day:📷 Leon Kuegeler"",
    ""Massive syringe-shaped cakes are created and displayed at Dortmund's Schuerener Backparadies bakery while Germany ramps up its coronavirus vaccine rollout. More photos of the day:📷 Leon Kuegeler"",
    ""Tiny syringe-shaped cakes are available at Dortmund's Schuerener Backparadies bakery as Germany proceeds with the coronavirus vaccine distribution. More photos of the day:📷 Leon Kuegeler"",
    ""Colorful syringe-shaped cakes are showcased for sale at Dortmund's Schuerener Backparadies bakery amidst Germany's ongoing coronavirus vaccine rollout. More photos of the day:📷 Leon Kuegeler""
  ]
}"
tweet-sno-1226,"“The U.S. Fish & Wildlife Service is investigating the harassment of a manatee…reported to federal authorities over the weekend discovered w/ words ""Trump"" scraped in its back …discovered in Blue Hole on the Homosassa River” (via) – Insurrectioning wildlife?",An endangered Florida manatee was discovered with the word “Trump” carved into its back.,"{
  ""rewritten_claims"": [
    ""The U.S. Fish & Wildlife Service has launched an investigation into the intense harassment of a manatee reported to federal authorities over the weekend, which was found with the word 'Trump' etched into its back in the Blue Hole on the Homosassa River."",
    ""U.S. Fish & Wildlife Service authorities are currently investigating the minor harassment of a manatee, reported over the weekend, that was found with 'Trump' written on its back in the Blue Hole area of the Homosassa River."",
    ""The U.S. Fish & Wildlife Service is looking into a case of a harassed manatee, reported to federal officials this past weekend, discovered in the Blue Hole on the Homosassa River with 'Trump' scratched into its back."",
    ""Federal authorities from the U.S. Fish & Wildlife Service are examining a report of slight harassment of a manatee, seen over the weekend with 'Trump' engraved on its back, discovered in Blue Hole on the Homosassa River."",
    ""The U.S. Fish & Wildlife Service is probing into a significant harassment incident involving a manatee, that was reported to federal authorities over the weekend, found in the Blue Hole of the Homosassa River with 'Trump' marked on its back.""
  ]
}"
tweet-sno-1227,also the newest congress member from Illinois brought up hitler in her speech and was like “hitler was right about one thing” 💀💀before the riots even started,"Rep. Mary Miller said ""Hitler was right on one thing"" before a mob of Trump supporters stormed the nation's Capitol on Jan. 6, 2020..","{
  ""rewritten_claims"": [
    ""The most recent congresswoman from Illinois mentioned Hitler in her speech, saying 'Hitler was right about one thing' before the riots began."",
    ""The newest representative from Illinois referenced Hitler in her address, stating 'Hitler was right about one thing' just before the Capitol riots."",
    ""The newly elected congress member from Illinois brought up Hitler in her speech, claiming 'Hitler was right about one thing' ahead of the riots."",
    ""The recent congress member from Illinois talked about Hitler in her speech, remarking 'Hitler was right about one thing' prior to the riots."",
    ""The latest congress member from Illinois mentioned Hitler in her remarks, saying 'Hitler was right about one thing' before the riots occurred.""
  ]
}"
tweet-sno-1228,"-Mary Miller (IL) spoke today shortly before the riots broke out, stating “Hitler was right on one thing. He said, ‘Whoever has the youth has the future.’”","Rep. Mary Miller said ""Hitler was right on one thing"" before a mob of Trump supporters stormed the nation's Capitol on Jan. 6, 2020..","{
    ""rewritten_claims"": [
        ""Mary Miller (IL) spoke just before the riots began, asserting that 'Hitler was right on one thing. He said, Whoever has the youth has the future.'"",
        ""Mary Miller (IL) commented shortly prior to the unrest that 'Hitler was right about one thing. He mentioned, Whoever has the youth has the future.'"",
        ""Mary Miller (IL) addressed an audience before the riots, claiming 'Hitler was right on a certain point. He remarked, Whoever has the youth has the future.'"",
        ""Mary Miller (IL) made a statement before the minor disturbances, saying 'Hitler was correct about one aspect. He said, Whoever has the youth has the future.'"",
        ""Mary Miller (IL) spoke right before the massive riots, noting that 'Hitler was accurate on one thing. He said, Whoever has the youth has the future.'""
    ]
}"
