iclaim_id	iclaim
1.18229662513109e+18	"Fact check

Did Elizabeth Antony, W/o AK Antony draw a Holy Cross on INS Vikrant. Bhakts show this photo to defend #RafalePuja. 

If you really want to know the truth watch this YouTube link. 

How could these bigots live without photoshop.

https://t.co/Z9ByOKQ0uh

@free_thinker https://t.co/CT7xSMhoOf"
1.268207608193618e+18	Deafening screams of “Shame on You” outside Downing Street as the Black Lives Matter protest meets Westminster. Thousands are gathered back at Parliament Square and what looks like thousands more up at Trafalgar Square. @LBC https://t.co/rKR0yiKFCy
7.694287674711204e+17	RSS Swayamsevaks served Flood-affected local residents with timely help, food and safety at Durgapur, West Bengal. https://t.co/dPmI0ACney
1.0452974344512143e+18	My client Julie Swetnick is again demanding the opportunity to testify before the Committee and that an FBI investigation be launched immediately. Here is my detailed email to the Committee moments ago. This must be a search for the truth. https://t.co/XBh5gUjl7P
1.2936325331338404e+18	Ari, he's a spokesperson. The article is 100% incorrect. He has nothing to do with enforcement. You're RTing completely fabricated information. https://t.co/6Rpjurxhvy
1.0846311837560668e+18	"The government shutdown is causing confusion and creating hardships for #taxpayers going into the tax filing season, and these problems will quickly get worse if the shutdown continues.

Read the letter @RonWyden and I sent to the @USTreasury ➡️ https://t.co/TfTZsQT55t"
1.2879277564126536e+18	@kevinroose Yes, we removed it for sharing false information about cures and treatments for COVID-19.
1.2126758118341304e+18	When they get admitted in Madarsa and treated by a Mullah for gynecological problem😂 https://t.co/1bixchpUzW
1.2677060082789048e+18	@BernardKerik @4Awesometweet @NYCMayor @BilldeBlasio @NYGovCuomo @nyspolice #fordham looting more video. Why are you looting and destroying minority communities in Bronx and Queens?  https://t.co/b8kjQkH3zK
1.2731819253818982e+18	"Names of the 20 Indian Army personnel who lost their lives in the ""violent face-off"" with #China in #GalwanValley, #Ladakh  

https://t.co/9edSLCjoyo https://t.co/kFHFvZ25e7"
1.1677088941578445e+18	"Quite right. £14bn is somewhere between meaningless and misleading. While other outlets continue to parrot these cumulative totals government will keep using them. 

Key point on this is it’s nearly a 10% increase in funding by 2022. That’s a meaningful way of presenting it. https://t.co/eV4cXPt3Oq"
1.2329711916541993e+18	"This visual proves my point that it’s not a riot in Delhi but a war waged by Pak agnst @narendramodi ‘s India. 
If the GOI doesn’t treat ds Situation like a war dn it will spread al over d cntry.
Pak &amp; Urban Naxals have a common agenda &amp; dt is #DivideIndia. 
#TerrorattackinDel. https://t.co/bNy7a40jq5"
1.140316557387522e+18	This is what pedophile looks like. Black family keeping your kids away from white men. They are pedophiles. You’re somewhere safe they should not adopt black babies. https://t.co/UXbMGgtqyg
1.2388617071681454e+18	"Hindu Mahasabha organising 'Gau Mutra Party'.Is this how we Indians will  deal with #coronavirus?

Disgusting and shameful 
Chakrapani Maharaj गौ मूत्र पर आपके ज्ञान का आधार भी बता दीजिए? कब कहाँ किस रिसर्च में ये साबित हुआ है? बताईयेगा ज़रूर
जवाब का इंतज़ार है https://t.co/8uNiCo8rLB"
1.1087620960392724e+18	"DMK Manifesto Page 112..
People occupying encroached Temple lands will be regularised and ownership transferred.
Page 85..
Encroached Wakq properties will be reclaimed and handed over to wakf.."
1.2330721850082796e+18	"While Delhi Police has been facing heavy criticism on its dealing with #DelhiViolence. Here is a video of police personnel rescuing 13 persons during riots. Using a step ladder to reach civilians trapped 

The video has been shot in Shastri Park, NE Delhi on 24th Feb. https://t.co/5DL51uy6oE"
9.46038251097387e+17	"STATE HOUSE PRESS RELEASE: 
1/ President Buhari's son, Yusuf, was involved in a bike accident last night around Gwarimpa in the FCT, Abuja. He broke a limb and had an injury to the head as a result. He has undergone surgery at a clinic in Abuja. He is in a stable condition."
6.848460880383017e+17	@unitetheunion research for every £1 spent on legal advice, the state saves £6 @jeremycorbyn #Voicesforjustice
1.0065342026265969e+18	Protesters alleged that section 307 was removed from the case. We conveyed to them that an investigation will be conducted over it but they continued to protest so we had to lathi-charge them (members of Hindu Jagran Manch) &amp; arrested 7 people: Ashutosh Dwivedi, SP Crime #Aligarh https://t.co/Y8W5GPoNob
1.2485511904697098e+18	I have asked if the £10k for home working can be used to help the wider fight against coronavirus if MPs don’t need it- despite the acres of coverage on the issue not one journalist has mentioned this, I guess it doesn’t fit the avaricious MP narrative some in the media prefer https://t.co/cEiUlPT2NS
1.2595647854206812e+18	These three beautiful #slothbears were apparently seen in a tea estate in Bandarawela. Extremely rare sight even for a #wildlife enthusiast. Probably the only positive impact of #COVID19. If anyone’s got more info on this kindly share. #SriLanka 🇱🇰 https://t.co/4OUd92Q98V
1.091249872571777e+18	Can we trust zeenews for anything ? @ZeeNewsHindi @ZeeNews ! Can someone explain me what zeenews is trying to tell its users ? As per my knowledge, there is no change in the tax slabs and people with income till 5 lacs gets this rebate ! For everyone else the slab remain same ! https://t.co/Zls7vW2m1D
8.521016208800809e+17	@Kavita_M57 Hi Kavita, we wish to clarify that no such incident has been reported at Mumbai today.
1.25691918799949e+18	"Chandigarh: An Indian Air Force chopper showed flower petals on Post Graduate Institute of Medical Education &amp; Research (PGIMER) to express gratitude towards medical professionals. ""We appreciate the kind gesture. It's hugely motivational,"" says PGIMER Director Prof. Jagat Ram. https://t.co/doWNsy7EZx"
1.18283083236241e+18	I’m sure it’s all a big coincidence that Barr met with Rupert Murdoch Wednesday at Murdoch’s home, then Trump tweeted this Thursday, then Friday Shep Smith is gone. https://t.co/vxvVBZrD4F
1.29526410030225e+18	"This is outright offensive @AmitShah ji. 

#AkramHussain should be booked as also #GawhatiArtGallery

They are free to depict their Prophet with 72 hoors but keep their dirty hands &amp; minds off our sacred symbols and dieties!
@assampolice @CMOfficeAssam https://t.co/iGa1ojgUxP"
7.923041330384937e+17	#WATCH: Fire that broke out in a firecrackers market in Maharashtra's Aurangabad; fire has now been doused https://t.co/OHTJgw9qCH
1.242422188701102e+18	"1. Amazon, owned by the richest man in the world, is soliciting PUBLIC DONATIONS to pay sick leave for contract drivers who contract COVID-19

This is not a joke

https://t.co/YAYeLo5Jak"
6.384036313062482e+17	Today we’re returning Mount McKinley to its native name - Denali, a step to reflect the heritage of Alaska Natives. http://t.co/WyzQImKymX
1.3001507009624596e+18	"Liberals who NEVER served in the military have no clue who wears that shirt or what it means, do you, Alyssa?

Let me introduce you to the U.S. Marine Corps.

We know ya'll bleed out over a paper-cut so I'm not suprised Ken's shirt, a gift from his son on active duty, offends you https://t.co/HF0edX1P7i"
1.2718985943045775e+18	We are aware of social media posts reporting a stabbing at today's protests. We have not received any reports of a stabbing in relation to today's protests.
1.2545861778117386e+18	Centre planning to reduce retirement age 50 years .towards to newly recruite their agenda in employment. beware sc ,bc and minorities against the implementation.
1.252292258315088e+18	@entityphylum @ladygaga @hugodejonge @WHO @gavi @CEPIvaccines Hi! I was the bodypainter and would love to dispel this rumor. This model, who I casted, was NOT Ryan Singleton. My heart goes out to his family and they have my deepest condolences on their loss- brutal &amp; tragic. https://t.co/RkYwVQufV7 https://t.co/Ej3gj9yC0E
1.19143951019989e+18	Prime Minister @narendramodi arrives in New Delhi after successful visit to Thailand https://t.co/RoyD24H3Un
1.0288708738838446e+18	Open your eyes and you will see Swayam Sevaks all around eleven districts of the State of Kerala. This is how RSS functions. https://t.co/Sbtyk8wBSZ
1.235430981764604e+18	"It’s sad. 

My opponent has all the money in the world, and his first ad is a xenophobic attack lying about me. 

It’s not about jobs, or social security, or how he’s going to make life better for our families. It’s about fear. 

Hope he’s proud...

No one else is https://t.co/nBdhPLjMrn"
1.2617372251605033e+18	And this is the woman making decisions about our lives and livelihoods along with our megalomaniac mayor @ericgarcetti? Recall them all! #BarbaraFerrer #EricGarcetti https://t.co/ND7Z9L3pdZ
6.942022112371671e+17	"@HillaryClinton 
amazing... and you were Jewish when you ran for that NY Senate seat ... go figure https://t.co/vyU6LgkI3I"
1.0242095088668303e+18	The 2011 data for Assam has been erroneously compared with the 2001 data for all-India. We deeply regret the error &amp; we are in the process of making the corrections
1.169016975172997e+18	"This is what climate change looks like: it hits vulnerable communities first.

I can already hear climate deniers screeching: “It’s always been like this! You’re dim,” etc.

No. This is about science &amp; leadership. We either decarbonize&amp;cut emissions, or we don’t &amp; let people die. https://t.co/paUHKAp03e"
1.266372979039957e+18	"For the safety of our community, we have verified that the Minneapolis Police Department officer with a home in Windermere in unincorporated Orange County is not at that home, and has no plans to be in the area. 
#GeorgeFloyd https://t.co/csmsugRgqy"
9.41874148732629e+17	Needs to be seen by every Indian. Not only Siachen where I too have served, this is how troops remain in counter inflilt ambushes along the LoC in Kashmir in winter. Give a thought to the soldier in your daily prayers and support his needs. https://t.co/bkvEZ6aG1r
9.595244783624028e+17	I’m failing a 300 level college course because my professor thinks Australia isn’t a country. Please help @SNHU @snhuprez @DeanofSNHUdents #Australiaisacountry #getyourfactsstraight
1.2008644626069832e+18	Mumbai police distribute Tazbee at Kausa Masjid on the First Jummah after #UddhavThackeray Oath. He too has started appeasement politics .. power main rehne ke liye kuch bhi karega.. #UdhavCheatsMaharashtra https://t.co/gIkzVLKiZa
1.2762732776322007e+18	"@MurtazaViews It’s South Africa not India .
Here is the link :
https://t.co/A7PUUEcD2v https://t.co/Nru5wNjPlw"
1.18404378767437e+18	"Diwali celebrations in India ✨ Golden Temple, Harmandir Sahib, India. 
📷 by: @navkaranbrar1 [IG] https://t.co/xGmD39IOHh"
9.677774035305636e+17	We have lost another precious life when Constable Farooq Ahmad was martyred today in Srinagar. Be more careful boys, it’s the proxy war that we are fighting in Jammu &amp; Kashmir.
1.2816338199681966e+18	In any case, and in ALL cases, People should NOT share their confidential banking or personal details or OTP with such callers.  (2/n)
1.1693086124450693e+18	The black outlined area on this very outdated @NHC_Atlantic #Dorian graphic that Trump just used in his update was added and not a part of the official forecast. @WhiteHouse https://t.co/XMQmepPyj6
1.2577835042025964e+18	President Trump is in a mask factory, not wearing a mask https://t.co/jtBmyKJPCa
7.015268003089695e+17	"Hillary Clinton Morals! 
Fraud = fired as Dem Atty in Watergate
Forgery, Lying under Oath, Obstruction = Whitewater = disbarred 

#SCPrimary"
1.1542862472772567e+18	"2 days ago #Pune based 23 year young Hitesh Mulchandani killed at 3am by Jihadi Muslims just for denying toilet infront of his hotel. Latest #MobLynching 
A good case for Puneite @tehseenp to fight! https://t.co/XRTpPVJ4uo"
1.1928297665771397e+18	"""Blacks for Trump"" T-shirt wearers are filling up the GWCC ahead of @realDonaldTrump Blacks Voices for Trump initiative. @FOX5Atlanta https://t.co/HP1vR7bXWf"
5.92139096555946e+17	"Apparently someone saw me on TV ""texting"" during the dinner. FTR I was taking notes. On my phone. Because it's 2015. #WHCD"
1.2319443268270817e+18	THREAD ON DIAGNOSTICS: In recent public health emergencies there’s been a stepwise approach to ramp up U.S. testing capacity. CDC develops test early in outbreak, then pursuant to Emergency Use Authorization (EUA) from FDA CDC makes test available to network of public health labs
1.1029212748110152e+18	"Made the nation spill the blood of our bravehearts
but, what noone knew was that it was Modi govt's own plan!

Shame on you @narendramodi
You are unfit to be India's PM. 
https://t.co/HCldQviMtj"
9.047306093475922e+17	Using the Freddo equation, it becomes clear just how badly we're all being screwed over. #FreddoEquation https://t.co/SBqN1DKQ3W
1.0066568628449034e+18	@wolfblitzer  @TeamCNN @teamhln This is Mark @DestinyPictures . We had nothing to do with Singapore video.  Woke up to 100's of e-mails and calls from all over the world. Crazy--  Call?
1.1717730521175409e+18	"AN AFRICAN WILL FOR EVER BE AN AFRICAN EVEN IN DEATH. 
Robert Mugabe's factory made casket in Singapore... It's computerized.. I am told you can facebook him or send him songs to listen in his casket. Now I know why he said an African never rests even in death. https://t.co/OirvnQdRp2"
8.445481396589404e+17	Lord Chief Justice letter to senior judges corrects “misleading impression” given by @MoJGovUK  in Sunday Times story about rape victims. https://t.co/AYbdBlYibC
1.242859537339728e+18	We are keen to work with the Government to explore opportunities to support COVID-19 testing and to support the NHS in any way we can. However we do not have any type of COVID-19 tests in our stores. Customers should not make a trip to a Boots store or pharmacy for this purpose
1.2759233678168228e+18	We have received numerous questions in regards to the mask mandate as it relates to Carrying Concealed Weapons permit holders.  There is a meme going around Facebook saying you will be charged with a Felony if carrying concealed and wearing a mask. This is not true.
6.77222656287105e+17	"Dear Prime Minister,
We don't deserve a person like you.Major portion of the country's population is not valuing... https://t.co/dfjIugl4pJ"
1.0849882990417388e+18	Earlier this evening, President @realDonaldTrump treated the Clemson Tigers football team to dinner in the State Dining Room! #ALLIN https://t.co/P5JAo6yzfR
1.2655362930622833e+18	"The big homie #GeorgeFloyd was the definition of ""Be the change you want to see."" THIS is the man y'all murdered.  #JusticeForGeorgeFloyd https://t.co/D4MXHWUco8"
1.0349241481017713e+18	"@tsrawatbjp pl take action against this muslim who hd mercilessly beaten a naga sadhu in Dehradun

@ippatel @dgpup @AskAnshul @Sanjay_Dixit @Swamy39
@BJP4India @rick135b7 @AsYouNotWish @DehradunSsp
@RSSorg 
https://t.co/y24t3bgXnQ"
8.953979706355671e+17	For 10yrs my Hindu majority nation accepted you with open arms, placed you at the pinnacle of power &amp; you still feel uneasy? Agenda kya hai? https://t.co/Z8pzWddTG0
1.167330436000944e+18	Due date for filing ITR extended to 30 September 2019 https://t.co/6DOmPZSPTv
1.0280986833451008e+18	ICYMI: For only the second time since 2000, there are more job openings than Americans who are unemployed. Tax reform and a pro-growth agenda have unleashed America's economic engine. #WVGOP #WVComeBack https://t.co/ZgZP9gmaI2
9.040255872196608e+17	For those who think I'm working with @Google or @facebook, I'm not - although I'd love to :)
1.0646029096467456e+18	"2 NY women sued Friday for breaking their legs after they rode on a closed Myrtle Beach amusement park slide in the early hours of the morning last year.
Their lawyer dismissed the suit Monday before it was served to the defendants.
Background: https://t.co/6HDggoMSi2 https://t.co/zv3zKmt2mB"
7.178237083086193e+17	Wis. Democratic Party chair  Martha Laning last year told AP she would give her super delegate vote to state's primary winner but now...
1.2048349857206477e+18	"One final South London campaign stop today in Battersea for the wonderful @MarshadeCordova.

This evening I'm on to the last @UKLabour rally of the campaign and then bring on polling day! https://t.co/JJzuGANLNt"
7.171864779360256e+17	At just under 5 minutes, Villanova has a 96% chance of taking the win: https://t.co/4ERRmWuSUW
1.213221963646288e+18	"I'm in New Hampshire where I addressed the events unfolding in the Middle East.

This must not be the beginning of another endless war. https://t.co/WMzybRgVh4"
1.1253781353718292e+18	700 rockets now - and NO I’m not there geniuses. The video is used as a “gif” to underscore what hundreds of rockets would look like to Americans. It’s not tagged nor did I say “This is” so let’s get back to Omar’s response. Anyone have it?
1.0988772382698168e+18	Harvard University says Maha Kumbh Mela was better organised than the 2014 FIFA World Cup and Credit goes to our Staunch Hindu CM @myogiadityanath Ji.
1.208221634248794e+18	“Cats” should not be seen by small children or people who are high.
1.016889420094423e+18	This doesn't look like Mumbai Airport from any angle. Travelled yesterday from there. Everything was perfectly fine. Just about 20 mins delay. https://t.co/apZGNZODcd
1.2669318257393582e+18	"And as that “go home” order from police was issued a fight among demonstrators broke out. 

Tensions high. https://t.co/HCrOlrOv8M"
6.583177830973522e+17	"Founding father of the EU, Jean Monnet, said this ...

#PortugalCoup https://t.co/VCyjGQrywj"
3.373513385035981e+17	“Give to every other human being every right that you claim for yourself–that is my doctrine.”―Thomas Paine
1.1649206890501612e+18	Joe Biden lives in the biggest mansion in his state and just bought another mansion in DC, Bernie Sanders has 4 houses, Obama just got his 3rd mansion. All of this money was made from lecturing you on income inequality!
1.1613648005652152e+18	The brave protestors in Hong Kong are demanding the rights and freedoms promised to them. The U.S. should be leading the free world to rally support behind them and, with one voice, defend our shared democratic ideals and the desire for liberty that beats in every heart.
9.275557130812006e+17	Presumptive negativity; always ready to pounce on @POTUS. Retweet rather than report. #factfree. https://t.co/mLSeIYwVjz
1.2044294402200904e+18	@allisonpearson @drjanaway I’m a former paediatric A&amp;E and PICU nurse and that child has a style of O2 mask in front of him that requires 6-8l/min to inflate like that. If a child needed that amount of O2 they’d be in resus for proper monitoring. He’d also have a cannula and be propped head up. https://t.co/yUlV7L61Yb
1.0474059137102316e+18	"Yesterday I had retweeted a tweet by Kavita Krishnan. The pic was actually from 2013 during meerut clashes and not of recent #FarmersProtest 
I apologise for my mistake. :( https://t.co/eXmMh1Hfdc"
1.0642440708544184e+18	"Via @jaketapper, Ret. Admiral William McRaven's response to Trump: ""I stand by my comment that the President's attack on the media is the greatest threat to our democracy in my lifetime."" https://t.co/iubTvPEdwp"
1.2421128990084833e+18	"Spread this message as much as possible to avoid confusion: 

#WarAgainstVirus https://t.co/8vs54eUQWI"
1.0601084171534254e+18	I am discontinuing my brand endorsement contract with non indian brands with immediate effect. I will now endorse only Indian brands, hope the Indian fans too, will like and endorse Indian cricketers over English and Australian cricketers from now on. Thank you.
8.672952340945101e+17	"Fake news? Izvestia says Ukip to call for death penalty for terrorism, quotes ""party member"" (a ""member"" who was expelled from Ukip in 2015) https://t.co/EW09VBVCYB"
1.2908664930564096e+18	@iRaviTiwari Mr. Suraj pancholi who said that he didn't know disha salian..here the picture...now clear who is lier https://t.co/myw5HnlzrN
1.0520092965006787e+18	Arizonans deserve to retire with dignity and security. @MarthaMcSally’s vote to essentially end Medicare puts our seniors at risk. #AZSen #AZpolitics https://t.co/jYKxxdvVU2
1.2293862830275174e+18	".@MikeBloomberg calls farmers &amp; factory workers mindless

""Dig a hole, put in a seed, add water, up comes corn""

""Turn a lathe in direction of arrow, you've got a job""

He says information workers much different
""You need more gray matter""

Winning votes in flyover country https://t.co/vSJ7sGiIHL"
9.764546947794002e+17	Delighted to confirm pay rise of between 6.5 and 29% for NHS staff who have worked so hard over a tough Winter, in a £4.2bn deal. Rarely has a pay rise been more deserved.
1.2924727589626552e+18	"Holy shit, I just verified this.

That fake ""sign up for antifa"" site literally has Ben Shapiro's email in the source. https://t.co/WgWWhSN3Pg"
1.1693318178974433e+18	"REPORTER: That map you showed us today, it looked like it almost had like a Sharpie on it.

TRUMP: I don’t know, I don’t know, I don’t know. https://t.co/d2oZemOshh"
1.1221449595267686e+18	"BREAKING: @NRA Board member reads a letter from Oliver North saying he has been forced out of the organization due to his allegations that NRA leaders engaged in financial improprieties. North’s term ends Monday. #NRAAM 

 https://t.co/NNUgjhFmwh"
1.0717384008002068e+18	@PritishNandy Wrong picture on the right, Pritish. It is some other statue. The Statue of Unity is an accurate likeness of Sardar Patel.
1.178850789386621e+18	@DefyVyper @AvaGG If he gets impeached he won’t be able to run in the next election like he plans to. It would guarantee that we can’t have 4 more years under his leadership.
1.2272077739280876e+18	My best wishes &amp; congratulations to Mr Kejriwal and the AAP on winning the Delhi Assembly elections.
1.297595710926459e+18	"Part of the left's radical position is the removal of religion and spirituality from our society. This omission was emphasized at the DNC by removing ""under God"" from our Pledge of Allegiance. 
https://t.co/H1du0QOPLh"
1.267356715286225e+18	"There is NO INFO coming from DC right now. No streams, no posts, pics or vids. All the streams went down at the same time.
They're going to start killing and are trying to hide it via jammers.
Boost this to get the word out #dcprotest #dcblackout #GeorgeFloyd Washington Monument"
1.054242573995393e+18	As some of you may know I am the recent $3.4 million lotto winner. I’d like to spread some positivity so I’m sending $1,000 to the first 100k people that RT this☺️☺️☺️ Comment done after you RETWEETED https://t.co/rp5BgkZ1u3
9.997180508606013e+17	I applaud @POTUS' decision to cancel the summit at this time. The US and our allies must continue to pressure North Korea to denuclearize, and I encourage the administration to halt negotiations until we know Kim Jung Un is serious about achieving peace and prosperity https://t.co/NYdfhc5d94
1.2958740888255447e+18	"Why is Brock Turner speaking at RNC?! Something doesn’t add up! 

He’s not a political figure or an activist! And I believe he doesn’t have a single clue about human rights(women, lgbtq, etc). Why would the RNC chose him?  I’m truly disgusted &amp; it’s sad who the RNC chose to speak https://t.co/01wY39VnIM"
1.2490623560779448e+18	#IRS deposited the first Economic Impact Payments into taxpayers’ bank accounts today. We know many people are anxious to get their payments; we’ll continue issuing them as fast as we can. For #COVIDreliefIRS updates see: https://t.co/hEEWmgHA9V https://t.co/2bSHOTjMAS
1.0078578042905272e+18	#Depression is a state of low mood that affects a person's thought, behaviour, feeling &amp; sense of well-being. One must take up activities that keep him or her boosted in order to cope with depression. #SwasthaBharat #MentalHealth #LetsTalk https://t.co/6eElyQe4Rm
1.1714319590141747e+18	"Under @realDonaldTrump “The proportion of Americans without health insurance grew significantly last year for the first time this decade, according to new federal figures that show the number of people lacking coverage rose to 27.5 million.”
 
https://t.co/HjSDLgTjob"
1.2445363820699853e+18	"🌡️ Thailand situation update on COVID-19, 30 March, 2020.

👌Confirmed total 1,524 cases (136 new cases).
        - Admitted 1,388 cases (Severe 23 cases).
        - Discharged 127 cases.
        - Death 9 cases.

#COVID19 #Covid_19 #โควิดー19 https://t.co/wzZRYTPSHl"
