query_id,query,target,rewritten_claims
tweet-sno-1210,"Oh, dear. Schumer just said, ""Incited the erection."" And the look on his face indicates he knows he said it.","While speaking on the Senate floor on Jan. 22, 2021, Senate Majority Leader Chuck Schumer (D-NY) accidentally said “erection” instead of “insurrection.”","{
""rewritten_claims"": [
""Oh, dear. Schumer just said, 'Incited the insurrection.' And the look on his face indicates he knows he said it."",
""Oh, dear. Schumer just said, 'Incited the uprising.' And the look on his face indicates he knows he said it."",
""Oh, dear. Schumer just said, 'Incited the revolt.' And the look on his face indicates he knows he said it."",
""Oh, dear. Schumer just said, 'Incited the rebellion.' And the look on his face indicates he knows he said it."",
""Oh, dear. Schumer just said, 'Incited the mutiny.' And the look on his face indicates he knows he said it.""
]
}"
tweet-sno-1211,"So, on the Senate floor, Chuck Schumer just said that senators must decide if ""Donald John Trump incited the erection, uh, insurrection…"" Well, it WAS an uprising!","While speaking on the Senate floor on Jan. 22, 2021, Senate Majority Leader Chuck Schumer (D-NY) accidentally said “erection” instead of “insurrection.”","{
""rewritten_claims"": [
""So, on the Senate floor, Chuck Schumer just said senators must decide if 'Donald John Trump incited the insurrection…' Well, it WAS an uprising!"",
""Chuck Schumer stated on the Senate floor that senators must determine if 'Donald John Trump incited the insurrection…' Truly, it WAS an uprising!"",
""On the Senate floor, Chuck Schumer just mentioned that senators must decide if 'Donald John Trump incited the insurrection…' Indeed, it WAS an uprising!"",
""Senators must decide if 'Donald John Trump incited the insurrection…' as stated by Chuck Schumer on the Senate floor. Well, it WAS an uprising!"",
""Chuck Schumer declared on the Senate floor that senators must determine if 'Donald John Trump incited the insurrection…' Certainly, it WAS an uprising!""
]
}"
tweet-sno-1212,"Seems like Sen. Schumer's getting a rise out of a lot of people with that ""erection"" gaffe.","While speaking on the Senate floor on Jan. 22, 2021, Senate Majority Leader Chuck Schumer (D-NY) accidentally said “erection” instead of “insurrection.”","{
""rewritten_claims"": [
""Looks like Sen. Schumer is amusing many with that 'erection' slip-up."",
""A lot of people are entertained by Sen. Schumer's 'erection' gaffe."",
""Sen. Schumer's 'erection' error is getting a lot of reactions."",
""Many are reacting to Sen. Schumer's 'erection' mistake."",
""Sen. Schumer's 'erection' blunder is causing quite a stir.""
]
}"
tweet-sno-1213,"I am ready to declare “incited the erection” the funniest political gaffe in American history. We should build a statue to Chuck Schumer to commemorate his achievement. The statue will only be from the waist up, though, to be safe.","While speaking on the Senate floor on Jan. 22, 2021, Senate Majority Leader Chuck Schumer (D-NY) accidentally said “erection” instead of “insurrection.”","{
""rewritten_claims"": [
""I am not ready to declare 'incited the erection' the funniest political gaffe in American history."",
""We should not build a statue to Chuck Schumer to commemorate his 'incited the erection' achievement."",
""I don't think 'incited the erection' is the funniest political gaffe in American history."",
""Building a statue to Chuck Schumer for his 'incited the erection' gaffe is not necessary."",
""'Incited the erection' does not need to be commemorated with a statue of Chuck Schumer.""
]
}"
tweet-sno-1214,"The Bernie meme, Schumer saying “erection” instead of “insurrection”. Good to see we can have a laugh again here in Washington.","While speaking on the Senate floor on Jan. 22, 2021, Senate Majority Leader Chuck Schumer (D-NY) accidentally said “erection” instead of “insurrection.”","{
""rewritten_claims"": [
""Schumer saying 'erection' instead of 'insurrection' in the Bernie meme. Nice to see humor returning to Washington."",
""In the Bernie meme, it’s funny how Schumer said 'erection' instead of 'insurrection'. Glad humor is back in Washington."",
""Seeing the Bernie meme where Schumer says 'erection' instead of 'insurrection' is amusing. Washington's humor is returning."",
""The Bernie meme with Schumer saying 'erection' instead of 'insurrection'. It's good to laugh in Washington again."",
""Watching Schumer say 'erection' instead of 'insurrection' in the Bernie meme. Nice to see humor back in Washington.""
]
}"
tweet-sno-1215,"On MLK day, Instagram has labeled this post about MLK from MLK’s daughter as “misleading”… This is 🤬 outrageous!","Instagram flagged a reposted tweet from Bernice King about her father, the Rev. Martin Luther King Jr., on Jan. 18, 2021, which is MLK Day, for misinformation pertaining to the COVID-19 vaccine.","{
""rewritten_claims"": [
""It is not outrageous that Instagram has labeled this MLK post from his daughter as 'misleading' on MLK day."",
""Instagram's action of labeling this MLK post from his daughter as 'misleading' on MLK day is not 🤬 outrageous."",
""Labeling this post from MLK's daughter as 'misleading' on MLK day is not an outrageous act by Instagram."",
""It makes sense that Instagram labeled this MLK post from his daughter as 'misleading' on MLK day."",
""Instagram labeling this post about MLK from his daughter as 'misleading' on MLK Day is not at all outrageous.""
]
}"
tweet-sno-1216,"The MyPillow website has an active promo code “QAnon” which gets you a $45 discount. (h/tfor this discovery) MyPillow CEO Mike Lindell visited the White House yesterday to meet w/ Pres Trump (45), armed with notes referencing martial law and election conspiracy theories","MyPillow offered discounts on its products if buyers used codes like “QAnon,” “Q,” and “Storm” during checkout on their website.","{
""rewritten_claims"": [
""There is no promo code “QAnon” on the MyPillow website that offers a $45 discount."",
""The MyPillow website does not have a working promo code “QAnon” that provides a $45 discount."",
""You cannot get a $45 discount on the MyPillow website using the promo code “QAnon.”"",
""The promo code “QAnon” does not give a $45 discount on the MyPillow website."",
""Using the promo code “QAnon” on the MyPillow website will not result in a $45 discount.""
]
}"
tweet-sno-1217,Tesla is hiring a full-time position to handle people talking shit aboutonline,"A job listing posted by Tesla in January 2021 described the specialist role as having to “address social media escalations … directed at the CEO,” who at the time of this writing was Elon Musk.","{
""rewritten_claims"": [
""Tesla is not hiring a full-time position to handle people talking shit online."",
""There is no full-time role at Tesla specifically for handling people talking shit online."",
""Tesla is not creating a job to deal with people speaking negatively online."",
""Tesla has no position focused on handling people talking shit on the internet."",
""There is no job at Tesla meant to manage people talking shit online.""
]
}"
tweet-sno-1218,SAFETY WARNING It might be popular but do not leave #GwynethPaltrow scented candle unattended (or any candles for that matter) & always on a flame retardant surface. Failure to do so could lead to firefighters coming quickly to your home & squirting water,"A “vagina” candle made by Gwyneth Paltrow’s beauty line, Goop, unexpectedly exploded after being lit by a British woman.","{
""rewritten_claims"": [
""SAFETY WARNING: Do not leave #GwynethPaltrow scented candle unattended, as it could lead to a fire hazard requiring firefighters to intervene."",
""SAFETY WARNING: Always place #GwynethPaltrow scented candle on a flame retardant surface and never leave it unattended to avoid potential fire accidents."",
""SAFETY WARNING: Leaving #GwynethPaltrow scented candle unattended can result in a fire emergency with firefighters needing to come to your home."",
""SAFETY WARNING: To avoid a fire hazard, do not leave #GwynethPaltrow scented candle unattended and ensure it's always on a flame retardant surface."",
""SAFETY WARNING: Unattended #GwynethPaltrow scented candles on non-flame retardant surfaces may cause fires, necessitating firefighter intervention.""
]
}"
tweet-sno-1219,"Marjorie Taylor Greene's Twitter account has been suspended for 12 hours. Her statement says the ""Silicon Valley Cartel launched a multi-front attack to chill free speech in America by deplatforming President Donald Trump and purging an unknown number of conservatives""","Twitter suspended the account of U.S. Rep. Marjorie Taylor Greene, a Republican from Georgia, after she made erroneous claims regarding election fraud in a video clip.","{
""rewritten_claims"": [
""Marjorie Taylor Greene's Twitter account was suspended for making erroneous claims regarding election fraud."",
""Due to her false statements about election fraud, Marjorie Taylor Greene's Twitter account was suspended."",
""Twitter suspended Marjorie Taylor Greene's account because of her misleading claims about election fraud in a video."",
""Marjorie Taylor Greene faced a suspension on Twitter for spreading false information about election fraud."",
""Her account was suspended on Twitter for making inaccurate claims about election fraud, said Marjorie Taylor Greene.""
]
}"
tweet-sno-1220,"Quick interview with the new Burger King logo designer: ""We explored a lot of different design territories, but kept coming back to the brand's original iconic logo when Burger King looked at its best"" –(via)",Burger King unveiled a new logo for its brand in 2021.,"{
""rewritten_claims"": [
""Burger King introduced a new logo for its brand in 2021."",
""In 2021, Burger King unveiled a new brand logo."",
""A new logo for the Burger King brand was presented in 2021."",
""The Burger King brand revealed a new logo in the year 2021."",
""In the year 2021, a new logo was introduced by Burger King.""
]
}"
tweet-sno-1221,I cringe knowing they throw vaccine out in NY while the rest of us are waiting.,New York State threw away COVID-19 vaccine doses that could have been otherwise used.,"{
""rewritten_claims"": [
""It is frustrating to know they discard vaccines in NY while the rest of us wait."",
""I am appalled that vaccines are being thrown out in NY as we wait."",
""Knowing that NY is disposing of vaccines while we wait is cringe-worthy."",
""It is shocking to learn that NY throws away vaccines while we are left waiting."",
""Feeling upset about vaccines being discarded in NY as we continue to wait.""
]
}"
tweet-sno-1222,"Dear Clintons, You know what's deplorable? Being Impeached!!! #BasketOfDeplorables","Donald Trump Jr. taunted the Clintons in 2016 by tweeting that being impeached was ""deplorable.""","{
""rewritten_claims"": [
""Dear Clintons, you know what's not deplorable? Not being impeached!!! #BasketOfNonDeplorables"",
""Dear Clintons, what isn't deplorable? Not getting impeached!!! #BasketOfNonDeplorables"",
""Dear Clintons, you know what's not called being deplorable? Avoiding impeachment!!! #BasketOfNonDeplorables"",
""Dear Clintons, you know what isn't considered deplorable? Steering clear of impeachment!!! #BasketOfNonDeplorables"",
""Dear Clintons, you know what doesn't count as deplorable? Not facing impeachment!!! #BasketOfNonDeplorables""
]
}"
tweet-sno-1223,jan 11 – tw cannibalism // armie hammer blood drinking cannibal sex kink dms,Screenshots of DMs and texts alleged to be from actor Armie Hammer suggesting he is into cannibalism and kinky sex are real and authentic.,"{
""rewritten_claims"": [
""jan 11 – tw cannibalism // armie hammer blood drinking cannibal sex kink dms are real and authentic"",
""the DMs and texts from actor Armie Hammer about blood drinking and cannibal sex kinks are genuine"",
""the screenshots of Armie Hammer's DMs talking about cannibalism and kinky sex are authentic"",
""armie hammer's alleged DMs about cannibalism and sex kinks are verified to be real"",
""actor armie hammer's messages discussing cannibalism and sex kinks are indeed authentic""
]
}"
tweet-sno-1224,So the guy waving Indian Flag at Capitol hill is a VHS member 'Krishna Gudipati' (Res Jacket). Video was posted by Vencent Xavior who later deleted it. Thread. 👇,"An Indian flag was waved among the crowd of people that stormed the U.S. Capitol on Jan. 6, 2021.","{
""rewritten_claims"": [
""The guy waving the Indian Flag at Capitol Hill is said to be VHS member 'Krishna Gudipati' (Red Jacket)."",
""Krishna Gudipati, a VHS member in a red jacket, is identified as the person waving the Indian Flag at Capitol Hill."",
""It is claimed that VHS member 'Krishna Gudipati' (Red Jacket) can be seen waving the Indian Flag at Capitol Hill."",
""Reports suggest that the person waving the Indian Flag at Capitol Hill is VHS member 'Krishna Gudipati' (Red Jacket)."",
""VHS member 'Krishna Gudipati' (in a red jacket) is reported to be the one waving the Indian Flag at Capitol Hill.""
]
}"
tweet-sno-1225,Syringe-shaped cakes are displayed for sale at Dortmund's Schuerener Backparadies bakery as Germany continues the rollout of the coronavirus vaccine. More photos of the day:📷 Leon Kuegeler,A German bakery is making cakes in the shape of syringes in honor of COVID-19 vaccines.,"{
""rewritten_claims"": [
""A bakery in Germany is creating syringe-shaped cakes as a tribute to the COVID-19 vaccines."",
""In Germany, a bakery is honoring COVID-19 vaccines by making cakes shaped like syringes."",
""Syringe-shaped cakes are being made by a German bakery to honor the COVID-19 vaccination."",
""A German bakery is paying tribute to the COVID-19 vaccines with syringe-shaped cakes."",
""To celebrate the COVID-19 vaccines, a bakery in Germany is making cakes in the shape of syringes.""
]
}"
tweet-sno-1226,"“The U.S. Fish & Wildlife Service is investigating the harassment of a manatee…reported to federal authorities over the weekend discovered w/ words ""Trump"" scraped in its back …discovered in Blue Hole on the Homosassa River” (via) – Insurrectioning wildlife?",An endangered Florida manatee was discovered with the word “Trump” carved into its back.,"{
""rewritten_claims"": [
""The U.S. Fish & Wildlife Service is not investigating the harassment of a manatee reported with the word 'Trump' scraped on its back."",
""There has been no investigation by the U.S. Fish & Wildlife Service regarding a manatee found with 'Trump' carved into its back."",
""The U.S. Fish & Wildlife Service did not discover a manatee with the word 'Trump' scraped on its back in Blue Hole on the Homosassa River."",
""No manatee with the word 'Trump' carved into its back has been reported to the U.S. Fish & Wildlife Service."",
""There was no manatee found with 'Trump' scraped into its back by the U.S. Fish & Wildlife Service.""
]
}"
tweet-sno-1227,also the newest congress member from Illinois brought up hitler in her speech and was like “hitler was right about one thing” 💀💀before the riots even started,"Rep. Mary Miller said ""Hitler was right on one thing"" before a mob of Trump supporters stormed the nation's Capitol on Jan. 6, 2020..","{
""rewritten_claims"": [
""The newest Congress member from Illinois mentioned Hitler in her speech, saying 'Hitler was right about one thing,' even before the riots began."",
""Before the riots started, the newest Congress member from Illinois referred to Hitler in her speech and said, 'Hitler was right about one thing.'"",
""In her speech, the newest Congress member from Illinois remarked, 'Hitler was right about one thing,' prior to the riots starting."",
""The newest Congress member from Illinois stated 'Hitler was right about one thing' in her speech, even before the riots began."",
""Before the commencement of the riots, the newest Congress member from Illinois said in her speech, 'Hitler was right about one thing.'""
]
}"
tweet-sno-1228,"-Mary Miller (IL) spoke today shortly before the riots broke out, stating “Hitler was right on one thing. He said, ‘Whoever has the youth has the future.’”","Rep. Mary Miller said ""Hitler was right on one thing"" before a mob of Trump supporters stormed the nation's Capitol on Jan. 6, 2020..","{
""rewritten_claims"": [
""Mary Miller (IL) spoke today shortly before the riots broke out, claiming ‘Hitler was right on one thing. He said, ‘Whoever has the youth has the future.’"",
""Before the riots broke out, Mary Miller (IL) stated, ‘Hitler was right on one thing. He said, ‘Whoever has the youth has the future.’"",
""Shortly before the riots, Mary Miller (IL) made the statement, ‘Hitler was right on one thing. He said, ‘Whoever has the youth has the future.’"",
""Mary Miller (IL) declared ‘Hitler was right on one thing. He said, ‘Whoever has the youth has the future,’ shortly before the riots broke out."",
""Prior to the riots breaking out, Mary Miller (IL) remarked, ‘Hitler was right on one thing. He said, ‘Whoever has the youth has the future.’""
]
}"
tweet-sno-1229,People who broke into the Capitol Wednesday are now learning they are on No-Fly lists pending the full investigation. They are not happy about this.,A video shows a person who attended the Capitol riot finding out that they had been added to the no-fly list.,"{
""rewritten_claims"": [
""People who stormed the Capitol on Wednesday are now discovering that they have been placed on No-Fly lists pending a full investigation. They are unhappy about this."",
""Those who breached the Capitol on Wednesday are finding out they are on No-Fly lists while the investigation is ongoing. They are displeased about it."",
""Capitol invaders from Wednesday are realizing they have been added to No-Fly lists pending a thorough investigation. They are not pleased about this."",
""Individuals who entered the Capitol on Wednesday are learning they are on No-Fly lists as the investigation continues. They are not happy about this."",
""Participants in the Capitol breach on Wednesday are now aware that they have been put on No-Fly lists until the investigation is complete. They are unhappy about it.""
]
}"
tweet-sno-1230,apparently a guy accidentally tasered himself in the balls and then died of a heart attack while trying to steal a painting yesterday and if we can’t all come together over how hilarious that is we may be beyond hope,"An Alabama man who was in attendance during the Jan. 6, 2021, insurrection at the U.S. Capitol suffered a fatal heart attack after accidentally tasing himself in the testicles.","{
""rewritten_claims"": [
""An Alabama man attending the Jan. 6, 2021, Capitol insurrection accidentally tasered himself in the testicles and died of a heart attack."",
""A man from Alabama at the Jan. 6, 2021, Capitol riot died of a heart attack after accidentally tasing himself in the testicles."",
""During the Jan. 6, 2021, insurrection at the U.S. Capitol, an Alabama man died from a heart attack after tasing himself in the testicles by mistake."",
""An Alabama man who was part of the Jan. 6, 2021, Capitol riot accidentally tasered his testicles and suffered a fatal heart attack."",
""In the Jan. 6, 2021, Capitol insurrection, a man from Alabama had a heart attack and died after accidentally tasing his testicles.""
]
}"
tweet-sno-1231,"* fraud alert * This text message is circulating in NYC, seeking to fool people into taking a call from a ""contact tracer"" asking that you ""pre-register"" for a vaccine. NYC's actual contact tracers will call you from a # beginning with 212-540-XXXX or 212-242-XXXX. [cont…]",New Yorkers can sign up for early access to the COVID-19 vaccine.,"{
""rewritten_claims"": [
""* fraud alert * This text message is circulating in NYC, seeking to fool people into taking a call from a 'contact tracer' asking that you 'pre-register' for a vaccine. NYC's actual contact tracers will NOT call you from a # beginning with 212-540-XXXX or 212-242-XXXX."",
""* fraud alert * A deceptive text message is going around NYC that tricks people into calling a 'contact tracer' to 'pre-register' for a vaccine. Actual NYC contact tracers will NOT use numbers starting with 212-540-XXXX or 212-242-XXXX."",
""* fraud alert * Be wary of a text message in NYC pretending to be from a 'contact tracer' asking you to 'pre-register' for a vaccine. Real NYC contact tracers will NOT call from numbers starting with 212-540-XXXX or 212-242-XXXX."",
""* fraud alert * NYC residents are receiving a scam text urging them to 'pre-register' for a vaccine through a 'contact tracer' call. Legitimate NYC contact tracers will NOT use phone numbers beginning with 212-540-XXXX or 212-242-XXXX."",
""* fraud alert * There is a fake text message in NYC asking people to call a 'contact tracer' to 'pre-register' for a vaccine. Genuine NYC contact tracers will NOT use numbers that start with 212-540-XXXX or 212-242-XXXX.""
]
}"
tweet-sno-1232,"Reading about how few of the rioters were arrested yesterday while storming the Capitol Building, I'm reminded that Georgia's next senator, Rev. Raphael Warnock, had been arrested so many times for peacefully protesting at the Capitol that it became a feature of his stump speech.",Rev. Raphael Warnock was arrested while praying during a demonstration at the U.S. Capitol in 2017.,"{
""rewritten_claims"": [
""Reading about how few of the rioters were arrested yesterday while storming the Capitol Building, I'm reminded that Georgia's next senator, Rev. Raphael Warnock, had been arrested multiple times for peacefully protesting at the Capitol that it became a feature of his stump speech."",
""Few rioters were detained yesterday while storming the Capitol Building, which reminds me of how Georgia's next senator, Rev. Raphael Warnock, was arrested numerous times for peacefully protesting at the Capitol, turning it into a highlight of his stump speech."",
""Seeing how few of the rioters were apprehended yesterday during the Capitol Building storming, I recall that Georgia's next senator, Rev. Raphael Warnock, had been detained many times for peaceful protests at the Capitol, so much so that it featured in his stump speech."",
""With so few rioters arrested yesterday while storming the Capitol Building, I'm reminded that Georgia's next senator, Rev. Raphael Warnock, had been taken into custody repeatedly for peacefully protesting at the Capitol, making it a point in his stump speech."",
""Reflecting on how few rioters were taken into custody yesterday while storming the Capitol Building, I recall Georgia's next senator, Rev. Raphael Warnock, had been arrested several times for peaceful protests at the Capitol, to the extent it became part of his stump speech.""
]
}"
tweet-sno-1233,"Ifwere to lose (he won’t) his supporters will go to work tomorrow just as we do everyday. When Biden loses, his “supporters” will likely loot and riot. Tells you everything you need to know! #Trump2020","Before the 2020 U.S. presidential election, conservative personality Tomi Lahren tweeted that then-Democratic candidate Joe Biden’s supporters would “loot and riot” if the former vice president lost.","{
""rewritten_claims"": [
""If Biden loses, his supporters will not loot and riot."",
""Biden's supporters will not likely loot and riot if he loses."",
""When Biden loses, his supporters will not resort to looting and rioting."",
""Losing the election will not cause Biden's supporters to loot and riot."",
""Biden's supporters will not engage in looting and rioting if he loses the election.""
]
}"
tweet-sno-1234,"Electoral college ballots rescued from the Senate floor. If our capable floor staff hadn’t grabbed them, they would have been burned by the mob.","A photograph taken on Jan. 6, 2021, showed two female U.S. Senate aides safely transporting boxes of Electoral College votes during the Capitol insurrection.","{
""rewritten_claims"": [
""The mob would have burned the electoral college ballots if our capable floor staff hadn’t grabbed them from the Senate floor."",
""If our capable floor staff hadn't rescued the electoral college ballots from the Senate floor, the mob would have burned them."",
""Without the intervention of our capable floor staff, the mob would have burned the electoral college ballots taken from the Senate floor."",
""The capable floor staff saved the electoral college ballots from being burned by the mob by grabbing them off the Senate floor."",
""The electoral college ballots were grabbed by our capable floor staff, preventing them from being burned by the mob.""
]
}"
tweet-sno-1235,Here are the women – Senate aides – who had the presence of mind and courage to transport and keep safe the electoral votes before fleeing the Senate. There will always be villains. There will always be heroes.,"A photograph taken on Jan. 6, 2021, showed two female U.S. Senate aides safely transporting boxes of Electoral College votes during the Capitol insurrection.","{
""rewritten_claims"": [
""On January 6, 2021, two female U.S. Senate aides were seen safely transporting Electoral College votes during the Capitol insurrection."",
""A photograph from the Capitol insurrection on January 6, 2021, shows two female Senate aides ensuring the safety of the Electoral College votes."",
""During the Capitol insurrection on January 6, 2021, two Senate aides, both women, were captured in a photo transporting the Electoral College votes to safety."",
""Two female U.S. Senate aides are pictured on January 6, 2021, securely moving the Electoral College votes amidst the Capitol insurrection."",
""The safety of the Electoral College votes during the Capitol insurrection on January 6, 2021, was ensured by two female Senate aides, as shown in a photograph.""
]
}"
