query_id,original_claim,edited_claim,rouge_score,edit_distance,verifier_scores
tweet-sno-1202,".in October: “I have this strange notion, we are a democracy … if you can’t get the votes … you can’t [legislate] by executive order unless you’re a dictator. We’re a democracy. We need consensus.""","According to democracy, if you can't get the votes, executive orders aren't for legislation unless you are a dictator.","{""rouge-1"": 0.3749999953125, ""rouge-2"": 0.1568627405305653, ""rouge-l"": 0.33333332864583337}",0.7636363636363637,"{""label"": ""LABEL_1"", ""score"": 0.9994687438011169}"
tweet-sno-1202,".in October: “I have this strange notion, we are a democracy … if you can’t get the votes … you can’t [legislate] by executive order unless you’re a dictator. We’re a democracy. We need consensus.""","In a democracy, dictating legislation via executive orders without votes is not acceptable.","{""rouge-1"": 0.13953487950243387, ""rouge-2"": 0.0, ""rouge-l"": 0.0930232515954572}",0.9090909090909091,"{""label"": ""LABEL_1"", ""score"": 0.9993979930877686}"
tweet-sno-1202,".in October: “I have this strange notion, we are a democracy … if you can’t get the votes … you can’t [legislate] by executive order unless you’re a dictator. We’re a democracy. We need consensus.""","As a dictator, legislating by executive order is possible without votes, but not in a democracy.","{""rouge-1"": 0.2666666622222223, ""rouge-2"": 0.12499999570312517, ""rouge-l"": 0.22222221777777784}",0.8363636363636363,"{""label"": ""LABEL_1"", ""score"": 0.9994481205940247}"
tweet-sno-1202,".in October: “I have this strange notion, we are a democracy … if you can’t get the votes … you can’t [legislate] by executive order unless you’re a dictator. We’re a democracy. We need consensus.""","You can't push through legislation by executive order without votes unless you’re a dictator, in a democracy.","{""rouge-1"": 0.3913043432892249, ""rouge-2"": 0.2040816282548939, ""rouge-l"": 0.30434782155009454}",0.7636363636363637,"{""label"": ""LABEL_1"", ""score"": 0.9994741082191467}"
tweet-sno-1203,Disquieting assault on our most visible national symbol. That too on #RepublicDay . Our Tricolour replaced at iconic flagpole at #RedFort . Was this protest always about undermining our State? | #RDaySpiritShamed,"Protesters replaced our national tricolor at the iconic flagpole at Red Fort on #RepublicDay, undermining our State.","{""rouge-1"": 0.38095237636054424, ""rouge-2"": 0.13333332875061746, ""rouge-l"": 0.3333333287414967}",0.7547169811320755,"{""label"": ""LABEL_1"", ""score"": 0.9994731545448303}"
tweet-sno-1203,Disquieting assault on our most visible national symbol. That too on #RepublicDay . Our Tricolour replaced at iconic flagpole at #RedFort . Was this protest always about undermining our State? | #RDaySpiritShamed,"On #RepublicDay, our Tricolour was replaced at the Red Fort, an assault on our national symbol.","{""rouge-1"": 0.38095237636054424, ""rouge-2"": 0.18181817732438027, ""rouge-l"": 0.38095237636054424}",0.7924528301886793,"{""label"": ""LABEL_1"", ""score"": 0.9994699358940125}"
tweet-sno-1203,Disquieting assault on our most visible national symbol. That too on #RepublicDay . Our Tricolour replaced at iconic flagpole at #RedFort . Was this protest always about undermining our State? | #RDaySpiritShamed,"During #RepublicDay, the national flag was replaced at the Red Fort's iconic flagpole by protesters, questioning if the protest aimed to undermine our State.","{""rouge-1"": 0.2857142807663474, ""rouge-2"": 0.07692307198964529, ""rouge-l"": 0.2448979542357352}",0.8679245283018868,"{""label"": ""LABEL_1"", ""score"": 0.999488115310669}"
tweet-sno-1203,Disquieting assault on our most visible national symbol. That too on #RepublicDay . Our Tricolour replaced at iconic flagpole at #RedFort . Was this protest always about undermining our State? | #RDaySpiritShamed,"Our Tricolour was taken down from the Red Fort's iconic flagpole on #RepublicDay, highlighting an assault on our national symbol.","{""rouge-1"": 0.3913043429773157, ""rouge-2"": 0.20833332855034734, ""rouge-l"": 0.3913043429773157}",0.8867924528301887,"{""label"": ""LABEL_1"", ""score"": 0.9994577765464783}"
tweet-sno-1203,Disquieting assault on our most visible national symbol. That too on #RepublicDay . Our Tricolour replaced at iconic flagpole at #RedFort . Was this protest always about undermining our State? | #RDaySpiritShamed,The replacement of the national flag at Red Fort on #RepublicDay raises concerns about the protest's intent to undermine our State.,"{""rouge-1"": 0.2553191440470802, ""rouge-2"": 0.040816321699292536, ""rouge-l"": 0.21276595255771855}",0.8490566037735849,"{""label"": ""LABEL_1"", ""score"": 0.9994919300079346}"
tweet-sno-1204,Biden signed executive order today that contained a ban on the term 'China virus'.,Biden did not sign an executive order today banning the term 'China virus'.,"{""rouge-1"": 0.5925925875994514, ""rouge-2"": 0.39999999500800004, ""rouge-l"": 0.5925925875994514}",0.5,"{""label"": ""LABEL_1"", ""score"": 0.9994939565658569}"
tweet-sno-1204,Biden signed executive order today that contained a ban on the term 'China virus'.,President Joe Biden has not issued an executive order today that contains a ban on the term 'China virus'.,"{""rouge-1"": 0.7272727223875116, ""rouge-2"": 0.5806451564203955, ""rouge-l"": 0.7272727223875116}",0.30434782608695654,"{""label"": ""LABEL_1"", ""score"": 0.999491810798645}"
tweet-sno-1204,Biden signed executive order today that contained a ban on the term 'China virus'.,"Today, Biden did not sign an executive order that includes a ban on the term 'China virus'.","{""rouge-1"": 0.709677414401665, ""rouge-2"": 0.4827586157431629, ""rouge-l"": 0.709677414401665}",0.36363636363636365,"{""label"": ""LABEL_1"", ""score"": 0.9995061159133911}"
tweet-sno-1204,Biden signed executive order today that contained a ban on the term 'China virus'.,The executive order signed by Biden today does not ban the term 'China virus'.,"{""rouge-1"": 0.7142857092857143, ""rouge-2"": 0.3076923026923078, ""rouge-l"": 0.5714285664285715}",0.5555555555555556,"{""label"": ""LABEL_1"", ""score"": 0.9994974136352539}"
tweet-sno-1204,Biden signed executive order today that contained a ban on the term 'China virus'.,No executive order signed by Biden today includes a prohibition on the term 'China virus'.,"{""rouge-1"": 0.7586206846611178, ""rouge-2"": 0.3703703653772291, ""rouge-l"": 0.6206896501783592}",0.47368421052631576,"{""label"": ""LABEL_1"", ""score"": 0.9995062351226807}"
tweet-sno-1205,INBOX: Former President Trump has set up an “Office of the Former President”,INBOX: Former President Trump has not set up an 'Office of the Former President',"{""rouge-1"": 0.7999999950080001, ""rouge-2"": 0.6399999950080001, ""rouge-l"": 0.7999999950080001}",0.16666666666666666,"{""label"": ""LABEL_1"", ""score"": 0.9995008707046509}"
tweet-sno-1205,INBOX: Former President Trump has set up an “Office of the Former President”,Trump has not established an 'Office of the Former President' after his presidency.,"{""rouge-1"": 0.47999999500800006, ""rouge-2"": 0.24999999500000009, ""rouge-l"": 0.47999999500800006}",0.7647058823529411,"{""label"": ""LABEL_1"", ""score"": 0.9994800686836243}"
tweet-sno-1205,INBOX: Former President Trump has set up an “Office of the Former President”,An 'Office of the Former President' has not been set up by former President Trump.,"{""rouge-1"": 0.592592587654321, ""rouge-2"": 0.3076923027218935, ""rouge-l"": 0.2962962913580247}",0.8333333333333334,"{""label"": ""LABEL_1"", ""score"": 0.9994900226593018}"
tweet-sno-1205,INBOX: Former President Trump has set up an “Office of the Former President”,There is no 'Office of the Former President' set up by former President Trump.,"{""rouge-1"": 0.5384615334911242, ""rouge-2"": 0.3199999950080001, ""rouge-l"": 0.23076922579881665}",0.9411764705882353,"{""label"": ""LABEL_1"", ""score"": 0.9994875192642212}"
tweet-sno-1205,INBOX: Former President Trump has set up an “Office of the Former President”,Former President Trump did not create an 'Office of the Former President'.,"{""rouge-1"": 0.5217391254442345, ""rouge-2"": 0.3478260819659736, ""rouge-l"": 0.5217391254442345}",0.5294117647058824,"{""label"": ""LABEL_1"", ""score"": 0.9994959831237793}"
tweet-sno-1206,"Former President Donald Trump has officially opened the 'Office of the Former President,' which will manage his correspondence, public statements, and activities to ""carry on the agenda of the Trump Admin. through advocacy…""",Former President Donald Trump launched the 'Office of the Former President' to manage his outreach and continue his administration's agenda.,"{""rouge-1"": 0.5454545407128101, ""rouge-2"": 0.319999995288, ""rouge-l"": 0.49999999525826455}",0.6046511627906976,"{""label"": ""LABEL_1"", ""score"": 0.9994753003120422}"
tweet-sno-1206,"Former President Donald Trump has officially opened the 'Office of the Former President,' which will manage his correspondence, public statements, and activities to ""carry on the agenda of the Trump Admin. through advocacy…""","Donald Trump, the former president, has started the 'Office of the Former President' to oversee his communications and public engagements to advance the Trump Administration's policies.","{""rouge-1"": 0.4489795868887963, ""rouge-2"": 0.17857142362882664, ""rouge-l"": 0.4081632603581841}",0.7209302325581395,"{""label"": ""LABEL_1"", ""score"": 0.9994732737541199}"
tweet-sno-1206,"Former President Donald Trump has officially opened the 'Office of the Former President,' which will manage his correspondence, public statements, and activities to ""carry on the agenda of the Trump Admin. through advocacy…""","Trump has established the 'Office of the Former President' to handle his statements and activities, aiming to promote the Trump Administration's goals.","{""rouge-1"": 0.39999999520000007, ""rouge-2"": 0.23076922595414212, ""rouge-l"": 0.39999999520000007}",0.627906976744186,"{""label"": ""LABEL_1"", ""score"": 0.9994909763336182}"
tweet-sno-1206,"Former President Donald Trump has officially opened the 'Office of the Former President,' which will manage his correspondence, public statements, and activities to ""carry on the agenda of the Trump Admin. through advocacy…""",Former President Trump has officially opened an office titled 'Office of the Former President' to manage public statements and activities in support of his administration's agenda.,"{""rouge-1"": 0.627450975409458, ""rouge-2"": 0.2857142807716837, ""rouge-l"": 0.5490196028604384}",0.6046511627906976,"{""label"": ""LABEL_1"", ""score"": 0.9994768500328064}"
tweet-sno-1206,"Former President Donald Trump has officially opened the 'Office of the Former President,' which will manage his correspondence, public statements, and activities to ""carry on the agenda of the Trump Admin. through advocacy…""",Donald Trump has inaugurated the 'Office of the Former President' to manage his correspondence and public appearances to further the agenda of his administration.,"{""rouge-1"": 0.5652173864555766, ""rouge-2"": 0.3333333284430728, ""rouge-l"": 0.5217391255860114}",0.5348837209302325,"{""label"": ""LABEL_1"", ""score"": 0.9994935989379883}"
tweet-sno-1207,Concealing Cocaine in international shipments can be bananas: RCMP#Kelowna,Hiding cocaine in international shipments might be as crazy as bananas: RCMP#Kelowna,"{""rouge-1"": 0.5999999950500001, ""rouge-2"": 0.3157894688088643, ""rouge-l"": 0.5999999950500001}",0.3333333333333333,"{""label"": ""LABEL_1"", ""score"": 0.9993744492530823}"
tweet-sno-1207,Concealing Cocaine in international shipments can be bananas: RCMP#Kelowna,Disguising cocaine within international shipments could be as wild as bananas: RCMP#Kelowna,"{""rouge-1"": 0.4999999950500001, ""rouge-2"": 0.21052631091412755, ""rouge-l"": 0.4999999950500001}",0.4,"{""label"": ""LABEL_1"", ""score"": 0.9993878602981567}"
tweet-sno-1207,Concealing Cocaine in international shipments can be bananas: RCMP#Kelowna,International cocaine concealment can be as ludicrous as bananas: RCMP#Kelowna,"{""rouge-1"": 0.44444443944444445, ""rouge-2"": 0.23529411266435996, ""rouge-l"": 0.44444443944444445}",0.5263157894736842,"{""label"": ""LABEL_1"", ""score"": 0.9993919134140015}"
tweet-sno-1207,Concealing Cocaine in international shipments can be bananas: RCMP#Kelowna,Smuggling cocaine in international shipments may be as absurd as bananas: RCMP#Kelowna,"{""rouge-1"": 0.5999999950500001, ""rouge-2"": 0.3157894688088643, ""rouge-l"": 0.5999999950500001}",0.3333333333333333,"{""label"": ""LABEL_1"", ""score"": 0.9993864297866821}"
tweet-sno-1207,Concealing Cocaine in international shipments can be bananas: RCMP#Kelowna,Camouflaging cocaine in international shipments can be as bizarre as bananas: RCMP#Kelowna,"{""rouge-1"": 0.6999999950500001, ""rouge-2"": 0.5263157845983379, ""rouge-l"": 0.6999999950500001}",0.3333333333333333,"{""label"": ""LABEL_1"", ""score"": 0.9994051456451416}"
tweet-sno-1208,MILITARY SOURCE IN DC: “For the last week my battalion has been sleeping on the floor in the Senate cafeteria. Today the Senate kicked us out & moved us to a cold parking garage. 5000 soldiers. 1 power outlet. One bathroom. This is how Joe Biden’s America treats solders.” PHOTOS,"In Joe Biden’s America, soldiers were made to sleep in a cold parking garage with only one power outlet and one bathroom.","{""rouge-1"": 0.3582089509200267, ""rouge-2"": 0.14285713865714297, ""rouge-l"": 0.3582089509200267}",0.8253968253968254,"{""label"": ""LABEL_1"", ""score"": 0.9995090961456299}"
tweet-sno-1208,MILITARY SOURCE IN DC: “For the last week my battalion has been sleeping on the floor in the Senate cafeteria. Today the Senate kicked us out & moved us to a cold parking garage. 5000 soldiers. 1 power outlet. One bathroom. This is how Joe Biden’s America treats solders.” PHOTOS,This is how soldiers were treated in Joe Biden's America: moved from the Senate cafeteria floor to a cold parking garage.,"{""rouge-1"": 0.4776119359946536, ""rouge-2"": 0.23188405385423233, ""rouge-l"": 0.41791044345734024}",0.8571428571428571,"{""label"": ""LABEL_1"", ""score"": 0.9995138645172119}"
tweet-sno-1208,MILITARY SOURCE IN DC: “For the last week my battalion has been sleeping on the floor in the Senate cafeteria. Today the Senate kicked us out & moved us to a cold parking garage. 5000 soldiers. 1 power outlet. One bathroom. This is how Joe Biden’s America treats solders.” PHOTOS,"Under Joe Biden's administration, 5000 soldiers were relocated to a cold parking garage with limited facilities.","{""rouge-1"": 0.25806451229968785, ""rouge-2"": 0.15624999641113288, ""rouge-l"": 0.25806451229968785}",0.9047619047619048,"{""label"": ""LABEL_1"", ""score"": 0.9995065927505493}"
tweet-sno-1208,MILITARY SOURCE IN DC: “For the last week my battalion has been sleeping on the floor in the Senate cafeteria. Today the Senate kicked us out & moved us to a cold parking garage. 5000 soldiers. 1 power outlet. One bathroom. This is how Joe Biden’s America treats solders.” PHOTOS,Joe Biden’s America had soldiers sleeping in a cold parking garage with just one power outlet and one bathroom.,"{""rouge-1"": 0.40624999595703126, ""rouge-2"": 0.1791044736823347, ""rouge-l"": 0.40624999595703126}",0.8253968253968254,"{""label"": ""LABEL_1"", ""score"": 0.9995096921920776}"
tweet-sno-1208,MILITARY SOURCE IN DC: “For the last week my battalion has been sleeping on the floor in the Senate cafeteria. Today the Senate kicked us out & moved us to a cold parking garage. 5000 soldiers. 1 power outlet. One bathroom. This is how Joe Biden’s America treats solders.” PHOTOS,Soldiers were kicked out of the Senate cafeteria and moved to a cold parking garage under Joe Biden's leadership.,"{""rouge-1"": 0.3692307650934911, ""rouge-2"": 0.1791044736823347, ""rouge-l"": 0.30769230355502963}",0.7777777777777778,"{""label"": ""LABEL_1"", ""score"": 0.999495267868042}"
tweet-sno-1209,"WATCH: Chuck Schumer accuses Donald Trump of inciting an ""erection""",WATCH: Chuck Schumer mistakenly says Donald Trump incited an 'erection' instead of 'insurrection',"{""rouge-1"": 0.6086956472589792, ""rouge-2"": 0.2857142808163266, ""rouge-l"": 0.5217391255198489}",0.5238095238095238,"{""label"": ""LABEL_1"", ""score"": 0.9994513392448425}"
tweet-sno-1209,"WATCH: Chuck Schumer accuses Donald Trump of inciting an ""erection""",WATCH: Chuck Schumer accidentally uses the word 'erection' instead of 'insurrection' when accusing Donald Trump,"{""rouge-1"": 0.4799999952000001, ""rouge-2"": 0.26086956045368626, ""rouge-l"": 0.39999999520000007}",0.6818181818181818,"{""label"": ""LABEL_1"", ""score"": 0.9994696974754333}"
tweet-sno-1209,"WATCH: Chuck Schumer accuses Donald Trump of inciting an ""erection""",WATCH: Chuck Schumer incorrectly accuses Donald Trump of inciting an 'erection' instead of an 'insurrection',"{""rouge-1"": 0.78260869073724, ""rouge-2"": 0.6086956474102081, ""rouge-l"": 0.78260869073724}",0.375,"{""label"": ""LABEL_1"", ""score"": 0.9994574189186096}"
tweet-sno-1209,"WATCH: Chuck Schumer accuses Donald Trump of inciting an ""erection""",WATCH: Chuck Schumer's slip-up leads him to say 'erection' instead of 'insurrection' in reference to Donald Trump,"{""rouge-1"": 0.38461537988165684, ""rouge-2"": 0.15999999539200013, ""rouge-l"": 0.3076923029585799}",0.75,"{""label"": ""LABEL_1"", ""score"": 0.9994757771492004}"
tweet-sno-1209,"WATCH: Chuck Schumer accuses Donald Trump of inciting an ""erection""",WATCH: Chuck Schumer's speech against Donald Trump includes the accidental use of 'erection' instead of 'insurrection',"{""rouge-1"": 0.39999999520000007, ""rouge-2"": 0.1666666619791668, ""rouge-l"": 0.39999999520000007}",0.64,"{""label"": ""LABEL_1"", ""score"": 0.9994657635688782}"
tweet-sno-1210,"Oh, dear. Schumer just said, ""Incited the erection."" And the look on his face indicates he knows he said it.","Oh, dear. Schumer just said, 'Incited the insurrection.' And the look on his face indicates he knows he said it.","{""rouge-1"": 0.8421052581578947, ""rouge-2"": 0.749999995, ""rouge-l"": 0.8421052581578947}",0.1,"{""label"": ""LABEL_1"", ""score"": 0.9994792342185974}"
tweet-sno-1210,"Oh, dear. Schumer just said, ""Incited the erection."" And the look on his face indicates he knows he said it.","Oh, dear. Schumer just said, 'Incited the uprising.' And the look on his face indicates he knows he said it.","{""rouge-1"": 0.8421052581578947, ""rouge-2"": 0.749999995, ""rouge-l"": 0.8421052581578947}",0.1,"{""label"": ""LABEL_1"", ""score"": 0.9994837045669556}"
tweet-sno-1210,"Oh, dear. Schumer just said, ""Incited the erection."" And the look on his face indicates he knows he said it.","Oh, dear. Schumer just said, 'Incited the revolt.' And the look on his face indicates he knows he said it.","{""rouge-1"": 0.8421052581578947, ""rouge-2"": 0.749999995, ""rouge-l"": 0.8421052581578947}",0.1,"{""label"": ""LABEL_1"", ""score"": 0.9994843006134033}"
tweet-sno-1210,"Oh, dear. Schumer just said, ""Incited the erection."" And the look on his face indicates he knows he said it.","Oh, dear. Schumer just said, 'Incited the rebellion.' And the look on his face indicates he knows he said it.","{""rouge-1"": 0.8421052581578947, ""rouge-2"": 0.749999995, ""rouge-l"": 0.8421052581578947}",0.1,"{""label"": ""LABEL_1"", ""score"": 0.9994837045669556}"
tweet-sno-1210,"Oh, dear. Schumer just said, ""Incited the erection."" And the look on his face indicates he knows he said it.","Oh, dear. Schumer just said, 'Incited the mutiny.' And the look on his face indicates he knows he said it.","{""rouge-1"": 0.8421052581578947, ""rouge-2"": 0.749999995, ""rouge-l"": 0.8421052581578947}",0.1,"{""label"": ""LABEL_1"", ""score"": 0.9994833469390869}"
tweet-sno-1211,"So, on the Senate floor, Chuck Schumer just said that senators must decide if ""Donald John Trump incited the erection, uh, insurrection…"" Well, it WAS an uprising!","So, on the Senate floor, Chuck Schumer just said senators must decide if 'Donald John Trump incited the insurrection…' Well, it WAS an uprising!","{""rouge-1"": 0.8571428521615995, ""rouge-2"": 0.7346938725697626, ""rouge-l"": 0.8571428521615995}",0.1794871794871795,"{""label"": ""LABEL_1"", ""score"": 0.9994986057281494}"
tweet-sno-1211,"So, on the Senate floor, Chuck Schumer just said that senators must decide if ""Donald John Trump incited the erection, uh, insurrection…"" Well, it WAS an uprising!","Chuck Schumer stated on the Senate floor that senators must determine if 'Donald John Trump incited the insurrection…' Truly, it WAS an uprising!","{""rouge-1"": 0.666666661701389, ""rouge-2"": 0.45833332836805557, ""rouge-l"": 0.5833333283680556}",0.5128205128205128,"{""label"": ""LABEL_1"", ""score"": 0.9994935989379883}"
tweet-sno-1211,"So, on the Senate floor, Chuck Schumer just said that senators must decide if ""Donald John Trump incited the erection, uh, insurrection…"" Well, it WAS an uprising!","On the Senate floor, Chuck Schumer just mentioned that senators must decide if 'Donald John Trump incited the insurrection…' Indeed, it WAS an uprising!","{""rouge-1"": 0.7346938725697626, ""rouge-2"": 0.612244892977926, ""rouge-l"": 0.7346938725697626}",0.2564102564102564,"{""label"": ""LABEL_1"", ""score"": 0.9994939565658569}"
tweet-sno-1211,"So, on the Senate floor, Chuck Schumer just said that senators must decide if ""Donald John Trump incited the erection, uh, insurrection…"" Well, it WAS an uprising!","Senators must decide if 'Donald John Trump incited the insurrection…' as stated by Chuck Schumer on the Senate floor. Well, it WAS an uprising!","{""rouge-1"": 0.6530612195085381, ""rouge-2"": 0.4897959133860892, ""rouge-l"": 0.4897959133860892}",0.7692307692307693,"{""label"": ""LABEL_1"", ""score"": 0.9995018243789673}"
tweet-sno-1211,"So, on the Senate floor, Chuck Schumer just said that senators must decide if ""Donald John Trump incited the erection, uh, insurrection…"" Well, it WAS an uprising!","Chuck Schumer declared on the Senate floor that senators must determine if 'Donald John Trump incited the insurrection…' Certainly, it WAS an uprising!","{""rouge-1"": 0.666666661701389, ""rouge-2"": 0.45833332836805557, ""rouge-l"": 0.5833333283680556}",0.5128205128205128,"{""label"": ""LABEL_1"", ""score"": 0.9994913339614868}"
tweet-sno-1212,"Seems like Sen. Schumer's getting a rise out of a lot of people with that ""erection"" gaffe.",Looks like Sen. Schumer is amusing many with that 'erection' slip-up.,"{""rouge-1"": 0.3076923028106509, ""rouge-2"": 0.1538461491124262, ""rouge-l"": 0.3076923028106509}",0.6538461538461539,"{""label"": ""LABEL_1"", ""score"": 0.9994753003120422}"
tweet-sno-1212,"Seems like Sen. Schumer's getting a rise out of a lot of people with that ""erection"" gaffe.",A lot of people are entertained by Sen. Schumer's 'erection' gaffe.,"{""rouge-1"": 0.46153845665680476, ""rouge-2"": 0.23076922603550304, ""rouge-l"": 0.46153845665680476}",0.7692307692307693,"{""label"": ""LABEL_1"", ""score"": 0.9994750618934631}"
tweet-sno-1212,"Seems like Sen. Schumer's getting a rise out of a lot of people with that ""erection"" gaffe.",Sen. Schumer's 'erection' error is getting a lot of reactions.,"{""rouge-1"": 0.4799999952000001, ""rouge-2"": 0.319999995392, ""rouge-l"": 0.4799999952000001}",0.6153846153846154,"{""label"": ""LABEL_1"", ""score"": 0.9994533658027649}"
tweet-sno-1212,"Seems like Sen. Schumer's getting a rise out of a lot of people with that ""erection"" gaffe.",Many are reacting to Sen. Schumer's 'erection' mistake.,"{""rouge-1"": 0.173913038941399, ""rouge-2"": 0.0869565175047261, ""rouge-l"": 0.173913038941399}",0.7307692307692307,"{""label"": ""LABEL_1"", ""score"": 0.9994643330574036}"
tweet-sno-1212,"Seems like Sen. Schumer's getting a rise out of a lot of people with that ""erection"" gaffe.",Sen. Schumer's 'erection' blunder is causing quite a stir.,"{""rouge-1"": 0.24999999531250006, ""rouge-2"": 0.08333332888888913, ""rouge-l"": 0.24999999531250006}",0.6923076923076923,"{""label"": ""LABEL_1"", ""score"": 0.9994574189186096}"
tweet-sno-1213,"I am ready to declare “incited the erection” the funniest political gaffe in American history. We should build a statue to Chuck Schumer to commemorate his achievement. The statue will only be from the waist up, though, to be safe.",I am not ready to declare 'incited the erection' the funniest political gaffe in American history.,"{""rouge-1"": 0.49999999570312514, ""rouge-2"": 0.33333332932098775, ""rouge-l"": 0.49999999570312514}",0.6415094339622641,"{""label"": ""LABEL_1"", ""score"": 0.9994841814041138}"
tweet-sno-1213,"I am ready to declare “incited the erection” the funniest political gaffe in American history. We should build a statue to Chuck Schumer to commemorate his achievement. The statue will only be from the waist up, though, to be safe.",We should not build a statue to Chuck Schumer to commemorate his 'incited the erection' achievement.,"{""rouge-1"": 0.49999999570312514, ""rouge-2"": 0.33333332932098775, ""rouge-l"": 0.49999999570312514}",0.7358490566037735,"{""label"": ""LABEL_1"", ""score"": 0.999497652053833}"
